Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_tr
,14,26,3118,186,وَمَا أَنتَ إِلَّا بَشَرٌ مِّثْلُنَا وَإِن نَّظُنُّكَ لَمِنَ الْكَاذِبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_186.png,"""Sen bizim gibi bir insandan başka şey değilsin. Biz senin yalancılardan olduğunu düşünüyoruz."""
,14,26,3119,187,فَأَسْقِطْ عَلَيْنَا كِسَفًا مِّنَ السَّمَاءِ إِن كُنتَ مِنَ الصَّادِقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_187.png,"""Eğer doğru sözlülerdensen, hadi üzerimize gökten parçalar düşür!"""
,14,26,3120,188,قَالَ رَبِّي أَعْلَمُ بِمَا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_188.png,"Şuayb dedi: ""Yapmakta olduğunuzu Rabbim daha iyi bilir."""
,14,26,3121,189,فَكَذَّبُوهُ فَأَخَذَهُمْ عَذَابُ يَوْمِ الظُّلَّةِ ۚ إِنَّهُ كَانَ عَذَابَ يَوْمٍ عَظِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_189.png,"Onu yalanladılar; bunun üzerine o gölgelik gününün azabı onları yakalayıverdi. O, gerçekten büyük bir günün azabıydı."
,14,26,3122,190,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_190.png,Bunda elbette bir ibret var ama onların çoğu inanan kişiler değildi.
,14,26,3123,191,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_191.png,"Ve senin Rabbin mutlak Azîz, mutlak Rahîm'dir."
,14,26,3124,192,وَإِنَّهُ لَتَنزِيلُ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_192.png,"Kesin olan şu ki, o âlemlerin Rabbi'nden indirilmiştir."
,14,26,3125,193,نَزَلَ بِهِ الرُّوحُ الْأَمِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_193.png,"O güvenilir Rûh indirdi onu,"
,14,26,3126,194,عَلَىٰ قَلْبِكَ لِتَكُونَ مِنَ الْمُنذِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_194.png,"Senin kalbine ki, uyarıcılardan olasın."
,14,26,3127,195,بِلِسَانٍ عَرَبِيٍّ مُّبِينٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_195.png,Açık-seçik Arapça bir dille indirdi.
,14,26,3128,196,وَإِنَّهُ لَفِي زُبُرِ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_196.png,"O, elbette ki öncekilerin kitaplarında da var."
,14,26,3129,197,أَوَلَمْ يَكُن لَّهُمْ آيَةً أَن يَعْلَمَهُ عُلَمَاءُ بَنِي إِسْرَائِيلَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_197.png,Beniisrail bilginlerinin de onu bilmesi bunlar için bir belirti/kanıt değil mi?
,14,26,3130,198,وَلَوْ نَزَّلْنَاهُ عَلَىٰ بَعْضِ الْأَعْجَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_198.png,"Biz onu Arapça konuşmayanlardan birine indirseydik de,"
,14,26,3131,199,فَقَرَأَهُ عَلَيْهِم مَّا كَانُوا بِهِ مُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_199.png,"O onu onlara okusaydı, yine de ona inanmayacaklardı."
,14,26,3132,200,كَذَٰلِكَ سَلَكْنَاهُ فِي قُلُوبِ الْمُجْرِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_200.png,Biz onu suçluların kalplerine işte böyle yolladık.
,14,26,3133,201,لَا يُؤْمِنُونَ بِهِ حَتَّىٰ يَرَوُا الْعَذَابَ الْأَلِيمَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_201.png,Acıklı azabı görünceye değin ona inanmazlar.
,14,26,3134,202,فَيَأْتِيَهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_202.png,"O azap onlara ansızın gelecek, farkında bile olmayacaklar."
,14,26,3135,203,فَيَقُولُوا هَلْ نَحْنُ مُنظَرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_203.png,"O zaman şöyle derler: ""Acaba bize süre verilir mi?"""
,14,26,3136,204,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_204.png,Bizim azabımızı acele mi istiyorlar?
,14,26,3137,205,أَفَرَأَيْتَ إِن مَّتَّعْنَاهُمْ سِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_205.png,"Görmedin mi ki, biz onları yıllarca nimetlendirsek de,"
,14,26,3138,206,ثُمَّ جَاءَهُم مَّا كَانُوا يُوعَدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_206.png,"Sonra, tehdit edildikleri şey kendilerine ulaşsa,"
,14,26,3139,207,مَا أَغْنَىٰ عَنْهُم مَّا كَانُوا يُمَتَّعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_207.png,O yararlandıkları nimetler onların hiçbir işine yaramaz.
,14,26,3140,208,وَمَا أَهْلَكْنَا مِن قَرْيَةٍ إِلَّا لَهَا مُنذِرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_208.png,"Biz, uyarıcıları olmayan hiçbir kenti/uygarlığı helâk etmemişizdir."
,14,26,3141,209,ذِكْرَىٰ وَمَا كُنَّا ظَالِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_209.png,Uyarı/hatırlatma olacak! Biz zalimler değiliz.
,14,26,3142,210,وَمَا تَنَزَّلَتْ بِهِ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_210.png,Onu şeytanlar indirmedi.
,14,26,3143,211,وَمَا يَنبَغِي لَهُمْ وَمَا يَسْتَطِيعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_211.png,"Onlara yaraşmaz, zaten güçleri de yetmez."
,14,26,3144,212,إِنَّهُمْ عَنِ السَّمْعِ لَمَعْزُولُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_212.png,"Çünkü onlar, dinleyişten azledilmişlerdir."
,14,26,3145,213,فَلَا تَدْعُ مَعَ اللَّهِ إِلَٰهًا آخَرَ فَتَكُونَ مِنَ الْمُعَذَّبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_213.png,"O halde, Allah'ın yanında bir başka ilaha daha yalvarma/davet etme. Yoksa azaba uğratılanlardan olursun."
,14,26,3146,214,وَأَنذِرْ عَشِيرَتَكَ الْأَقْرَبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_214.png,En yakın akraba ve hısımlarını uyar.
,14,26,3147,215,وَاخْفِضْ جَنَاحَكَ لِمَنِ اتَّبَعَكَ مِنَ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_215.png,Müminlerin sana uyanlarına kanadını indir.
,14,26,3148,216,فَإِنْ عَصَوْكَ فَقُلْ إِنِّي بَرِيءٌ مِّمَّا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_216.png,"Eğer sana isyan ederlerse şöyle de: ""Ben, sizin yapmakta olduklarınızdan uzağım."""
,14,26,3149,217,وَتَوَكَّلْ عَلَى الْعَزِيزِ الرَّحِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_217.png,"O Azîz, o Rahîm olana güvenip dayan."
,14,26,3150,218,الَّذِي يَرَاكَ حِينَ تَقُومُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_218.png,O ki görüyor seni kıyam ettiğin zaman.
,14,26,3151,219,وَتَقَلُّبَكَ فِي السَّاجِدِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_219.png,Görüyor nasıldır secde edenler içinde dolaşman.
,14,26,3152,220,إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_220.png,"Kuşkusuz, O'dur iyice bilen, iyice duyan."
,14,26,3153,221,هَلْ أُنَبِّئُكُمْ عَلَىٰ مَن تَنَزَّلُ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_221.png,Haber vereyim mi size şeytanların kime iner olduğundan?
,14,26,3154,222,تَنَزَّلُ عَلَىٰ كُلِّ أَفَّاكٍ أَثِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_222.png,Her bir dönek/iftiracı günahkâr üzerine iner onlar.
,14,26,3155,223,يُلْقُونَ السَّمْعَ وَأَكْثَرُهُمْ كَاذِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_223.png,Kulak kabartırlar ama çoğu yalancılardır onların.
,14,26,3156,224,وَالشُّعَرَاءُ يَتَّبِعُهُمُ الْغَاوُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_224.png,"Şairlere gelince, onlara da çapkınlar-sapkınlar uyar."
,14,26,3157,225,أَلَمْ تَرَ أَنَّهُمْ فِي كُلِّ وَادٍ يَهِيمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_225.png,"Görmez misin onları ki, her vadide tutkun-şaşkın dolaşırlar."
,14,26,3158,226,وَأَنَّهُمْ يَقُولُونَ مَا لَا يَفْعَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_226.png,"Ve onlar, yapmayacakları şeyleri söyleyip dururlar."
,14,26,3159,227,إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَذَكَرُوا اللَّهَ كَثِيرًا وَانتَصَرُوا مِن بَعْدِ مَا ظُلِمُوا ۗ وَسَيَعْلَمُ الَّذِينَ ظَلَمُوا أَيَّ مُنقَلَبٍ يَنقَلِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_227.png,"İman edip barışa/hayra yönelik işler yapanlar, Allah'ı çok ananlar ve zulme uğratıldıktan sonra başarıya ulaşanlar böyle değillerdir. Zulmedenler, hangi devrime uğrayıp baş aşağı döneceklerini yakında bilecekler."
,14,27,3160,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ طس ۚ تِلْكَ آيَاتُ الْقُرْآنِ وَكِتَابٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_1.png,"Tâ, Sîn. İşte bunlar Kur'an'ın ve açık-seçik beyanda bulunan Kitap'ın ayetleridir."
,14,27,3161,2,هُدًى وَبُشْرَىٰ لِلْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_2.png,Müminlere bir kılavuz ve muştudur o.
,14,27,3162,3,الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُم بِالْآخِرَةِ هُمْ يُوقِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_3.png,"O müminler ki, namazı/duayı yerine getirirler, zekâtı verirler. Ve âhirete tam bir biçimde inananlar da onlardır."
,14,27,3163,4,إِنَّ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ زَيَّنَّا لَهُمْ أَعْمَالَهُمْ فَهُمْ يَعْمَهُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_4.png,"Şu bir gerçek ki, âhirete inanmayanların amellerini biz, kendileri için süsleyip püsledik. Bu yüzden onlar kalpleri körelmiş olarak şaşkınlık içinde bocalar dururlar."
,14,27,3164,5,أُولَٰئِكَ الَّذِينَ لَهُمْ سُوءُ الْعَذَابِ وَهُمْ فِي الْآخِرَةِ هُمُ الْأَخْسَرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_5.png,İşte bunlardır kendilerine azabın korkuncu öngörülen. Âhirette hüsrana uğrayacaklar da onlardır.
,14,27,3165,6,وَإِنَّكَ لَتُلَقَّى الْقُرْآنَ مِن لَّدُنْ حَكِيمٍ عَلِيمٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_6.png,"Emin ol ki, sen bu Kur'an'a Hakîm ve Alîm bir kudret tarafından muhatap kılınıyorsun."
,14,27,3166,7,إِذْ قَالَ مُوسَىٰ لِأَهْلِهِ إِنِّي آنَسْتُ نَارًا سَآتِيكُم مِّنْهَا بِخَبَرٍ أَوْ آتِيكُم بِشِهَابٍ قَبَسٍ لَّعَلَّكُمْ تَصْطَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_7.png,"Hatırla o zamanı; Mûsa, ailesine şöyle demişti: ""Ben bir ateş fark ettim. Ondan size bir haber getireceğim, yahut parlak bir kor getireceğim ki ateş yakıp ısınabilesiniz."""
,14,27,3167,8,فَلَمَّا جَاءَهَا نُودِيَ أَن بُورِكَ مَن فِي النَّارِ وَمَنْ حَوْلَهَا وَسُبْحَانَ اللَّهِ رَبِّ الْعَالَمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_8.png,"Mûsa ateşe vardığında şöyle çağrıldı. ""Ateşteki kimse de ateşin çevresindekiler de kutsal ve bereketli kılınmıştır. Ve âlemlerin Rabbi olan Allah, bütün eksiklik ve iğretiliklerden arınmıştır."""
,14,27,3168,9,يَا مُوسَىٰ إِنَّهُ أَنَا اللَّهُ الْعَزِيزُ الْحَكِيمُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_9.png,"""Ey Mûsa! Kuşkun olmasın ki ben, Allah'ım; Azîz olan, Hakîm olanım..."""
,14,27,3169,10,وَأَلْقِ عَصَاكَ ۚ فَلَمَّا رَآهَا تَهْتَزُّ كَأَنَّهَا جَانٌّ وَلَّىٰ مُدْبِرًا وَلَمْ يُعَقِّبْ ۚ يَا مُوسَىٰ لَا تَخَفْ إِنِّي لَا يَخَافُ لَدَيَّ الْمُرْسَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_10.png,"""Asanı bırak!"" Bunun üzerine Mûsa, asayı çevik bir yılan gibi titreyip kıvrılır görünce gerisin geri kaçtı ve arkasına bakmadı. ""Korkma ey Mûsa, benim. Benim huzurumda, elçi olarak gönderilenler korkmaz."""
,14,27,3170,11,إِلَّا مَن ظَلَمَ ثُمَّ بَدَّلَ حُسْنًا بَعْدَ سُوءٍ فَإِنِّي غَفُورٌ رَّحِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_11.png,"""Zulme bulaşan müstesna. O da bunu kötülüğün arkasından güzelliğe çevirirse hiç kuşkusuz ben Gafûr'um, Rahîm'im."""
,14,27,3171,12,وَأَدْخِلْ يَدَكَ فِي جَيْبِكَ تَخْرُجْ بَيْضَاءَ مِنْ غَيْرِ سُوءٍ ۖ فِي تِسْعِ آيَاتٍ إِلَىٰ فِرْعَوْنَ وَقَوْمِهِ ۚ إِنَّهُمْ كَانُوا قَوْمًا فَاسِقِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_12.png,"""Elini koynuna sok; Firavun ve toplumuna yönelik dokuz mucizeden biri olarak pürüzsüz ve lekesiz, bembeyaz bir biçimde çıkacaktır. O Firavun ve yandaşları sapmış bir topluluk haline geldiler."""
,14,27,3172,13,فَلَمَّا جَاءَتْهُمْ آيَاتُنَا مُبْصِرَةً قَالُوا هَٰذَا سِحْرٌ مُّبِينٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_13.png,"İşte bu şekilde ayetlerimiz göz ve gönül açar bir biçimde onlara geldiğinde şunu deyiverdiler: ""Açık bir büyüdür bu..."""
,14,27,3173,14,وَجَحَدُوا بِهَا وَاسْتَيْقَنَتْهَا أَنفُسُهُمْ ظُلْمًا وَعُلُوًّا ۚ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_14.png,"Zulüm ve böbürlenmeyle, ona karşı çıktılar. Oysaki öz benlikleri, onun gerçekliğine kanaat getirmişti. Bak da gör, nasıl olmuştur o bozguncuların sonu!"
,14,27,3174,15,وَلَقَدْ آتَيْنَا دَاوُودَ وَسُلَيْمَانَ عِلْمًا ۖ وَقَالَا الْحَمْدُ لِلَّهِ الَّذِي فَضَّلَنَا عَلَىٰ كَثِيرٍ مِّنْ عِبَادِهِ الْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_15.png,"Yemin olsun, biz, Davûd'a da Süleyman'a da bir ilim verdik. Onlar şöyle dediler: ""Bizi, mümin kullarının bir çoğundan üstün kılan Allah'a hamd olsun."""
,14,27,3175,16,وَوَرِثَ سُلَيْمَانُ دَاوُودَ ۖ وَقَالَ يَا أَيُّهَا النَّاسُ عُلِّمْنَا مَنطِقَ الطَّيْرِ وَأُوتِينَا مِن كُلِّ شَيْءٍ ۖ إِنَّ هَٰذَا لَهُوَ الْفَضْلُ الْمُبِينُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_16.png,"Süleyman, Davûd'a mirasçı oldu ve şöyle dedi: ""Ey insanlar, bize kuşların dili öğretildi ve bize herşeyden biraz verildi. Kuşkusuz bu, apaçık lütfun ta kendisidir."""
,14,27,3176,17,وَحُشِرَ لِسُلَيْمَانَ جُنُودُهُ مِنَ الْجِنِّ وَالْإِنسِ وَالطَّيْرِ فَهُمْ يُوزَعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_17.png,"Cinlerden, insanlardan ve kuşlardan orduları, Süleyman'ın huzurunda bir araya getirildi. Onlar, düzenli bir biçimde sevk ediliyorlardı."
,14,27,3177,18,حَتَّىٰ إِذَا أَتَوْا عَلَىٰ وَادِ النَّمْلِ قَالَتْ نَمْلَةٌ يَا أَيُّهَا النَّمْلُ ادْخُلُوا مَسَاكِنَكُمْ لَا يَحْطِمَنَّكُمْ سُلَيْمَانُ وَجُنُودُهُ وَهُمْ لَا يَشْعُرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_18.png,"Karınca vadisine geldiklerinde bir karınca şöyle seslendi: ""Ey karıncalar! Yuvalarınıza girin ki, Süeyman ve orduları farkında olmayarak sizi ezmesinler."""
,14,27,3178,19,فَتَبَسَّمَ ضَاحِكًا مِّن قَوْلِهَا وَقَالَ رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ وَعَلَىٰ وَالِدَيَّ وَأَنْ أَعْمَلَ صَالِحًا تَرْضَاهُ وَأَدْخِلْنِي بِرَحْمَتِكَ فِي عِبَادِكَ الصَّالِحِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_19.png,"Bunun üzerine Süleyman, karıncanın sözüne güldü ve dedi: ""Rabbim, bana ve ebeveynime lütfettiğin nimetine şükretmeme, hoşnut olacağın hayırlı ve barışçıl bir iş yapmama imkân ver. Ve rahmetinle beni iyilik ve barışı seven kullarının arasına sok."""
,14,27,3179,20,وَتَفَقَّدَ الطَّيْرَ فَقَالَ مَا لِيَ لَا أَرَى الْهُدْهُدَ أَمْ كَانَ مِنَ الْغَائِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_20.png,"Kuşları teftiş etti de dedi ki: ""Hüdhüd'ü neden göremiyorum, yoksa kayıplara mı karıştı?"""
,14,27,3180,21,لَأُعَذِّبَنَّهُ عَذَابًا شَدِيدًا أَوْ لَأَذْبَحَنَّهُ أَوْ لَيَأْتِيَنِّي بِسُلْطَانٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_21.png,"""Ona acımasızca azap edeceğim, beki de onu boğazlayacağım; yahut da bana mutlaka açık bir kanıt getirecek."""
,14,27,3181,22,فَمَكَثَ غَيْرَ بَعِيدٍ فَقَالَ أَحَطتُ بِمَا لَمْ تُحِطْ بِهِ وَجِئْتُكَ مِن سَبَإٍ بِنَبَإٍ يَقِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_22.png,"Az sonra Hüdhüd gelip şöyle dedi: ""Senin fark edemeyeceğin bir şeyi fark ettim ve sana Sabâ'dan parlak bir haber getirdim."""
,14,27,3182,23,إِنِّي وَجَدتُّ امْرَأَةً تَمْلِكُهُمْ وَأُوتِيَتْ مِن كُلِّ شَيْءٍ وَلَهَا عَرْشٌ عَظِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_23.png,"""Sabâlılara hükmeden bir kadın buldum. Kendisine herşeyden bir pay verilmiş, kocaman bir tahtı var."""
,14,27,3183,24,وَجَدتُّهَا وَقَوْمَهَا يَسْجُدُونَ لِلشَّمْسِ مِن دُونِ اللَّهِ وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ فَهُمْ لَا يَهْتَدُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_24.png,"""Onu ve toplumunu, Allah'ı bırakıp Güneş'e secde eder buldum. Şeytan onlara, yapıp ettiklerini süslü gösterip onları yoldan saptırmış. Artık doğruyu bulamazlar."""
,14,27,3184,25,أَلَّا يَسْجُدُوا لِلَّهِ الَّذِي يُخْرِجُ الْخَبْءَ فِي السَّمَاوَاتِ وَالْأَرْضِ وَيَعْلَمُ مَا تُخْفُونَ وَمَا تُعْلِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_25.png,"""Göklerde ve yerdeki sırrı açığa çıkaran, onların gizlediklerini de açıkladıklarını da bilen Allah'a secde etmemek gayretindeler."""
,14,27,3185,26,اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ رَبُّ الْعَرْشِ الْعَظِيمِ ۩,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_26.png,"""O Allah ki, tanrı yok kendinden başka, o büyük arşın rabbidir O."""
,14,27,3186,27,۞ قَالَ سَنَنظُرُ أَصَدَقْتَ أَمْ كُنتَ مِنَ الْكَاذِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_27.png,"Süleyman dedi: ""Doğru mu söyledin yoksa yalancılardan mısın, göreceğiz!"""
,14,27,3187,28,اذْهَب بِّكِتَابِي هَٰذَا فَأَلْقِهْ إِلَيْهِمْ ثُمَّ تَوَلَّ عَنْهُمْ فَانظُرْ مَاذَا يَرْجِعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_28.png,"""Şu yazımı götürüp onlara at. Sonra onlardan uzaklaş da bak bakalım, nasıl davranacaklar."""
,14,27,3188,29,قَالَتْ يَا أَيُّهَا الْمَلَأُ إِنِّي أُلْقِيَ إِلَيَّ كِتَابٌ كَرِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_29.png,"Melike dedi ki: ""Ey ileri gelenler, bana önemli bir mektup bırakıldı."""
,14,27,3189,30,إِنَّهُ مِن سُلَيْمَانَ وَإِنَّهُ بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_30.png,"""Süleyman'dan bir mektup. Rahman ve Rahîm Allah'ın adıyla başlıyor."""
,14,27,3190,31,أَلَّا تَعْلُوا عَلَيَّ وَأْتُونِي مُسْلِمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_31.png,"""Söylediği şu: Bana büyüklük taslamaya kalkmayın. Teslim olarak huzuruma gelin."""
,14,27,3191,32,قَالَتْ يَا أَيُّهَا الْمَلَأُ أَفْتُونِي فِي أَمْرِي مَا كُنتُ قَاطِعَةً أَمْرًا حَتَّىٰ تَشْهَدُونِ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_32.png,"Melike dedi: ""Ey danışmanlarım, bu meselem konusunda bana fikir verin. Siz onaylamadıkça, hiçbir işe kesin karar vermem."""
,14,27,3192,33,قَالُوا نَحْنُ أُولُو قُوَّةٍ وَأُولُو بَأْسٍ شَدِيدٍ وَالْأَمْرُ إِلَيْكِ فَانظُرِي مَاذَا تَأْمُرِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_33.png,"Dediler ki: ""Biz çok güçlüyüz, çok yaman savaşırız. Buyruk senin. Ne karar vereceğini sen bilirsin."""
,14,27,3193,34,قَالَتْ إِنَّ الْمُلُوكَ إِذَا دَخَلُوا قَرْيَةً أَفْسَدُوهَا وَجَعَلُوا أَعِزَّةَ أَهْلِهَا أَذِلَّةً ۖ وَكَذَٰلِكَ يَفْعَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_34.png,"Melike dedi: ""Şu bir gerçek ki krallar bir kente/bir memlekete girdiler mi, orada bozgun çıkarırlar; oranın onurlu insanlarını zelil-sefil ederler. İşte böyle yaparlar."""
,14,27,3194,35,وَإِنِّي مُرْسِلَةٌ إِلَيْهِم بِهَدِيَّةٍ فَنَاظِرَةٌ بِمَ يَرْجِعُ الْمُرْسَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_35.png,"""Şimdi ben onlara bir hediye göndereceğim ve bakacağım elçiler neyle geri dönecekler."""
,14,27,3195,36,فَلَمَّا جَاءَ سُلَيْمَانَ قَالَ أَتُمِدُّونَنِ بِمَالٍ فَمَا آتَانِيَ اللَّهُ خَيْرٌ مِّمَّا آتَاكُم بَلْ أَنتُم بِهَدِيَّتِكُمْ تَفْرَحُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_36.png,"Elçi, Süleyman'a geldiğinde, o dedi ki: ""Siz bana bir mal ile mi destek veriyorsunuz? Allah'ın bana verdiği, size verdiğinden daha kıymetlidir. Sizin hediyenizle, benden çok siz ferahlarsınız."""
,14,27,3196,37,ارْجِعْ إِلَيْهِمْ فَلَنَأْتِيَنَّهُم بِجُنُودٍ لَّا قِبَلَ لَهُم بِهَا وَلَنُخْرِجَنَّهُم مِّنْهَا أَذِلَّةً وَهُمْ صَاغِرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_37.png,"""Seni gönderenlere dön. Vallahi, karşı koyamayacakları ordularla üstlerine gelirim ve onları oradan, başları eğik, aşağılanmış bir halde sürer çıkarırım."""
