Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_tg
,15,2,57,50,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_50.png,"Ва он ҳангомро, ки дарёро бароятон шикофтем ва шуморо раҳонидем ва фиръавниёнро дар баробари чашмонатон ғарқ сохтем."
,15,2,58,51,وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_51.png,"Ва он ҳангомро, ки чиҳил шаб бо Мӯсо ваъда ниҳодем ва шумо, ки ситамкорон будед, баъд аз ӯ гӯсоларо парастидед."
,15,2,59,52,ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_52.png,"Пас гуноҳонатонро афв кардем, шояд, ки сипосгузор бошед!"
,15,2,60,53,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_53.png,"Ва ба ёд оред он ҳангомро, ки ба Мӯсо китоб ва фурқон додем, бошад, ки ҳидоят шавед."
,15,2,61,54,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_54.png,"Ва он ҳангомро, ки Мӯсо ба қавми худ гуфт: «Эй қавми ман, шумо ба он сабаб, ки гӯсоларо парастидед, бар худ ситам раво доштед: инак ба даргоҳи Офаридгоратон тавба куне два якдигарро бикушед, ки чунин коре дар назди Офаридгоратон беҳтар аст». Пас Худо тавбаи шуморо пазируфт, зеро тавбапазир ва меҳрубон аст."
,15,2,62,55,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png,"Ва он ҳамгонро, ки гуфтед: «Эй Мӯсо, мо то Худоро ба ошкор набинем, ба ту имон намеоварем». Ва ҳамчунон ки менигаристед, соӣиқа (оташак, барқ) шуморо фурӯ гирифт."
,15,2,63,56,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png,"Ва шуморо пас аз мурдан зинда сохтем, шояд сипосгузор шавед!"
,15,2,64,57,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png,"Ва абрро соябонатон гардонидем ва бароятон манну салво фиристодем: «Бихӯред аз ин чизҳои покиза, ки шуморо рӯзӣ додаем! Ва онон бар Мо ситам накарданд, балки бар худ ситам мекарданд»."
,15,2,65,58,وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png,"Ва ба ёд оред он замонро, ки ба шумо гуфтем: «Ба ин қария дароед ва аз неъматҳои он ҳар чӣ ва ҳар ҷо, ки хоста бошед, ба фаровонӣ бихӯред! Вале саҷдакунон аз дарвоза дохил шавед ва бигӯед: «Боре гуноҳ аз мо кам кун». То хатоҳои шуморо биёмурзем ва ба подоши некӯкорон бияфзоем."
,15,2,66,59,فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png,"Аммо ситамкорон он суханро дигар карданд ва бар онон ба ҷазои гуноҳе, ки карда буданд, азобе осмонӣ фуруд овардем."
,15,2,67,60,۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png,"Ва ба ёд оред он гоҳро, ки Мӯсо барои қавми худ об хост. Гуфтем: «Асоятро бар он санг бизан». Пас дувоздаҳ чашма аз он баромад. Ҳар гурӯҳе маҳалли обнӯшии худро бидонист. Аз рӯзии Худо бихӯреду биёшомед ва дар рӯи замин ба фасод саркашӣ макунед!"
,15,2,68,61,وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png,"Ва он гоҳро, ки гуфтед: «Эй Мӯсо, мо бар як навъи таъом натавонем сабр кард, аз Парвардигорат бихоҳ то барои мо аз он чӣ аз замин мерӯяд, чун сабзӣ, бодирингу сир ва наску пиёз бируёнад». Мӯсо гуфт: «Оё мехоҳед он чиро, ки беҳтар аст ба он чӣ пасттар аст, иваз кунед? Ба шаҳре бозгардед, ки дар он ҷо ҳар чӣ хоҳед, ба шумо бидиҳанд. Муқаррар шуд бар онҳо хориву бечорагӣ ва бо хашми Худо қарин шуданд! Ва ин бад-он сабаб буд, ки ба оёти Худо кофир шуданд ва паёмбаронро ба ноҳақ куштанд ва нофармонӣ карданд ва таҷовуз намуданд»."
,15,2,69,62,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_62.png,"Касоне, ки имон овардаанд ва касоне, ки дини яҳудон ва тарсоён ва собионро гирифтанд, агар ба Худо ва рӯзи бозпасин имон дошта бошанд ва коре шоиста кунанд, Худо ба онҳо ҷазои нек медиҳад ва на бимнок мешаванд ва на ғамгин."
,15,2,70,63,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_63.png,"Ва ба ёд оред он замонро, ки бо шумо паймон бастем ва кӯҳи Турро бар болои саратон бидоштем. Он чиро, ки ба шумо додаем, мустаҳкам бигиред ва он чиро, ки дар он аст, ба хотир бидоред! Бошад, ки парҳезгор шавед!"
,15,2,71,64,ثُمَّ تَوَلَّيْتُم مِّن بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُم مِّنَ الْخَاسِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_64.png,"Вале з-он пас аз фармон Сар тобидед ва агар фазлу раҳмати Худо набуд, аз зиёнкорон мебудед."
,15,2,72,65,وَلَقَدْ عَلِمْتُمُ الَّذِينَ اعْتَدَوْا مِنكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_65.png,"Ва шинохтед он гурӯҳро, ки дар он рӯзи шанбе аз ҳадди худ таҷовуз карданд, пас ба онҳо хитоб кардем: «Бӯзинагоне хору хомӯш гардед!»."
,15,2,73,66,فَجَعَلْنَاهَا نَكَالًا لِّمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِّلْمُتَّقِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_66.png,Ва онҳоро ибрати муосирон ва ояндагон ва панде барои парҳезгорон гардонидем.
,15,2,74,67,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَن تَذْبَحُوا بَقَرَةً ۖ قَالُوا أَتَتَّخِذُنَا هُزُوًا ۖ قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_67.png,"Ва ба ёд оред он ҳангомро, ки Мӯсо ба қавми худ гуфт: «Худо фармон медиҳад, ки говеро бикушед!» Гуфтанд: «Оё Моро маскара мекунӣ?» Гуфт: «Ба Худо паноҳ мебарам ки аз нодонон бошам»."
,15,2,75,68,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ ۖ فَافْعَلُوا مَا تُؤْمَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_68.png,"Гуфтанд: «Барои мо Парвардигоратро бихон то баён кунад, ки он чӣ гуна говест?» Гуфт: «Мегӯяд: «Говест на сахт пиру аз кор афтода, на ҷавону корнокарда, миёнасол». Акнун бикунед он чӣ шуморо мефармоянд!"
