Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_az
,26,22,2614,19,۞ هَٰذَانِ خَصْمَانِ اخْتَصَمُوا فِي رَبِّهِمْ ۖ فَالَّذِينَ كَفَرُوا قُطِّعَتْ لَهُمْ ثِيَابٌ مِّن نَّارٍ يُصَبُّ مِن فَوْقِ رُءُوسِهِمُ الْحَمِيمُ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_19.png,Rəbbi barəsində mübahisə aparan bu iki zümrə (mö’minlər və kafirlər bir-birinə) düşməndir. Onu inkar edənlər üçün atəşdən paltar biçilmişdır; başlarına da qaynar su töküləcəkdir.
,26,22,2615,20,يُصْهَرُ بِهِ مَا فِي بُطُونِهِمْ وَالْجُلُودُ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_20.png,"O su ilə qarınlarında olanlar (bağırsaqları, ciyərləri) və dəriləri əridiləcəkdir."
,26,22,2616,21,وَلَهُم مَّقَامِعُ مِنْ حَدِيدٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_21.png,Hələ onlar üçün (başlarına vurulacaq) dəmir toppuzlar da vardır.
,26,22,2617,22,كُلَّمَا أَرَادُوا أَن يَخْرُجُوا مِنْهَا مِنْ غَمٍّ أُعِيدُوا فِيهَا وَذُوقُوا عَذَابَ الْحَرِيقِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_22.png,"(Kafirlər) oradan – (Cəhənnəmdə düşdükləri) qəmdən qurtarmaq istədikcə, yenidən ora qaytarılar və (onlara:) “Dadın atəşin əzabını!” (deyilər)."
,26,22,2618,23,إِنَّ اللَّهَ يُدْخِلُ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ يُحَلَّوْنَ فِيهَا مِنْ أَسَاوِرَ مِن ذَهَبٍ وَلُؤْلُؤًا ۖ وَلِبَاسُهُمْ فِيهَا حَرِيرٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_23.png,"Həqiqətən, Allah iman gətirib yaxşı işlər görənləri (ağacları) altından çaylar axan cənnətlərə daxil edəcəkdir. Onlar orada altun və incilərlə bəzənəcəklər (qızıldan və mirvaridən bilərziklər taxacaqlar), orada libasları da ipəkdən olacaqdır!"
,26,22,2619,24,وَهُدُوا إِلَى الطَّيِّبِ مِنَ الْقَوْلِ وَهُدُوا إِلَىٰ صِرَاطِ الْحَمِيدِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_24.png,"Onlar (dünyada) təmiz (pak) sözə (la ilahə illallaha, yaxud Qur’ana) müvəffəq olmuş, həm də Allahın bəyəndiyi yola (islama) yönəldilmişlər."
,26,22,2620,25,إِنَّ الَّذِينَ كَفَرُوا وَيَصُدُّونَ عَن سَبِيلِ اللَّهِ وَالْمَسْجِدِ الْحَرَامِ الَّذِي جَعَلْنَاهُ لِلنَّاسِ سَوَاءً الْعَاكِفُ فِيهِ وَالْبَادِ ۚ وَمَن يُرِدْ فِيهِ بِإِلْحَادٍ بِظُلْمٍ نُّذِقْهُ مِنْ عَذَابٍ أَلِيمٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_25.png,"Kafir olub (insanları) Allah yolundan, həm yerlilər, həm də gəlmələr üçün (qiblə, mə’bəd) etdiyimiz Məscidülhəramdan döndərənlərə və orada zülmə, haqsızlığa meyl etmək istəyənlərə də şiddətli əzabdan daddıracağıq!"
,26,22,2621,26,وَإِذْ بَوَّأْنَا لِإِبْرَاهِيمَ مَكَانَ الْبَيْتِ أَن لَّا تُشْرِكْ بِي شَيْئًا وَطَهِّرْ بَيْتِيَ لِلطَّائِفِينَ وَالْقَائِمِينَ وَالرُّكَّعِ السُّجُودِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_26.png,"(Ya Rəsulum!) Yadına sal ki, bir zaman İbrahimə Kə’bənin yerini bildirib belə buyurmuşduq: “Mənə heç bir şeyi şərik qoşma, evimi təvaf edənlər, namaza duranlar, rüku edən və səcdəyə qapananlar (namaz qılanlar) üçün (bütlərdən) təmizlə!”"
,26,22,2622,27,وَأَذِّن فِي النَّاسِ بِالْحَجِّ يَأْتُوكَ رِجَالًا وَعَلَىٰ كُلِّ ضَامِرٍ يَأْتِينَ مِن كُلِّ فَجٍّ عَمِيقٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_27.png,"İnsanları həccə çağır ki, onlar sənin yanına (istər) piyada və (istərsə də) hər uzaq yoldan yollanan hər çür arıq (yorğun-arğın) dəvələr üstündə (süvari olaraq) gəlsinlər."
,26,22,2623,28,لِّيَشْهَدُوا مَنَافِعَ لَهُمْ وَيَذْكُرُوا اسْمَ اللَّهِ فِي أَيَّامٍ مَّعْلُومَاتٍ عَلَىٰ مَا رَزَقَهُم مِّن بَهِيمَةِ الْأَنْعَامِ ۖ فَكُلُوا مِنْهَا وَأَطْعِمُوا الْبَائِسَ الْفَقِيرَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_28.png,"Belə ki, öz mənfəətlərinin şahidi olsunlar və mə’lum günlərdə Allahın onlara ruzi verdiyi (dördayaqlı) heyvanların üstündə (onları qurban kəsərkən) Onun adını çəksinlər (bismillah desinlər). Onlardan özünüz də yeyin, biçarə (zavallı) yoxsullara da yedirdin!"
,26,22,2624,29,ثُمَّ لْيَقْضُوا تَفَثَهُمْ وَلْيُوفُوا نُذُورَهُمْ وَلْيَطَّوَّفُوا بِالْبَيْتِ الْعَتِيقِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_29.png,"Sonra həcc əməllərini (dırnaq kəsmək, saçını qırxmaq, yaxud qısaltmaq və s.) yerinə yetirsinlər (və ya kirlərini təmizləsinlər), nəzirlərini versinlər və (Nuhun tufanından salamat çıxmış, yaxud bəşər övladı üçün ilk ziyarətgah olan) qədim evi (Kə’bəni) təvaf etsinlər!"
,26,22,2625,30,ذَٰلِكَ وَمَن يُعَظِّمْ حُرُمَاتِ اللَّهِ فَهُوَ خَيْرٌ لَّهُ عِندَ رَبِّهِ ۗ وَأُحِلَّتْ لَكُمُ الْأَنْعَامُ إِلَّا مَا يُتْلَىٰ عَلَيْكُمْ ۖ فَاجْتَنِبُوا الرِّجْسَ مِنَ الْأَوْثَانِ وَاجْتَنِبُوا قَوْلَ الزُّورِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_30.png,"(Ey insanlar! Həccin sizə vacib olan əməli) budur. Və hər kəs (ihramda ikən) Allahın haram buyurduqlarına hörmət (riayət) etsə, bu, Rəbbi yanında onun üçün xeyirli olar. (Haram olduğu “Maidə” surəsində) sizə deyilənlərdən başqa, qalan heyvanlar (onların ətini yemək) sizə halal edilmişdir. Belə olduğu təqdirdə, murdar (başdan-ayağa murdarlıq olan) bütlərdən qaçın, yalan sözlərdən də (Allaha şərik qoşmaqdan da) çəkinin -"
,26,22,2626,31,حُنَفَاءَ لِلَّهِ غَيْرَ مُشْرِكِينَ بِهِ ۚ وَمَن يُشْرِكْ بِاللَّهِ فَكَأَنَّمَا خَرَّ مِنَ السَّمَاءِ فَتَخْطَفُهُ الطَّيْرُ أَوْ تَهْوِي بِهِ الرِّيحُ فِي مَكَانٍ سَحِيقٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_31.png,"Batildən haqqa dönərək yalnız Allaha təslim olduğunuz və Ona şərik qoşmadığınız halda! Allaha şərik qoşan kimsə göydən düşən, quşların onu sür’ətlə alıb apardığı, yaxud küləyin sovurub uzaqlara atdığı bir şeyə (məxluqa) bənzər."
,26,22,2627,32,ذَٰلِكَ وَمَن يُعَظِّمْ شَعَائِرَ اللَّهِ فَإِنَّهَا مِن تَقْوَى الْقُلُوبِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_32.png,"(Ey insanlar! Sizə əmr etdiyim) budur. Və hər kəs Allahın mərasiminə (həcc əməllərinə, yaxud qurbanlıq heyvanlara) hörmət etsə, bu (hörmət), şübhəsiz ki, qəlblərin təqvasındadır (Allahdan qorxmasındadır)."
,26,22,2628,33,لَكُمْ فِيهَا مَنَافِعُ إِلَىٰ أَجَلٍ مُّسَمًّى ثُمَّ مَحِلُّهَا إِلَى الْبَيْتِ الْعَتِيقِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_33.png,"Sizin üçün (qurbanlıq heyvanlarda) müəyyən bir vaxta qədər mənfəət vardır. (Kəsilənə qədər onları minər, südünü içər, yunundan istifadə edərsiniz). Sonra onların gətirilib kəsiləcəyi yer (Mina) qədim ev (Kə’bə) istiqamətindədir. (Yaxud həcc əməllərini yerinə yetirməkdə sizin üçün qiyamətə qədər mənfəət vardır. Həcc günləri Kə’bəyə toplanar, bütün müsəlmanlara lazım olan dini və dünyəvi məsələlər barəsində məsləhət-məşvərət edərsiniz)."
,26,22,2629,34,وَلِكُلِّ أُمَّةٍ جَعَلْنَا مَنسَكًا لِّيَذْكُرُوا اسْمَ اللَّهِ عَلَىٰ مَا رَزَقَهُم مِّن بَهِيمَةِ الْأَنْعَامِ ۗ فَإِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ فَلَهُ أَسْلِمُوا ۗ وَبَشِّرِ الْمُخْبِتِينَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_34.png,"Biz hər bir ümmət üçün qurbangah (yaxud mə’bəd) müəyyən etdik (və ya hər bir ümmətə qurban kəsməyi lazım bildik) ki, Allahın onlara ruzi verdiyi (dördayaqlı) heyvanların üstündə (onları kəsdikləri zaman) Allahın adını çəksinlər (bismillah desinlər). Sizin tanrınız yalnız bir olan Allahdır. Yalnız Ona təslim olub itaət edin. (Ya Rəsulum!) Sən də (Allaha) itaət edənlərə (təvazökar olanlara Cənnətlə) müjdə ver!"
,26,22,2630,35,الَّذِينَ إِذَا ذُكِرَ اللَّهُ وَجِلَتْ قُلُوبُهُمْ وَالصَّابِرِينَ عَلَىٰ مَا أَصَابَهُمْ وَالْمُقِيمِي الصَّلَاةِ وَمِمَّا رَزَقْنَاهُمْ يُنفِقُونَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_35.png,"O kəslər ki, Allahın adı çəkiləndə (zikr ediləndə) qəlbləri (qorxudan) titrəyər, üz verən müsibətlərə səbr edər, namaz qılar və onlara verdiyimiz ruzidən (ehtiyacı olanlara) sərf edərlər."
,26,22,2631,36,وَالْبُدْنَ جَعَلْنَاهَا لَكُم مِّن شَعَائِرِ اللَّهِ لَكُمْ فِيهَا خَيْرٌ ۖ فَاذْكُرُوا اسْمَ اللَّهِ عَلَيْهَا صَوَافَّ ۖ فَإِذَا وَجَبَتْ جُنُوبُهَا فَكُلُوا مِنْهَا وَأَطْعِمُوا الْقَانِعَ وَالْمُعْتَرَّ ۚ كَذَٰلِكَ سَخَّرْنَاهَا لَكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_36.png,"Biz qurbanlıq dəvələri də Allahın nişanələrindən (Onun haqq dininin əlamətlərindən) etdik. Sizin üçün bu qurbanlarda (dini və dünyəvi) xeyir vardır. Artıq onları ayaq üstə durduqları (sol əli bağlı, sağ əli və iki ayağı açıq vəziyyətdə olduqları) halda kəsərkən üstlərində Allahın adını çəkin (bismillah deyin). Onlar böyrü üstə düşən (canları çıxdığı) zaman (ətindən) özünüz də yeyin, (yanınızda olub utandığından) əl açmayana (lakin verilənə e’tiraz etməyənə) və dilənçiyə də yedirdin. Onları (qurbanlıq heyvanları) sizə belə ram etdik ki, bəlkə, (ne’mətimizə) şükr edəsiniz!"
,26,22,2632,37,لَن يَنَالَ اللَّهَ لُحُومُهَا وَلَا دِمَاؤُهَا وَلَٰكِن يَنَالُهُ التَّقْوَىٰ مِنكُمْ ۚ كَذَٰلِكَ سَخَّرَهَا لَكُمْ لِتُكَبِّرُوا اللَّهَ عَلَىٰ مَا هَدَاكُمْ ۗ وَبَشِّرِ الْمُحْسِنِينَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_37.png,"Onların nə əti, nə də qanı, əlbəttə, Allaha çatmaz. Allaha çatacaq olan yalnız sizin təqvanızdır (səmimi-qəlbdən etdiyiniz ibadətdir). Allah sizi doğru yola yönəltdiyi (sizə həccin əməllərini göstərdiyi) üçün Onu (layiqincə) uca tutasınız deyə, bunları sizə belə ram etdi. (Ey Muhəmməd!) Ehsan edənlərə (Cənnətlə) müjdə ver!"
,26,22,2633,38,۞ إِنَّ اللَّهَ يُدَافِعُ عَنِ الَّذِينَ آمَنُوا ۗ إِنَّ اللَّهَ لَا يُحِبُّ كُلَّ خَوَّانٍ كَفُورٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_38.png,"Şübhəsiz ki, Allah iman gətirən kəslərdən (kafirlərin əzab-əziyyətini) dəf edər. Allah, həqiqətən, heç bir xaini, nankoru sevməz!"
,26,22,2634,39,أُذِنَ لِلَّذِينَ يُقَاتَلُونَ بِأَنَّهُمْ ظُلِمُوا ۚ وَإِنَّ اللَّهَ عَلَىٰ نَصْرِهِمْ لَقَدِيرٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_39.png,"Zülmə mə’ruz qaldıqlarına görə vuruşanlara (kafirlərə qarşı Allah yolunda döyüşməyə) izin verilmişdir. Allah onlara kömək etməyə, əlbəttə, qadirdir!"
,26,22,2635,40,الَّذِينَ أُخْرِجُوا مِن دِيَارِهِم بِغَيْرِ حَقٍّ إِلَّا أَن يَقُولُوا رَبُّنَا اللَّهُ ۗ وَلَوْلَا دَفْعُ اللَّهِ النَّاسَ بَعْضَهُم بِبَعْضٍ لَّهُدِّمَتْ صَوَامِعُ وَبِيَعٌ وَصَلَوَاتٌ وَمَسَاجِدُ يُذْكَرُ فِيهَا اسْمُ اللَّهِ كَثِيرًا ۗ وَلَيَنصُرَنَّ اللَّهُ مَن يَنصُرُهُ ۗ إِنَّ اللَّهَ لَقَوِيٌّ عَزِيزٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_40.png,"O kəslər ki, haqsız yerə, ancaq “Rəbbimiz Allahdır” - dediklərinə görə yurdlarından (Məkkədən) çıxarıldılar. Əgər Allah insanların bir qismini digər qismi ilə (müşrikləri mö’minlərlə) dəf etməsəydi, sözsüz ki, içərisində Allahın adı çox zikr olunan soməələr (rahiblərin yaşadığı monastırlar), kilsələr, mə’bədlər (yəhudi mə’bədləri) və məscidlər dağılıb gedərdi (darmadağın edilərdi). Allah Ona (öz dininə) yardım edənlərə, şübhəsiz ki, yardım edər. Həqiqətən, Allah yenilməz qüvvət, qüdrət sahibidir!"
,26,22,2636,41,الَّذِينَ إِن مَّكَّنَّاهُمْ فِي الْأَرْضِ أَقَامُوا الصَّلَاةَ وَآتَوُا الزَّكَاةَ وَأَمَرُوا بِالْمَعْرُوفِ وَنَهَوْا عَنِ الْمُنكَرِ ۗ وَلِلَّهِ عَاقِبَةُ الْأُمُورِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_41.png,"O kəslər ki, əgər onları yer üzündə yerləşdirsək (onlara bir yer versək), namaz qılar, zəkat verər, (insanlara) yaxşı işlər görməyi əmr edib, pis işlər görməyi qadağan edərlər. Bütün işlərin sonu (nəticəsi) Allaha aiddir. (Allah qiyamət günü əməllərinə müvafiq olaraq mö’minlərə mükafat, kafirlərə isə cəza verəcəkdir)."
,26,22,2637,42,وَإِن يُكَذِّبُوكَ فَقَدْ كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وَثَمُودُ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_42.png,"(Ya Rəsulum!) Əgər (bu müşriklər) səni təkzib edərlərsə (ürəyini qısma). Səndən əvvəl Nuh, Ad və Səmud tayfası da (peyğəmbərlərini) təkzib etmişdi."
,26,22,2638,43,وَقَوْمُ إِبْرَاهِيمَ وَقَوْمُ لُوطٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_43.png,"İbrahim tayfası da, Lut qövmü də,"
,26,22,2639,44,وَأَصْحَابُ مَدْيَنَ ۖ وَكُذِّبَ مُوسَىٰ فَأَمْلَيْتُ لِلْكَافِرِينَ ثُمَّ أَخَذْتُهُمْ ۖ فَكَيْفَ كَانَ نَكِيرِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_44.png,"Mədyən əhli də (peyğəmbərlərini təkzib etmişdi). Musa da (Fir’onun özü və camaatı tərəfindən) yalançı sayılmışdı. Kafirlərə (bir qədər) möhlət verdim, sonra onları (əzabla) yaxaladım. (Bir görəydin, küfr etdiklərinə, peyğəmbərləri yalançı sayıb inkar etdiklərinə görə) Mənim onları inkar etməyim necə oldu! (Onlara verdiyim ne’məti müsibətlə əvəz etdim!)"
,26,22,2640,45,فَكَأَيِّن مِّن قَرْيَةٍ أَهْلَكْنَاهَا وَهِيَ ظَالِمَةٌ فَهِيَ خَاوِيَةٌ عَلَىٰ عُرُوشِهَا وَبِئْرٍ مُّعَطَّلَةٍ وَقَصْرٍ مَّشِيدٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_45.png,"Neçə-neçə məmləkəti (əhalisini) zülm edərkən məhv etdik; onlar alt-üst olmuşdu (evlərin tavanları çökmüş, divarları onların üstünə yıxılmışdı). Neçə-neçə quyular, neçə-neçə möhtəşəm qəsrlər bomboş qalmışdı."
,26,22,2641,46,أَفَلَمْ يَسِيرُوا فِي الْأَرْضِ فَتَكُونَ لَهُمْ قُلُوبٌ يَعْقِلُونَ بِهَا أَوْ آذَانٌ يَسْمَعُونَ بِهَا ۖ فَإِنَّهَا لَا تَعْمَى الْأَبْصَارُ وَلَٰكِن تَعْمَى الْقُلُوبُ الَّتِي فِي الصُّدُورِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_46.png,"Məgər onlar (peyğəmbərləri yalançı hesab edən kafirlər) yer üzündə gəzib dolaşmırlarmı ki, düşünən qəlbləri (bəsirət gözləri), eşidən qulaqları olsun? Həqiqətən, gözlər kor olmaz, lakin sinələrindəki ürəklər (qəlb gözü) kor olar. (Kafirlər keçmiş ümmətlərin başına gələn müsibətləri zahiri gözləri ilə görsələr də, qəlb gözü ilə görüb onlardan heç bir ibrət almazlar)."
,26,22,2642,47,وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ وَلَن يُخْلِفَ اللَّهُ وَعْدَهُ ۚ وَإِنَّ يَوْمًا عِندَ رَبِّكَ كَأَلْفِ سَنَةٍ مِّمَّا تَعُدُّونَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_47.png,(Ya Rəsulum!) Onlar səni tələsdirib əzabın tez gəlməsini istəyirlər. Allah Öz və’dinə əsla xilaf çıxmaz! Rəbbinin dərgahında bir gün sizin saydığınızın (hesabladığınız vaxtın) min ili kimidir!
,26,22,2643,48,وَكَأَيِّن مِّن قَرْيَةٍ أَمْلَيْتُ لَهَا وَهِيَ ظَالِمَةٌ ثُمَّ أَخَذْتُهَا وَإِلَيَّ الْمَصِيرُ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_48.png,"Neçə-neçə məmləkətə (məmləkət əhlinə) zülm etdikləri (kafir olduqları) halda möhlət verdim, sonra onları (əzabla) yaxaladım. Axır dönüş ancaq Mənədir! (Onlar, nəhayət, Mənim hüzuruma gələcək, qazandıqları günaha görə əbədi əzaba düçar olacaqlar)."
,26,22,2644,49,قُلْ يَا أَيُّهَا النَّاسُ إِنَّمَا أَنَا لَكُمْ نَذِيرٌ مُّبِينٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_49.png,"De: “Ey insanlar! Mən sizi yalnız açıq-aşkar bir qorxudanam (Allahın əzabı ilə açıq-aşkar qorxudan, xəbərdar edən bir peyğəmbərəm)!"
,26,22,2645,50,فَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُم مَّغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_50.png,İman gətirib yaxşı işlər görənləri (günahlardan) bağışlanma və tükənməz (minnətsiz) ruzi gözləyir!
,26,22,2646,51,وَالَّذِينَ سَعَوْا فِي آيَاتِنَا مُعَاجِزِينَ أُولَٰئِكَ أَصْحَابُ الْجَحِيمِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_51.png,"Ayələrimizdən (Qur’anı batil etməkdən) ötrü sə’y göstərib (Peyğəmbəri) aciz etmək istəyənlərə (yaxud Peyğəmbəri məğlub etməklə xalqı imandan döndərməyə cəhd edənlərə) gəldikdə isə, məhz onlar cəhənnəmlikdirlər!"
,26,22,2647,52,وَمَا أَرْسَلْنَا مِن قَبْلِكَ مِن رَّسُولٍ وَلَا نَبِيٍّ إِلَّا إِذَا تَمَنَّىٰ أَلْقَى الشَّيْطَانُ فِي أُمْنِيَّتِهِ فَيَنسَخُ اللَّهُ مَا يُلْقِي الشَّيْطَانُ ثُمَّ يُحْكِمُ اللَّهُ آيَاتِهِ ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_52.png,"(Ya Rəsulum!) Biz səndən əvvəl də (şəriət sahibi olan) elə bir rəsul, (şəriət sahibi olmayıb onun ardınca gedən) elə bir nəbi (peyğəmbər) göndərmədik ki, o, (hər hansı bir şeyi) arzu etdikdə Şeytan onun arzusuna (diləyinə vəsvəsə yolu ilə) bir xələl qatmasın! (Yaxud o, ayələrimizi oxumaq istədiyi zaman Şeytan onu çaşdırıb oxuduğu ayə barəsində pis bir fikir təlqin etməsin!) Lakin Allah Şeytanın vəsvəsini batil (yox) edər. Sonra isə Allah Öz ayələrini möhkəmlədər. Allah (hər şeyi) biləndir, hikmət sahibidir!"
,26,22,2648,53,لِّيَجْعَلَ مَا يُلْقِي الشَّيْطَانُ فِتْنَةً لِّلَّذِينَ فِي قُلُوبِهِم مَّرَضٌ وَالْقَاسِيَةِ قُلُوبُهُمْ ۗ وَإِنَّ الظَّالِمِينَ لَفِي شِقَاقٍ بَعِيدٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_53.png,"(Allah ona görə belə edir ki) Şeytanın vəsvəsəsini qəlblərində mərəz (nifaq, şəkk mərəzi) və ürəkləri qatı (sərt) olanlar (müşriklər) üçün bır sınaq vasitəsi etsin. Şübhəsiz ki, zalımlar (münafiqlər, müşriklər və kafirlər) haqqdan uzaq bir nifaq içindədirlər (ixtilafdadırlar)."
,26,22,2649,54,وَلِيَعْلَمَ الَّذِينَ أُوتُوا الْعِلْمَ أَنَّهُ الْحَقُّ مِن رَّبِّكَ فَيُؤْمِنُوا بِهِ فَتُخْبِتَ لَهُ قُلُوبُهُمْ ۗ وَإِنَّ اللَّهَ لَهَادِ الَّذِينَ آمَنُوا إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_54.png,"Və elm verilən kəslər də bilsinlər ki, haqq (Qur’an) sənin Rəbbindəndir. Artıq ona inansınlar və ürəkləri ondan arxayın olsun. Şübhəsiz ki, Allah iman gətirənləri doğru yola yönəldər!"
,26,22,2650,55,وَلَا يَزَالُ الَّذِينَ كَفَرُوا فِي مِرْيَةٍ مِّنْهُ حَتَّىٰ تَأْتِيَهُمُ السَّاعَةُ بَغْتَةً أَوْ يَأْتِيَهُمْ عَذَابُ يَوْمٍ عَقِيمٍ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_55.png,"Kafir olanlar isə qiyamət günü qəflətən başlarının üstünü alanadək, yaxud heç bir xeyri olmayan (səmərəsiz) bir günün (onların kökünü kəsəcək Bədr vuruşunun) əzabı onlara gəlib yetişənədək (Qur’an barəsində) şəkk-şübhədə olmaqda davam edəcəklər."
,26,22,2651,56,الْمُلْكُ يَوْمَئِذٍ لِّلَّهِ يَحْكُمُ بَيْنَهُمْ ۚ فَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فِي جَنَّاتِ النَّعِيمِ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_56.png,O gün (qiyamt günü) hökm yalnız Allahındır. (Allah) onların (müşriklərin və mö’minlərin) arasında hökm edəcəkdir. İman gətirib yaxşı işlər görənlər Nəim cənnətlərində olacaqlar!
,26,22,2652,57,وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا فَأُولَٰئِكَ لَهُمْ عَذَابٌ مُّهِينٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_57.png,"Kafir olanlar, ayələrimizi yalan hesab edənlər isə rüsvayedici bir əzaba düçar olacaqlar!"
,26,22,2653,58,وَالَّذِينَ هَاجَرُوا فِي سَبِيلِ اللَّهِ ثُمَّ قُتِلُوا أَوْ مَاتُوا لَيَرْزُقَنَّهُمُ اللَّهُ رِزْقًا حَسَنًا ۚ وَإِنَّ اللَّهَ لَهُوَ خَيْرُ الرَّازِقِينَ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_58.png,"Allah yolunda hicrət edənlərə, sonra (bu yolda) öldürülənlərə, yaxud ölənlərə Allah, həqiqətən, gözəl ruzi (cənnət ruzisi) verəcəkdir. Şübhəsiz ki, Allah ruzi verənlərin ən yaxşısıdır!"
,26,22,2654,59,لَيُدْخِلَنَّهُم مُّدْخَلًا يَرْضَوْنَهُ ۗ وَإِنَّ اللَّهَ لَعَلِيمٌ حَلِيمٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_59.png,"(Allah) onları razı qalacaqları (xoşhal olacaqları) bir yerə (Cənnətə) daxil edəcəkdir. Həqiqətən, Allah (hər şeyi) biləndir, (bəndələrinə qarşı) həlimdir!"
,26,22,2655,60,۞ ذَٰلِكَ وَمَنْ عَاقَبَ بِمِثْلِ مَا عُوقِبَ بِهِ ثُمَّ بُغِيَ عَلَيْهِ لَيَنصُرَنَّهُ اللَّهُ ۗ إِنَّ اللَّهَ لَعَفُوٌّ غَفُورٌ,Al-Hajj—الحج,The Pilgrimage,public://sura_images/22.png,public://quran_images/22_60.png,"(Allahın hökmü) budur. Və hər kim özünə verilən cəza kimi cəza versə, sonra yenə də (müşriklərin müsəlmanları Məkkədən qovduqları kimi) təcavüzə mə’ruz qalsa, şübhəsiz ki, Allah ona kömək edər. Həqiqətən, Allah (özünümüdafiə məqsədilə düşməndən intiqam alan mö’min bəndəsini) əfv edəndir, bağışlayandır!"
