Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_nl
,6,21,2525,42,قُلْ مَن يَكْلَؤُكُم بِاللَّيْلِ وَالنَّهَارِ مِنَ الرَّحْمَٰنِ ۗ بَلْ هُمْ عَن ذِكْرِ رَبِّهِم مُّعْرِضُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_42.png,Zeg tot de spotters: Wie zal u bij dag of bij nacht tegen den Barmhartige verdedigen? En toch verwaarloozen zij de herdenking van hunnen Heer.
,6,21,2526,43,أَمْ لَهُمْ آلِهَةٌ تَمْنَعُهُم مِّن دُونِنَا ۚ لَا يَسْتَطِيعُونَ نَصْرَ أَنفُسِهِمْ وَلَا هُم مِّنَّا يُصْحَبُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_43.png,"Hebben zij goden die hen tegen ons kunnen verdedigen? Zij zijn niet in staat zich zelven te helpen, en nimmer zullen zij door hunne makkers tegen ons worden bijgestaan."
,6,21,2527,44,بَلْ مَتَّعْنَا هَٰؤُلَاءِ وَآبَاءَهُمْ حَتَّىٰ طَالَ عَلَيْهِمُ الْعُمُرُ ۗ أَفَلَا يَرَوْنَ أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ أَفَهُمُ الْغَالِبُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_44.png,"Maar wij hebben deze menschen en hunnen vaderen veroorloofd, wereldlijken voorspoed te genieten, zoo lang hun leven zal duren. Bemerken zij niet dat wij in het land der ongeloovigen komen en zijne grenzen aan alle zijden vernauwen? Zullen zij dus de overwinnaars zijn?"
,6,21,2528,45,قُلْ إِنَّمَا أُنذِرُكُم بِالْوَحْيِ ۚ وَلَا يَسْمَعُ الصُّمُّ الدُّعَاءَ إِذَا مَا يُنذَرُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_45.png,"Zeg: Ik predik u alleen de openbaring van God; de dooven willen uwe roepstem niet hooren, als gij onder hen predikt."
,6,21,2529,46,وَلَئِن مَّسَّتْهُمْ نَفْحَةٌ مِّنْ عَذَابِ رَبِّكَ لَيَقُولُنَّ يَا وَيْلَنَا إِنَّا كُنَّا ظَالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_46.png,"Indien de lichtste adem van de straf van uwen Heer hen bereikt, zullen zij zekerlijk zeggen: Helaas! waarlijk, wij waren onrechtvaardig."
,6,21,2530,47,وَنَضَعُ الْمَوَازِينَ الْقِسْطَ لِيَوْمِ الْقِيَامَةِ فَلَا تُظْلَمُ نَفْسٌ شَيْئًا ۖ وَإِن كَانَ مِثْقَالَ حَبَّةٍ مِّنْ خَرْدَلٍ أَتَيْنَا بِهَا ۗ وَكَفَىٰ بِنَا حَاسِبِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_47.png,"Wij zullen juiste weegschalen instellen voor den dag der opstanding, geene ziel zal onrechtvaardig worden behandeld; al zij de verdienste of de schuld eener daad zoo zwaar slechts als een mostaardzaadkorrel, wij zullen die openbaar voorbrengen, en het is voldoende dat wij die rekening hebben ingesteld."
,6,21,2531,48,وَلَقَدْ آتَيْنَا مُوسَىٰ وَهَارُونَ الْفُرْقَانَ وَضِيَاءً وَذِكْرًا لِّلْمُتَّقِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_48.png,"Wij gaven vroeger aan Mozes en Aäron de wet, zijnde eene onderscheiding tusschen goed en kwaad en tot een licht en een waarschuwing voor de godvruchtigen."
,6,21,2532,49,الَّذِينَ يَخْشَوْنَ رَبَّهُم بِالْغَيْبِ وَهُم مِّنَ السَّاعَةِ مُشْفِقُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_49.png,Die hunnen Heer in het geheim vreezen en het uur des oordeels duchten.
,6,21,2533,50,وَهَٰذَا ذِكْرٌ مُّبَارَكٌ أَنزَلْنَاهُ ۚ أَفَأَنتُمْ لَهُ مُنكِرُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_50.png,Ook is dit boek eene gezegende vermaning welke wij van den hemel hebben nedergezonden; zult gij die dus loochenen?
,6,21,2534,51,۞ وَلَقَدْ آتَيْنَا إِبْرَاهِيمَ رُشْدَهُ مِن قَبْلُ وَكُنَّا بِهِ عَالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_51.png,"En wij gaven vroeger aan Abraham zijne leiding, en wij wisten dat hij de openbaringen waardig was, waarmede hij werd begunstigd."
,6,21,2535,52,إِذْ قَالَ لِأَبِيهِ وَقَوْمِهِ مَا هَٰذِهِ التَّمَاثِيلُ الَّتِي أَنتُمْ لَهَا عَاكِفُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_52.png,"Gedenk, toen hij tot zijn vader en zijn volk zeide: Wat zijn deze beelden, waaraan gij zoo geheel zijt onderworpen?"
,6,21,2536,53,قَالُوا وَجَدْنَا آبَاءَنَا لَهَا عَابِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_53.png,Zij antwoordden: Wij zagen die door onze vaderen aanbidden.
,6,21,2537,54,قَالَ لَقَدْ كُنتُمْ أَنتُمْ وَآبَاؤُكُمْ فِي ضَلَالٍ مُّبِينٍ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_54.png,"Hij zeide: Waarlijk, gij en uwe vaderen hebben in eene duidelijke dwaling verkeerd."
,6,21,2538,55,قَالُوا أَجِئْتَنَا بِالْحَقِّ أَمْ أَنتَ مِنَ اللَّاعِبِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_55.png,"Zij zeiden: Verhaalt gij ons ernstig de waarheid, of spot gij met ons?"
,6,21,2539,56,قَالَ بَل رَّبُّكُمْ رَبُّ السَّمَاوَاتِ وَالْأَرْضِ الَّذِي فَطَرَهُنَّ وَأَنَا عَلَىٰ ذَٰلِكُم مِّنَ الشَّاهِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_56.png,"Hij hernam: Waarlijk, uw Heer is de Heer der hemelen en der aarde, hij is het die deze heeft geschapen, en ik ben een van hen die daarvan getuigenis afleggen."
,6,21,2540,57,وَتَاللَّهِ لَأَكِيدَنَّ أَصْنَامَكُم بَعْدَ أَن تُوَلُّوا مُدْبِرِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_57.png,"Ik zweer bij God, dat ik uwe afgodsbeelden een trek zal spelen, nadat gij u daarvan zult hebben verwijderd en dezen den rug zult hebben toegewend."
,6,21,2541,58,فَجَعَلَهُمْ جُذَاذًا إِلَّا كَبِيرًا لَّهُمْ لَعَلَّهُمْ إِلَيْهِ يَرْجِعُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_58.png,"En gedurende de afwezigheid des volks ging hij in den tempel, waar de afgodsbeelden stonden, en hij brak die allen in stukken, behalve het grootste, opdat zij dit de schuld zouden toeschrijven van hetgeen er gebeurd was."
,6,21,2542,59,قَالُوا مَن فَعَلَ هَٰذَا بِآلِهَتِنَا إِنَّهُ لَمِنَ الظَّالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_59.png,"En toen zij teruggekeerd waren en de veroorzaakte verwoesting zagen, zeiden zij: Wie heeft dit aan onze goden bedreven? Hij is zekerlijk een goddeloos persoon."
,6,21,2543,60,قَالُوا سَمِعْنَا فَتًى يَذْكُرُهُمْ يُقَالُ لَهُ إِبْرَاهِيمُ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_60.png,En sommigen van hen antwoordden: Wij hoorden een jongman vol verwijtingen van hen spreken; hij is Abraham genaamd.
,6,21,2544,61,قَالُوا فَأْتُوا بِهِ عَلَىٰ أَعْيُنِ النَّاسِ لَعَلَّهُمْ يَشْهَدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_61.png,"Zij zeiden: Brengt hem dus voor het volk, opdat het getuigenis tegen hem aflegge."
,6,21,2545,62,قَالُوا أَأَنتَ فَعَلْتَ هَٰذَا بِآلِهَتِنَا يَا إِبْرَاهِيمُ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_62.png,"En toen hij voor de vergadering was gebracht, zeiden zij tot hem: Hebt gij dit aan onze goden gedaan, o Abraham?"
,6,21,2546,63,قَالَ بَلْ فَعَلَهُ كَبِيرُهُمْ هَٰذَا فَاسْأَلُوهُمْ إِن كَانُوا يَنطِقُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_63.png,"Hij antwoordde: Neen: deze, de grootste van hen, heeft het gedaan; maar vraagt hun of zij kunnen spreken."
,6,21,2547,64,فَرَجَعُوا إِلَىٰ أَنفُسِهِمْ فَقَالُوا إِنَّكُمْ أَنتُمُ الظَّالِمُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_64.png,"En zij kwamen tot zich zelven en zeiden tot elkander: Waarlijk, gij zijt de goddeloozen."
,6,21,2548,65,ثُمَّ نُكِسُوا عَلَىٰ رُءُوسِهِمْ لَقَدْ عَلِمْتَ مَا هَٰؤُلَاءِ يَنطِقُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_65.png,"Later keerden zij tot hunne vroegere hardnekkigheid terug en zeiden: Waarlijk, gij weet wel dat deze niet spreken."
,6,21,2549,66,قَالَ أَفَتَعْبُدُونَ مِن دُونِ اللَّهِ مَا لَا يَنفَعُكُمْ شَيْئًا وَلَا يَضُرُّكُمْ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_66.png,"Abraham antwoordde: Bidt gij dus naast God aan, wat u noch bevoordeelen noch deren kan?"
,6,21,2550,67,أُفٍّ لَّكُمْ وَلِمَا تَعْبُدُونَ مِن دُونِ اللَّهِ ۖ أَفَلَا تَعْقِلُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_67.png,Schande over u en over datgene wat gij naast God aanbidt! Begrijpt gij het niet?
,6,21,2551,68,قَالُوا حَرِّقُوهُ وَانصُرُوا آلِهَتَكُمْ إِن كُنتُمْ فَاعِلِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_68.png,Zij zeiden: Verbrandt hem en wreekt uwe goden; indien gij dit doet handelt gij wel.
,6,21,2552,69,قُلْنَا يَا نَارُ كُونِي بَرْدًا وَسَلَامًا عَلَىٰ إِبْرَاهِيمَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_69.png,"En toen Abraham op den brandstapel was geworpen, zeiden wij: O vuur! wees koud en beveilig Abraham."
,6,21,2553,70,وَأَرَادُوا بِهِ كَيْدًا فَجَعَلْنَاهُمُ الْأَخْسَرِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_70.png,"En zij trachtten hem een valstrik te spannen, doch wij deden hen het onderspit delven."
,6,21,2554,71,وَنَجَّيْنَاهُ وَلُوطًا إِلَى الْأَرْضِ الَّتِي بَارَكْنَا فِيهَا لِلْعَالَمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_71.png,"En wij bevrijdden hem en Lot door hen in het land te brengen, waarin wij alle schepselen hebben gezegend."
,6,21,2555,72,وَوَهَبْنَا لَهُ إِسْحَاقَ وَيَعْقُوبَ نَافِلَةً ۖ وَكُلًّا جَعَلْنَا صَالِحِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_72.png,"En wij schonken hem Izaäk en Jacob als een buitengewoon geschenk, en wij maakten hen allen tot rechtvaardige menschen."
,6,21,2556,73,وَجَعَلْنَاهُمْ أَئِمَّةً يَهْدُونَ بِأَمْرِنَا وَأَوْحَيْنَا إِلَيْهِمْ فِعْلَ الْخَيْرَاتِ وَإِقَامَ الصَّلَاةِ وَإِيتَاءَ الزَّكَاةِ ۖ وَكَانُوا لَنَا عَابِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_73.png,"Wij maakten hen ook tot voorbeelden van godsvrucht, opdat zij anderen door ons bevel zouden mogen leiden, en wij gaven hun het verrichten van goede werken in, het inachtnemen des gebeds en het geven van aalmoezen, en zij dienden ons."
,6,21,2557,74,وَلُوطًا آتَيْنَاهُ حُكْمًا وَعِلْمًا وَنَجَّيْنَاهُ مِنَ الْقَرْيَةِ الَّتِي كَانَت تَّعْمَلُ الْخَبَائِثَ ۗ إِنَّهُمْ كَانُوا قَوْمَ سَوْءٍ فَاسِقِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_74.png,"En aan Lot gaven wij wijsheid en kennis, en wij bevrijdden hem uit de stad, die zoovele misdaden bedreef; want daar was een zondig en boos volk."
,6,21,2558,75,وَأَدْخَلْنَاهُ فِي رَحْمَتِنَا ۖ إِنَّهُ مِنَ الصَّالِحِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_75.png,En wij leidden hem in onze genade; want hij was een oprecht mensch.
,6,21,2559,76,وَنُوحًا إِذْ نَادَىٰ مِن قَبْلُ فَاسْتَجَبْنَا لَهُ فَنَجَّيْنَاهُ وَأَهْلَهُ مِنَ الْكَرْبِ الْعَظِيمِ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_76.png,"En gedenk Noach, toen hij smeekte om de verwoesting van zijn volk voor de boven vermelde profeten, en wij hoorden hem en bevrijdden hem en zijn gezin van eene groote droefheid."
,6,21,2560,77,وَنَصَرْنَاهُ مِنَ الْقَوْمِ الَّذِينَ كَذَّبُوا بِآيَاتِنَا ۚ إِنَّهُمْ كَانُوا قَوْمَ سَوْءٍ فَأَغْرَقْنَاهُمْ أَجْمَعِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_77.png,"En wij beschermden hem tegen het volk dat onze teekens van valschheid beschuldigde; want zij waren zondaren, weshalve wij hen allen verdronken."
,6,21,2561,78,وَدَاوُودَ وَسُلَيْمَانَ إِذْ يَحْكُمَانِ فِي الْحَرْثِ إِذْ نَفَشَتْ فِيهِ غَنَمُ الْقَوْمِ وَكُنَّا لِحُكْمِهِمْ شَاهِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_78.png,"En herdenk David en Salomo, toen zij een oordeel uitspraken over een veld, waarin de schapen van zeker gezin zich des nachts, zonder schaapherder hadden gevoed, en wij waren getuigen van hun oordeel."
,6,21,2562,79,فَفَهَّمْنَاهَا سُلَيْمَانَ ۚ وَكُلًّا آتَيْنَا حُكْمًا وَعِلْمًا ۚ وَسَخَّرْنَا مَعَ دَاوُودَ الْجِبَالَ يُسَبِّحْنَ وَالطَّيْرَ ۚ وَكُنَّا فَاعِلِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_79.png,"En wij deden Salomo dit begrijpen. En wij schonken hun beiden wijsheid en kennis, en wij dwongen de bergen en de vogels, ons met David te loven; wij deden dit."
,6,21,2563,80,وَعَلَّمْنَاهُ صَنْعَةَ لَبُوسٍ لَّكُمْ لِتُحْصِنَكُم مِّن بَأْسِكُمْ ۖ فَهَلْ أَنتُمْ شَاكِرُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_80.png,"En wij leerden hem de kunst, maliënkolders voor u te maken, om u in uwe oorlogen te beschutten; zult gij dus niet dankbaar zijn?"
,6,21,2564,81,وَلِسُلَيْمَانَ الرِّيحَ عَاصِفَةً تَجْرِي بِأَمْرِهِ إِلَى الْأَرْضِ الَّتِي بَارَكْنَا فِيهَا ۚ وَكُنَّا بِكُلِّ شَيْءٍ عَالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_81.png,"En aan Salomo onderwierpen wij een sterken wind, die op zijn bevel naar het land ging, dat wij onzen zegen hadden geschonken; en wij kenden alle dingen."
,6,21,2565,82,وَمِنَ الشَّيَاطِينِ مَن يَغُوصُونَ لَهُ وَيَعْمَلُونَ عَمَلًا دُونَ ذَٰلِكَ ۖ وَكُنَّا لَهُمْ حَافِظِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_82.png,"Ook onderwierpen wij verschillende duivels aan zijn bevel, die voor hem doken om parelen op te visschen en andere werken voor hem te verrichten. En wij waakten over dezen."
,6,21,2566,83,۞ وَأَيُّوبَ إِذْ نَادَىٰ رَبَّهُ أَنِّي مَسَّنِيَ الضُّرُّ وَأَنتَ أَرْحَمُ الرَّاحِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_83.png,"En gedenk Job, toen hij zijn Heer aanriep, zeggende: Waarlijk, het ongeluk heeft mij bereikt; doch gij zijt de genadigste der genadigen."
,6,21,2567,84,فَاسْتَجَبْنَا لَهُ فَكَشَفْنَا مَا بِهِ مِن ضُرٍّ ۖ وَآتَيْنَاهُ أَهْلَهُ وَمِثْلَهُم مَّعَهُمْ رَحْمَةً مِّنْ عِندِنَا وَذِكْرَىٰ لِلْعَابِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_84.png,"Daarom verhoorden en bevrijdden wij hem van het kwaad dat op hem drukte, en wij gaven hem zijn gezin, en nog meer, door onze genade terug, als eene vermaning voor hen die God dienen."
,6,21,2568,85,وَإِسْمَاعِيلَ وَإِدْرِيسَ وَذَا الْكِفْلِ ۖ كُلٌّ مِّنَ الصَّابِرِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_85.png,En gedenk Ismaël en Edris en Dhu'lkefl. Zij waren allen geduldige menschen.
,6,21,2569,86,وَأَدْخَلْنَاهُمْ فِي رَحْمَتِنَا ۖ إِنَّهُم مِّنَ الصَّالِحِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_86.png,Daarom leidden wij hen in onze genade; want zij waren rechtvaardigen.
,6,21,2570,87,وَذَا النُّونِ إِذ ذَّهَبَ مُغَاضِبًا فَظَنَّ أَن لَّن نَّقْدِرَ عَلَيْهِ فَنَادَىٰ فِي الظُّلُمَاتِ أَن لَّا إِلَٰهَ إِلَّا أَنتَ سُبْحَانَكَ إِنِّي كُنتُ مِنَ الظَّالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_87.png,"En herdenk Dhu'lnun toen hij in woede vertrok en dacht, dat wij onze macht niet op hem konden uitoefenen. En hij riep in de duisternis uit: Er is geen God buiten u, geloofd zijt gij! Waarlijk, ik was een onrechtvaardige."
,6,21,2571,88,فَاسْتَجَبْنَا لَهُ وَنَجَّيْنَاهُ مِنَ الْغَمِّ ۚ وَكَذَٰلِكَ نُنجِي الْمُؤْمِنِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_88.png,Daarom verhoorden wij hem en bevrijdden hem van droefheid; want zoo bevrijden wij de ware geloovigen.
,6,21,2572,89,وَزَكَرِيَّا إِذْ نَادَىٰ رَبَّهُ رَبِّ لَا تَذَرْنِي فَرْدًا وَأَنتَ خَيْرُ الْوَارِثِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_89.png,"En gedenk Zacharias, toen hij zijn Heer aanriep, zeggende: o Heer! laat mij niet kinderloos; maar gij zijt de beste erfgenaam."
,6,21,2573,90,فَاسْتَجَبْنَا لَهُ وَوَهَبْنَا لَهُ يَحْيَىٰ وَأَصْلَحْنَا لَهُ زَوْجَهُ ۚ إِنَّهُمْ كَانُوا يُسَارِعُونَ فِي الْخَيْرَاتِ وَيَدْعُونَنَا رَغَبًا وَرَهَبًا ۖ وَكَانُوا لَنَا خَاشِعِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_90.png,"Daarom verhoorden wij hem en wij schonken hem Yahia (Johannes); en wij stelden zijne vrouw in staat hem een kind ter wereld te brengen. Deze trachtten er naar, in goede werken uit te munten, en riepen ons met liefde en vrees aan, en verootmoedigden zich voor ons."
,6,21,2574,91,وَالَّتِي أَحْصَنَتْ فَرْجَهَا فَنَفَخْنَا فِيهَا مِن رُّوحِنَا وَجَعَلْنَاهَا وَابْنَهَا آيَةً لِّلْعَالَمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_91.png,"En gedenk haar die hare maagdelijkheid bewaarde, en welke wij van onzen geest inbliezen, terwijl wij haar en haren zoon als een teeken voor alle schepselen instelden."
,6,21,2575,92,إِنَّ هَٰذِهِ أُمَّتُكُمْ أُمَّةً وَاحِدَةً وَأَنَا رَبُّكُمْ فَاعْبُدُونِ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_92.png,"Waarlijk deze uw godsdienst is een godsdienst, en ik ben uw Heer; dien mij dus."
,6,21,2576,93,وَتَقَطَّعُوا أَمْرَهُم بَيْنَهُمْ ۖ كُلٌّ إِلَيْنَا رَاجِعُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_93.png,Maar de menschen hebben onder elkander afscheiding in hunnen godsdienst gemaakt; doch zij zullen allen voor ons verschijnen.
,6,21,2577,94,فَمَن يَعْمَلْ مِنَ الصَّالِحَاتِ وَهُوَ مُؤْمِنٌ فَلَا كُفْرَانَ لِسَعْيِهِ وَإِنَّا لَهُ كَاتِبُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_94.png,"Wie goede werken zal doen en een waar geloovige is, diens pogingen zullen niet miskend worden, en wij zullen die voor hem opteekenen."
,6,21,2578,95,وَحَرَامٌ عَلَىٰ قَرْيَةٍ أَهْلَكْنَاهَا أَنَّهُمْ لَا يَرْجِعُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_95.png,"Een onverbreekbare vloek ligt op iedere stad, welke wij verwoest zullen hebben, opdat zij niet weder in de wereld terugkeere."
,6,21,2579,96,حَتَّىٰ إِذَا فُتِحَتْ يَأْجُوجُ وَمَأْجُوجُ وَهُم مِّن كُلِّ حَدَبٍ يَنسِلُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_96.png,"Tot Gog en Magog een doorgang voor hen zullen hebben geopend, en zij zullen snel van iederen hoogen berg afdalen."
,6,21,2580,97,وَاقْتَرَبَ الْوَعْدُ الْحَقُّ فَإِذَا هِيَ شَاخِصَةٌ أَبْصَارُ الَّذِينَ كَفَرُوا يَا وَيْلَنَا قَدْ كُنَّا فِي غَفْلَةٍ مِّنْ هَٰذَا بَلْ كُنَّا ظَالِمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_97.png,"En de ware belofte zal hare vervulling nabij zijn, en de oogen der ongeloovigen zullen met verbazing gevestigd worden, en zij zullen zeggen: Helaas! wij waren vroeger achteloos omtrent dezen dag; waarlijk, wij waren goddeloozen."
,6,21,2581,98,إِنَّكُمْ وَمَا تَعْبُدُونَ مِن دُونِ اللَّهِ حَصَبُ جَهَنَّمَ أَنتُمْ لَهَا وَارِدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_98.png,"Waarlijk, o bewoners van Mekka! gij en de afgoden welke gij naast God aanbidt, zullen als brandhout in het hellevuur geworpen worden; gij zult derwaarts gaan."
,6,21,2582,99,لَوْ كَانَ هَٰؤُلَاءِ آلِهَةً مَّا وَرَدُوهَا ۖ وَكُلٌّ فِيهَا خَالِدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_99.png,"Indien deze waarlijk goden waren, zouden zij er niet binnen gaan: zij allen zullen eeuwig daarin verblijven."
,6,21,2583,100,لَهُمْ فِيهَا زَفِيرٌ وَهُمْ فِيهَا لَا يَسْمَعُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_100.png,"Op die plaats zullen zij angstig zuchten, en zij zullen er niets hooren."
,6,21,2584,101,إِنَّ الَّذِينَ سَبَقَتْ لَهُم مِّنَّا الْحُسْنَىٰ أُولَٰئِكَ عَنْهَا مُبْعَدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_101.png,"Wat hen betreft, voor wie de meest uitmuntende belooning van het paradijs door ons werd bestemd, zij zullen ver van daar verwijderd worden."
,6,21,2585,102,لَا يَسْمَعُونَ حَسِيسَهَا ۖ وَهُمْ فِي مَا اشْتَهَتْ أَنفُسُهُمْ خَالِدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_102.png,"Zij zullen niet het minste gedruisch er van hooren, en zij zullen eeuwig de gelukzaligheid genieten, welke hunne zielen begeeren."
,6,21,2586,103,لَا يَحْزُنُهُمُ الْفَزَعُ الْأَكْبَرُ وَتَتَلَقَّاهُمُ الْمَلَائِكَةُ هَٰذَا يَوْمُكُمُ الَّذِي كُنتُمْ تُوعَدُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_103.png,"De groote schrik zal hen niet verwarren, en de engelen zullen hen ontmoeten om hen geluk te wenschen, zeggende: Dit is de dag die u werd beloofd."
,6,21,2587,104,يَوْمَ نَطْوِي السَّمَاءَ كَطَيِّ السِّجِلِّ لِلْكُتُبِ ۚ كَمَا بَدَأْنَا أَوَّلَ خَلْقٍ نُّعِيدُهُ ۚ وَعْدًا عَلَيْنَا ۚ إِنَّا كُنَّا فَاعِلِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_104.png,"Op dien dag zullen wij de hemelen oprollen, zoo als de engel Al Sijil het boek oprolt, waarin de daden van ieder mensch zijn vermeld. Gelijk wij het eerste schepsel uit niets maakten zullen wij het bij de opstanding vertoonen. Dit is eene belofte, welker vervulling van ons afhangt; wij zullen die zekerlijk uitvoeren."
,6,21,2588,105,وَلَقَدْ كَتَبْنَا فِي الزَّبُورِ مِن بَعْدِ الذِّكْرِ أَنَّ الْأَرْضَ يَرِثُهَا عِبَادِيَ الصَّالِحُونَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_105.png,"Wij hebben, na de verkondiging der wet, in de psalmen geschreven, dat mijne rechtvaardige dienaren de aarde zullen erven."
,6,21,2589,106,إِنَّ فِي هَٰذَا لَبَلَاغًا لِّقَوْمٍ عَابِدِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_106.png,"Waarlijk, in dit boek is een toereikend onderricht bevat voor hen die God aanbidden."
,6,21,2590,107,وَمَا أَرْسَلْنَاكَ إِلَّا رَحْمَةً لِّلْعَالَمِينَ,Al-Anbiya—الأنبياء,The Prophets,public://sura_images/21.png,public://quran_images/21_107.png,O Mahomet! wij hebben u niet gezonden dan uit de genade voor alle schepselen.
