Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_zh
,9,12,1604,8,إِذْ قَالُوا لَيُوسُفُ وَأَخُوهُ أَحَبُّ إِلَىٰ أَبِينَا مِنَّا وَنَحْنُ عُصْبَةٌ إِنَّ أَبَانَا لَفِي ضَلَالٍ مُّبِينٍ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_8.png,当时，他们说：优素福和他弟弟，在我们的父亲看来，是比我们还可爱的，而我们是一个（强壮的）团体，我们的父亲确是在明显的迷误之中。
,9,12,1605,9,اقْتُلُوا يُوسُفَ أَوِ اطْرَحُوهُ أَرْضًا يَخْلُ لَكُمْ وَجْهُ أَبِيكُمْ وَتَكُونُوا مِن بَعْدِهِ قَوْمًا صَالِحِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_9.png,（他们说：）你们把优素福杀掉，或把他抛弃在荒远的地方，你们父亲的慈爱，就会专归于你们了，而你们以后还可以成为正直的人。
,9,12,1606,10,قَالَ قَائِلٌ مِّنْهُمْ لَا تَقْتُلُوا يُوسُفَ وَأَلْقُوهُ فِي غَيَابَتِ الْجُبِّ يَلْتَقِطْهُ بَعْضُ السَّيَّارَةِ إِن كُنتُمْ فَاعِلِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_10.png,他们当中有一个发言人曾说：你们不要杀死优素福，你们可以把他投入井里。要是你们那样做了，一些过路的旅客会把他拾去的。
,9,12,1607,11,قَالُوا يَا أَبَانَا مَا لَكَ لَا تَأْمَنَّا عَلَىٰ يُوسُفَ وَإِنَّا لَهُ لَنَاصِحُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_11.png,他们说：我们的父亲啊！你对于优素福怎么不信任我们呢？我们对于他确是怀好意的。
,9,12,1608,12,أَرْسِلْهُ مَعَنَا غَدًا يَرْتَعْ وَيَلْعَبْ وَإِنَّا لَهُ لَحَافِظُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_12.png,明天，请你让他和我们一同去娱乐游戏，我们一定保护他。
,9,12,1609,13,قَالَ إِنِّي لَيَحْزُنُنِي أَن تَذْهَبُوا بِهِ وَأَخَافُ أَن يَأْكُلَهُ الذِّئْبُ وَأَنتُمْ عَنْهُ غَافِلُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_13.png,他说：你们把他带走，我实在放心不下，我生怕在你们疏忽的时候，狼把他吃了。
,9,12,1610,14,قَالُوا لَئِنْ أَكَلَهُ الذِّئْبُ وَنَحْنُ عُصْبَةٌ إِنَّا إِذًا لَّخَاسِرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_14.png,他们说：我们是一个（强壮的）团体，狼却吃了他，那我们真是该死了。
,9,12,1611,15,فَلَمَّا ذَهَبُوا بِهِ وَأَجْمَعُوا أَن يَجْعَلُوهُ فِي غَيَابَتِ الْجُبِّ ۚ وَأَوْحَيْنَا إِلَيْهِ لَتُنَبِّئَنَّهُم بِأَمْرِهِمْ هَٰذَا وَهُمْ لَا يَشْعُرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_15.png,当他们把他带走，并且一致决定把他投入井底的时候，我启示他说：将来你必定要把他们这件事，在他们不知不觉的时候，告诉他们。
,9,12,1612,16,وَجَاءُوا أَبَاهُمْ عِشَاءً يَبْكُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_16.png,傍晚，他们哭著来见他们的父亲，
,9,12,1613,17,قَالُوا يَا أَبَانَا إِنَّا ذَهَبْنَا نَسْتَبِقُ وَتَرَكْنَا يُوسُفَ عِندَ مَتَاعِنَا فَأَكَلَهُ الذِّئْبُ ۖ وَمَا أَنتَ بِمُؤْمِنٍ لَّنَا وَلَوْ كُنَّا صَادِقِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_17.png,他们说：我们的父亲啊！我们赛跑时，使优素福留守行李，不料狼把他吃了。你是绝不会相信我们的，即使我们说的是实话。
,9,12,1614,18,وَجَاءُوا عَلَىٰ قَمِيصِهِ بِدَمٍ كَذِبٍ ۚ قَالَ بَلْ سَوَّلَتْ لَكُمْ أَنفُسُكُمْ أَمْرًا ۖ فَصَبْرٌ جَمِيلٌ ۖ وَاللَّهُ الْمُسْتَعَانُ عَلَىٰ مَا تَصِفُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_18.png,他们用假血染了优素福的衬衣，拿来给他们的父亲看。他说：不然！你们的私欲怂恿你们干了这件事；我只有很好地忍耐，对你们所叙述的事，我只能求助于真主！
,9,12,1615,19,وَجَاءَتْ سَيَّارَةٌ فَأَرْسَلُوا وَارِدَهُمْ فَأَدْلَىٰ دَلْوَهُ ۖ قَالَ يَا بُشْرَىٰ هَٰذَا غُلَامٌ ۚ وَأَسَرُّوهُ بِضَاعَةً ۚ وَاللَّهُ عَلِيمٌ بِمَا يَعْمَلُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_19.png,旅客们来了，他们派人去汲水，他把水桶缒下井去，他说：啊！好消息！这是一个少年。他们秘密地把他当作货物，真主是全知他们的行为的。
,9,12,1616,20,وَشَرَوْهُ بِثَمَنٍ بَخْسٍ دَرَاهِمَ مَعْدُودَةٍ وَكَانُوا فِيهِ مِنَ الزَّاهِدِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_20.png,他们以廉价--可数的几个银币--出卖了他，他们是不怜惜他的。
,9,12,1617,21,وَقَالَ الَّذِي اشْتَرَاهُ مِن مِّصْرَ لِامْرَأَتِهِ أَكْرِمِي مَثْوَاهُ عَسَىٰ أَن يَنفَعَنَا أَوْ نَتَّخِذَهُ وَلَدًا ۚ وَكَذَٰلِكَ مَكَّنَّا لِيُوسُفَ فِي الْأَرْضِ وَلِنُعَلِّمَهُ مِن تَأْوِيلِ الْأَحَادِيثِ ۚ وَاللَّهُ غَالِبٌ عَلَىٰ أَمْرِهِ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_21.png,那购买他的埃及人对自己的妻子说：你应当优待他，他也许对我们有好处，或者我们抚养他做义子。我这样使优素福在大地上获得地位，以便我教他圆梦。真主对于其事务是自主的，但人们大半不知道。
,9,12,1618,22,وَلَمَّا بَلَغَ أَشُدَّهُ آتَيْنَاهُ حُكْمًا وَعِلْمًا ۚ وَكَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_22.png,当他达到壮年时，我把智慧和学识赏赐他，我这样报酬行善者。
,9,12,1619,23,وَرَاوَدَتْهُ الَّتِي هُوَ فِي بَيْتِهَا عَن نَّفْسِهِ وَغَلَّقَتِ الْأَبْوَابَ وَقَالَتْ هَيْتَ لَكَ ۚ قَالَ مَعَاذَ اللَّهِ ۖ إِنَّهُ رَبِّي أَحْسَنَ مَثْوَايَ ۖ إِنَّهُ لَا يُفْلِحُ الظَّالِمُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_23.png,他的女主人，把所有的门都紧紧地关闭起来，然后，勾引他说：快来（拥抱）我啊！他说：求真主保佑我！他是我的主，他已优待了我。不义的人必定不会成功。
,9,12,1620,24,وَلَقَدْ هَمَّتْ بِهِ ۖ وَهَمَّ بِهَا لَوْلَا أَن رَّأَىٰ بُرْهَانَ رَبِّهِ ۚ كَذَٰلِكَ لِنَصْرِفَ عَنْهُ السُّوءَ وَالْفَحْشَاءَ ۚ إِنَّهُ مِنْ عِبَادِنَا الْمُخْلَصِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_24.png,她确已向往他，他也向往她，要不是他看见他的主的明证。我这样为他排除罪恶和丑事，他确是我的一个忠实的仆人。
,9,12,1621,25,وَاسْتَبَقَا الْبَابَ وَقَدَّتْ قَمِيصَهُ مِن دُبُرٍ وَأَلْفَيَا سَيِّدَهَا لَدَى الْبَابِ ۚ قَالَتْ مَا جَزَاءُ مَنْ أَرَادَ بِأَهْلِكَ سُوءًا إِلَّا أَن يُسْجَنَ أَوْ عَذَابٌ أَلِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_25.png,他俩争先恐后地奔向大门。那时她已把他的衬衣从后面撕破了，他俩在大门口遇见她的丈夫，她说：想奸污你的眷属者，他的报酬只有监禁或痛惩。
,9,12,1622,26,قَالَ هِيَ رَاوَدَتْنِي عَن نَّفْسِي ۚ وَشَهِدَ شَاهِدٌ مِّنْ أَهْلِهَا إِن كَانَ قَمِيصُهُ قُدَّ مِن قُبُلٍ فَصَدَقَتْ وَهُوَ مِنَ الْكَاذِبِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_26.png,他说：是她勾引我。她家里的一个人作证说：如果他的衬衣是从前面撕破 的，那她说的是实话，而他是说谎的；
,9,12,1623,27,وَإِن كَانَ قَمِيصُهُ قُدَّ مِن دُبُرٍ فَكَذَبَتْ وَهُوَ مِنَ الصَّادِقِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_27.png,如果他的衬衣是从后面撕破的，那末她已说了谎话，而他说的是实话。
,9,12,1624,28,فَلَمَّا رَأَىٰ قَمِيصَهُ قُدَّ مِن دُبُرٍ قَالَ إِنَّهُ مِن كَيْدِكُنَّ ۖ إِنَّ كَيْدَكُنَّ عَظِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_28.png,当他看见他的衬衣是从后面撕破的时候，他说：这确是你们的诡计，你们的 诡计确是重大的。
,9,12,1625,29,يُوسُفُ أَعْرِضْ عَنْ هَٰذَا ۚ وَاسْتَغْفِرِي لِذَنبِكِ ۖ إِنَّكِ كُنتِ مِنَ الْخَاطِئِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_29.png,（又说）：优素福，你避开此事吧！（我的妻子，）你为你的罪过而求饶吧，你原是错误的！
,9,12,1626,30,۞ وَقَالَ نِسْوَةٌ فِي الْمَدِينَةِ امْرَأَتُ الْعَزِيزِ تُرَاوِدُ فَتَاهَا عَن نَّفْسِهِ ۖ قَدْ شَغَفَهَا حُبًّا ۖ إِنَّا لَنَرَاهَا فِي ضَلَالٍ مُّبِينٍ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_30.png,都城里的一些妇女说：权贵的妻子勾引她的仆人，他迷惑了她，我们认为她 确是在明显的迷误之中的。
,9,12,1627,31,فَلَمَّا سَمِعَتْ بِمَكْرِهِنَّ أَرْسَلَتْ إِلَيْهِنَّ وَأَعْتَدَتْ لَهُنَّ مُتَّكَأً وَآتَتْ كُلَّ وَاحِدَةٍ مِّنْهُنَّ سِكِّينًا وَقَالَتِ اخْرُجْ عَلَيْهِنَّ ۖ فَلَمَّا رَأَيْنَهُ أَكْبَرْنَهُ وَقَطَّعْنَ أَيْدِيَهُنَّ وَقُلْنَ حَاشَ لِلَّهِ مَا هَٰذَا بَشَرًا إِنْ هَٰذَا إِلَّا مَلَكٌ كَرِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_31.png,她听到了她们狡猾的流言蜚语，就派人去把她们邀请来，并为她们预备了一桌席，发给她们每人一把小刀，她（对优素福）说：你出去见见她们吧。当她们看见他的时候，她们赞扬了他，（她们都被迷住了），以致餐刀割伤了自己的手。她们说：啊呀！这不是一个凡夫，而是一位高洁的天神。
,9,12,1628,32,قَالَتْ فَذَٰلِكُنَّ الَّذِي لُمْتُنَّنِي فِيهِ ۖ وَلَقَدْ رَاوَدتُّهُ عَن نَّفْسِهِ فَاسْتَعْصَمَ ۖ وَلَئِن لَّمْ يَفْعَلْ مَا آمُرُهُ لَيُسْجَنَنَّ وَلَيَكُونًا مِّنَ الصَّاغِرِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_32.png,她说：这就是你们为他而责备我的那个人。我确已勾引他，但他洁身自好。如果他再不听从我的命令，他势必要坐牢，他势必成为自甘下贱的人。
,9,12,1629,33,قَالَ رَبِّ السِّجْنُ أَحَبُّ إِلَيَّ مِمَّا يَدْعُونَنِي إِلَيْهِ ۖ وَإِلَّا تَصْرِفْ عَنِّي كَيْدَهُنَّ أَصْبُ إِلَيْهِنَّ وَأَكُن مِّنَ الْجَاهِلِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_33.png,他说：我的主啊！我宁愿坐牢，也不愿响应她们的召唤。如果你不为我排除她们的诡计，我将依恋她们，我将变成愚人。
,9,12,1630,34,فَاسْتَجَابَ لَهُ رَبُّهُ فَصَرَفَ عَنْهُ كَيْدَهُنَّ ۚ إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_34.png,他的主就答应了他，并且为他排除了她们的诡计。他确是全聪的，确是全知的。
,9,12,1631,35,ثُمَّ بَدَا لَهُم مِّن بَعْدِ مَا رَأَوُا الْآيَاتِ لَيَسْجُنُنَّهُ حَتَّىٰ حِينٍ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_35.png,他们看见了许多迹象之后，觉得必须把他监禁一个时期。
,9,12,1632,36,وَدَخَلَ مَعَهُ السِّجْنَ فَتَيَانِ ۖ قَالَ أَحَدُهُمَا إِنِّي أَرَانِي أَعْصِرُ خَمْرًا ۖ وَقَالَ الْآخَرُ إِنِّي أَرَانِي أَحْمِلُ فَوْقَ رَأْسِي خُبْزًا تَأْكُلُ الطَّيْرُ مِنْهُ ۖ نَبِّئْنَا بِتَأْوِيلِهِ ۖ إِنَّا نَرَاكَ مِنَ الْمُحْسِنِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_36.png,有两个青年和他一同入狱，这个说：我确已梦见我榨葡萄汁（酿酒）。那个说：我确已梦见我的头上顶著一个大饼，众鸟飞来啄食。请你替我们圆梦，我们的确认为你是行善的。
,9,12,1633,37,قَالَ لَا يَأْتِيكُمَا طَعَامٌ تُرْزَقَانِهِ إِلَّا نَبَّأْتُكُمَا بِتَأْوِيلِهِ قَبْلَ أَن يَأْتِيَكُمَا ۚ ذَٰلِكُمَا مِمَّا عَلَّمَنِي رَبِّي ۚ إِنِّي تَرَكْتُ مِلَّةَ قَوْمٍ لَّا يُؤْمِنُونَ بِاللَّهِ وَهُم بِالْآخِرَةِ هُمْ كَافِرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_37.png,他说：无论谁送什么食物给你俩之前，我能告诉你们送的是什么。这是我的主教给我的。有一个民族不信仰真主，不信仰后世，我确已抛弃他们的宗教。
,9,12,1634,38,وَاتَّبَعْتُ مِلَّةَ آبَائِي إِبْرَاهِيمَ وَإِسْحَاقَ وَيَعْقُوبَ ۚ مَا كَانَ لَنَا أَن نُّشْرِكَ بِاللَّهِ مِن شَيْءٍ ۚ ذَٰلِكَ مِن فَضْلِ اللَّهِ عَلَيْنَا وَعَلَى النَّاسِ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يَشْكُرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_38.png,我遵循我的祖先--易卜拉欣、易司哈格、叶尔孤白的宗教。我们不该以任何物配真主，这是真主施于我们和世人的恩惠，但世人大半不感谢。
,9,12,1635,39,يَا صَاحِبَيِ السِّجْنِ أَأَرْبَابٌ مُّتَفَرِّقُونَ خَيْرٌ أَمِ اللَّهُ الْوَاحِدُ الْقَهَّارُ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_39.png,两位难友啊！是许多涣散的主宰更好呢？还是独一万能的真主更好呢？
,9,12,1636,40,مَا تَعْبُدُونَ مِن دُونِهِ إِلَّا أَسْمَاءً سَمَّيْتُمُوهَا أَنتُمْ وَآبَاؤُكُم مَّا أَنزَلَ اللَّهُ بِهَا مِن سُلْطَانٍ ۚ إِنِ الْحُكْمُ إِلَّا لِلَّهِ ۚ أَمَرَ أَلَّا تَعْبُدُوا إِلَّا إِيَّاهُ ۚ ذَٰلِكَ الدِّينُ الْقَيِّمُ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_40.png,你们舍真主而崇拜的，只是你们和你们的祖先所定的一些（偶像的）名称，真主并未加以证实，一切判决只归真主。他命令你们只崇拜他。这才是正教。但世人大半不知道。
,9,12,1637,41,يَا صَاحِبَيِ السِّجْنِ أَمَّا أَحَدُكُمَا فَيَسْقِي رَبَّهُ خَمْرًا ۖ وَأَمَّا الْآخَرُ فَيُصْلَبُ فَتَأْكُلُ الطَّيْرُ مِن رَّأْسِهِ ۚ قُضِيَ الْأَمْرُ الَّذِي فِيهِ تَسْتَفْتِيَانِ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_41.png,同监的两位朋友啊！你们俩中有一个要替他的主人斟酒，有一个要被钉死在十字架上，而众鸟飞到他的头上来吃他。你俩所询问的事情，已被判决了。
,9,12,1638,42,وَقَالَ لِلَّذِي ظَنَّ أَنَّهُ نَاجٍ مِّنْهُمَا اذْكُرْنِي عِندَ رَبِّكَ فَأَنسَاهُ الشَّيْطَانُ ذِكْرَ رَبِّهِ فَلَبِثَ فِي السِّجْنِ بِضْعَ سِنِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_42.png,他对两人中预料将会获释的人说：请你在你主人面前替我申冤。但恶魔使他忘记在他主人面前替优素福申冤，以至他在监里坐了几年。
,9,12,1639,43,وَقَالَ الْمَلِكُ إِنِّي أَرَىٰ سَبْعَ بَقَرَاتٍ سِمَانٍ يَأْكُلُهُنَّ سَبْعٌ عِجَافٌ وَسَبْعَ سُنبُلَاتٍ خُضْرٍ وَأُخَرَ يَابِسَاتٍ ۖ يَا أَيُّهَا الْمَلَأُ أَفْتُونِي فِي رُؤْيَايَ إِن كُنتُمْ لِلرُّؤْيَا تَعْبُرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_43.png,国王说：我确已梦见七头胖黄牛，被七头瘦黄牛吃掉了，又梦见七穗青麦子，和七穗乾麦子。侍从们呀！你们替我圆圆这个梦。如果你们是会圆梦的人。
,9,12,1640,44,قَالُوا أَضْغَاثُ أَحْلَامٍ ۖ وَمَا نَحْنُ بِتَأْوِيلِ الْأَحْلَامِ بِعَالِمِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_44.png,他们说：这是一个噩梦，而且我们不会圆梦。
,9,12,1641,45,وَقَالَ الَّذِي نَجَا مِنْهُمَا وَادَّكَرَ بَعْدَ أُمَّةٍ أَنَا أُنَبِّئُكُم بِتَأْوِيلِهِ فَأَرْسِلُونِ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_45.png,曾被赦宥并且在一个时期之后想起优素福的那个青年说：我将告诉你们关于 这个梦的意思，请你们派我去吧。
,9,12,1642,46,يُوسُفُ أَيُّهَا الصِّدِّيقُ أَفْتِنَا فِي سَبْعِ بَقَرَاتٍ سِمَانٍ يَأْكُلُهُنَّ سَبْعٌ عِجَافٌ وَسَبْعِ سُنبُلَاتٍ خُضْرٍ وَأُخَرَ يَابِسَاتٍ لَّعَلِّي أَرْجِعُ إِلَى النَّاسِ لَعَلَّهُمْ يَعْلَمُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_46.png,优素福，忠实的人呀！请你为我们圆圆这个梦，七头胖黄牛，被七头瘦黄牛吃掉了，又有七穗青麦子，和七穗乾麦子。我好回去告诉人们，让他们知道这个梦 的意义。
,9,12,1643,47,قَالَ تَزْرَعُونَ سَبْعَ سِنِينَ دَأَبًا فَمَا حَصَدتُّمْ فَذَرُوهُ فِي سُنبُلِهِ إِلَّا قَلِيلًا مِّمَّا تَأْكُلُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_47.png,他说：你们要连种七年，凡你们所收获的麦子，都让它存在穗子上，只把你们所吃的少量的麦子打下来。
,9,12,1644,48,ثُمَّ يَأْتِي مِن بَعْدِ ذَٰلِكَ سَبْعٌ شِدَادٌ يَأْكُلْنَ مَا قَدَّمْتُمْ لَهُنَّ إِلَّا قَلِيلًا مِّمَّا تُحْصِنُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_48.png,此后，将有七个荒年，来把你们所预备的麦子吃光了，只剩得你们所储藏的少量麦子。
,9,12,1645,49,ثُمَّ يَأْتِي مِن بَعْدِ ذَٰلِكَ عَامٌ فِيهِ يُغَاثُ النَّاسُ وَفِيهِ يَعْصِرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_49.png,此后，将有一个丰年。人们在那一年中要得雨水，要榨葡萄酿酒。
,9,12,1646,50,وَقَالَ الْمَلِكُ ائْتُونِي بِهِ ۖ فَلَمَّا جَاءَهُ الرَّسُولُ قَالَ ارْجِعْ إِلَىٰ رَبِّكَ فَاسْأَلْهُ مَا بَالُ النِّسْوَةِ اللَّاتِي قَطَّعْنَ أَيْدِيَهُنَّ ۚ إِنَّ رَبِّي بِكَيْدِهِنَّ عَلِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_50.png,国王说：你们带他来见我吧！当使者到来的时候，他说：请你回去问问你的主人，曾经把自己的手割伤了的那些妇女，现在是怎样的？我的主是全知她们的诡计的。
,9,12,1647,51,قَالَ مَا خَطْبُكُنَّ إِذْ رَاوَدتُّنَّ يُوسُفَ عَن نَّفْسِهِ ۚ قُلْنَ حَاشَ لِلَّهِ مَا عَلِمْنَا عَلَيْهِ مِن سُوءٍ ۚ قَالَتِ امْرَأَتُ الْعَزِيزِ الْآنَ حَصْحَصَ الْحَقُّ أَنَا رَاوَدتُّهُ عَن نَّفْسِهِ وَإِنَّهُ لَمِنَ الصَّادِقِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_51.png,国王说：你们勾引优素福的时候，你们的实情是什么？她们说：啊呀！我们不知道他有一点罪过。权贵的妻子说：现在真相大白了，是我勾引他，他确是诚实的人。
,9,12,1648,52,ذَٰلِكَ لِيَعْلَمَ أَنِّي لَمْ أَخُنْهُ بِالْغَيْبِ وَأَنَّ اللَّهَ لَا يَهْدِي كَيْدَ الْخَائِنِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_52.png,这是因为要他知道，在背地里我并没有不忠于他的行为，并且要他知道，真主不诱导不忠者的诡计。
,9,12,1649,53,۞ وَمَا أُبَرِّئُ نَفْسِي ۚ إِنَّ النَّفْسَ لَأَمَّارَةٌ بِالسُّوءِ إِلَّا مَا رَحِمَ رَبِّي ۚ إِنَّ رَبِّي غَفُورٌ رَّحِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_53.png,（他说）：我不自称清白；人性的确是怂恿人作恶的，除非我的主所怜悯的人。我的主确是至赦的，确是至慈的。
,9,12,1650,54,وَقَالَ الْمَلِكُ ائْتُونِي بِهِ أَسْتَخْلِصْهُ لِنَفْسِي ۖ فَلَمَّا كَلَّمَهُ قَالَ إِنَّكَ الْيَوْمَ لَدَيْنَا مَكِينٌ أَمِينٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_54.png,国王说：你们带他来见我，我要使他为我自己所专有。他对国王说话的时候，国王说：今天你在我的御前确是有崇高品级的，是可以信任的人。
,9,12,1651,55,قَالَ اجْعَلْنِي عَلَىٰ خَزَائِنِ الْأَرْضِ ۖ إِنِّي حَفِيظٌ عَلِيمٌ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_55.png,他说：请你任命我管理全国的仓库，我确是一个内行的保管者。
,9,12,1652,56,وَكَذَٰلِكَ مَكَّنَّا لِيُوسُفَ فِي الْأَرْضِ يَتَبَوَّأُ مِنْهَا حَيْثُ يَشَاءُ ۚ نُصِيبُ بِرَحْمَتِنَا مَن نَّشَاءُ ۖ وَلَا نُضِيعُ أَجْرَ الْمُحْسِنِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_56.png,我这样使优素福在国内获得权力，在他所要的地方占优势，我把我的慈恩降给我所意欲者，我不会让行善者徒劳无酬。
,9,12,1653,57,وَلَأَجْرُ الْآخِرَةِ خَيْرٌ لِّلَّذِينَ آمَنُوا وَكَانُوا يَتَّقُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_57.png,后世的报酬，对于信道而且敬畏的人，将是更好的。
,9,12,1654,58,وَجَاءَ إِخْوَةُ يُوسُفَ فَدَخَلُوا عَلَيْهِ فَعَرَفَهُمْ وَهُمْ لَهُ مُنكِرُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_58.png,优素福的哥哥们来了，他们进去见他。他认出了他们，而他们却没有认出他。
,9,12,1655,59,وَلَمَّا جَهَّزَهُم بِجَهَازِهِمْ قَالَ ائْتُونِي بِأَخٍ لَّكُم مِّنْ أَبِيكُمْ ۚ أَلَا تَرَوْنَ أَنِّي أُوفِي الْكَيْلَ وَأَنَا خَيْرُ الْمُنزِلِينَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_59.png,当他以他们所需的粮食供给他们之后，他说：你们把你们同父的弟弟带来见我吧！难道你们不见我把足量的粮食给你们，而且我是最好的东道主吗？
,9,12,1656,60,فَإِن لَّمْ تَأْتُونِي بِهِ فَلَا كَيْلَ لَكُمْ عِندِي وَلَا تَقْرَبُونِ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_60.png,如果你们不带他来见我，你们就不能从我这里购买一颗粮食，你们也不得临近我。
,9,12,1657,61,قَالُوا سَنُرَاوِدُ عَنْهُ أَبَاهُ وَإِنَّا لَفَاعِلُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_61.png,他们说：我们要恳求他父亲允许我们带他来见你，我们必定这样做。
,9,12,1658,62,وَقَالَ لِفِتْيَانِهِ اجْعَلُوا بِضَاعَتَهُمْ فِي رِحَالِهِمْ لَعَلَّهُمْ يَعْرِفُونَهَا إِذَا انقَلَبُوا إِلَىٰ أَهْلِهِمْ لَعَلَّهُمْ يَرْجِعُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_62.png,他对他的僮仆们说：你们把他们的财物放在他们的粮袋里，他们回去的时候也许会认出这些财物，也许会再来一趟。
,9,12,1659,63,فَلَمَّا رَجَعُوا إِلَىٰ أَبِيهِمْ قَالُوا يَا أَبَانَا مُنِعَ مِنَّا الْكَيْلُ فَأَرْسِلْ مَعَنَا أَخَانَا نَكْتَلْ وَإِنَّا لَهُ لَحَافِظُونَ,Yusuf--  يوسف,Joseph,public://sura_images/12.png,public://quran_images/12_63.png,他们回去见了他们的父亲，说：我们的父亲啊！人家不准我们再籴粮了，请你派我们的弟弟和我们一同去，我们就能籴粮；我们一定把他保护好。
