Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_so,content_ar,sura name,meaning,sura images,ayah_image
Ayah 57so,4,2,57,50,xusa markaan idiin dhanballay badda oon idin korinay oona maanshaynay fircoon iyo colkiisii idinkoo cegaya.,وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_50.png
Ayah 58so,4,2,58,51,"xusa markaan u yaboohnay (Nabi) muuse afartan habeen, markaas aad yeelateen dibi (aad caabudeen) gadaashiis idinkoo daalimiin ah.",وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_51.png
Ayah 59so,4,2,59,52,markaas aan idin saamaxnay arrintaas ka dib si aad u mahdisaan.,ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_52.png
Ayah 60so,4,2,60,53,xusa markaan siinay (Nabi) muusc kitaab iyo kala bixiyc (xaqa iyo baadilka) si aad u hanuuntaan.,وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_53.png
Ayah 61so,4,2,61,54,"xusa markuu (Nabi) muuse ku yidhi qoonkisa qoonkiisa qoonkayiw waxaad dulmideennaftiina yeelashadiini dibiga (caabudo) ee u toobadkeena Eebihiina dilana naftiina, saasaa idinku khayr badan Eebihiin agtiis, markaasu idinka toobad aqbalay maxaa yeelay Eche waa toobad aqbal badane naxariista.",وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_54.png
Ayah 62so,4,2,62,55,"xusa markaad dhahdeen muusow kuma rumaynayno intaan ka aragno Eebe si cadaan ah, markaasay idin qabatay qaylo iyo naar idinkoo eegi.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_55.png
Ayah 63so,4,2,63,56,markaasaan idin soo bixinay geeridiinii ka dib si aad u mahadisaan.,ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_56.png
Ayah 64so,4,2,64,57,"waxaan idinku haddaynay Daruur, waxaan idinku soo dajinay macaan iyo hilib (shimbireed) waxaana idinku nidhi wax ka cuna wanaaggan idiinku arzaaqnay, mana ayan na dulmin, laakiin waxay ahaayeen naftooda uun kuwa dulmiya.",وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_57.png
Ayah 65so,4,2,65,58,Xusa markaan nidhi gala magaaladan oo kacuna xageeda Meejaad doontaan barwaaqa ah. kana gala irridda idinkoo sujuudsan dhahana (Eebow) hoobi (danbi) aan idiin dhaafno gafafkiinee. waxaan u siyaadinayna samafalayaasha (wanaag).,وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_58.png
Ayah 66so,4,2,66,59,"markaasay ku badaleen kuwwi dulmi falay hadalkii loo yidhi mid aan ahayn, markaasaan kaga soodajinay kuwii dulmiga falay Cadaab samada faasiqnimadoodii ay falayeen darteed.",فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_59.png
Ayah 67so,4,2,67,60,"Xusa markuu (Nabi) Muuse u roobdoonay qoonkiisa markaasaan ku nidhi ku garaac ushaada Dhagaxa, waxaana ka dilaacay xaggeeda Labo iyo toban ilood, wunna ogaaday ruuxkasto (Koox kasta) meeshay ka cabbilahayd, waxaan ku nidhi ka cuna oo ka cabba rizqiga Eebe Dhulkana fasaad ha ku xumeynina.",۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_60.png
Ayah 68so,4,2,68,61,"Xusa markaad dhahdeen Muusow kuma samrayno cunno kaliya ee noobari Eebaha ha noo soo bixiyo waxa dhulku soo dhaliyo, oo ah Bagal, Xinidh, Toon, cadas iyo Basal, wuxuuna ku yidhi mawaxaad ku bedalanaysaan wax xun kii khayrka badnaa, u (hoobta) daga masar waxaad helaysaan waxaad warsateen, waxaana laguqadaray dulli iyo miskiinimo, waxayna lanoqdeen cadho Eeve, arrintaasna waxaa ugu wacan inay yihiin kuwo ka Gaalooba aayaadka Eebe, dilayeenna Nabiyada xaql…aan, taasina waa caasinimadooda darteed iyo xadgudubkoodii.",وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_61.png
Ayah 69so,4,2,69,62,"kuwwi rumeeyey iyo kuwii Yuhuudda ah iyo Nasaarada iyo saab'iiinta cidii rumeysa Eebe iyo Maalintii dambee oo camal suubanna falay waxay ku leeyihiin Eebe agtiisa ajir, cabsina korkooda ma noqoto mana tiiraanyoodan.",إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_62.png
Ayah 70so,4,2,70,63,"Xusa markaan idinka qaadnay ballan (adag) oo korkiina yeelay (Buurta) Dhuur oon idinku nidhi ku qaata waxaan idinsiinay niyad adag, xusuustana waxa ku sugan, si aad u dhawrsataan.",وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_63.png
Ayah 71so,4,2,71,64,"markaasaad jeedsateen intaas ka dib, hadduusan jirin fadliga Eebe ee korkiina iyo naxariistiisa waxaad ahaan lahaydeen kuwa Khasaaray.",ثُمَّ تَوَلَّيْتُم مِّن بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُم مِّنَ الْخَاسِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_64.png
Ayah 72so,4,2,72,65,"dhab ahaanbaad u ogtihin kuwii xadgudbay Sabtida, oo idinka mid ah markaasaan ku nidhi noqda daanyeer la fageeyo (oo dullaysan).",وَلَقَدْ عَلِمْتُمُ الَّذِينَ اعْتَدَوْا مِنكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِئِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_65.png
Ayah 73so,4,2,73,66,"waxaana kayeelay ciqabtaas waanada waxa ka horeeya iyo wax ka danbeeyaba, iyo waano kuwa dhowrsada.",فَجَعَلْنَاهَا نَكَالًا لِّمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِّلْمُتَّقِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_66.png
Ayah 74so,4,2,74,67,"xusa markuu ku (yidhi) (Nabi) Muuse Qoomkiisa Eebe wuxuu idin fari inaad gawraedaan sac, waxayna dheheen miyaad nagu jees jeesi, wuxuuna yidhi waxaan ka magangali Eebe inaan ka mid noqdo Jaahiliinta.",وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَن تَذْبَحُوا بَقَرَةً ۖ قَالُوا أَتَتَّخِذُنَا هُزُوًا ۖ قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_67.png
Ayah 75so,4,2,75,68,"waxaayna dhaheen noobari Eebahaa ha noo caddeeyo waxay tahaye, wuxuuna yidhi Eebe wuxuu leeyahay waa sac oon duq ahayn yarayna, oo u dhaxaysa taas (labadaas) ee fala waxa laydin fari.",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ ۖ فَافْعَلُوا مَا تُؤْمَرُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_68.png
Ayah 76so,4,2,76,69,"waxay dhaheen noobari Eebahaa ha noo caddeeyo Midabkeeda, wuxuuna yidhi Eebe wuxuu leeyahay waa sac Boora ah, booranimadeed darantahay, oo ka farxin (cajabin) kuwa eegi.",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا لَوْنُهَا ۚ قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِينَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_69.png
Ayah 77so,4,2,77,70,"waxay dhaheen no hari Eebahaa ha noo caddeeyo waxay tahay, maxaa yeelay waxaa is kaga, kaana shabbahday (isu ekaatay) Lo'dee, hadduu Eebe doonana waan toosaynaa.",قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِن شَاءَ اللَّهُ لَمُهْتَدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_70.png
Ayah 78so,4,2,78,71,"wuxuu yidhi Eebe wuxuu leeyahay waa sac aan laylanayn oon qodayn dhulka, oon waraabinayna Beerta, wayna ka nabadgashantahay (eeeb) midab kalana ma leh, waxay dheheen haddaad la timid dhabta, markaasay gawraccen Siccii, waxayna udhwadeen inayna falin.",قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا ذَلُولٌ تُثِيرُ الْأَرْضَ وَلَا تَسْقِي الْحَرْثَ مُسَلَّمَةٌ لَّا شِيَةَ فِيهَا ۚ قَالُوا الْآنَ جِئْتَ بِالْحَقِّ ۚ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_71.png
Ayah 79so,4,2,79,72,xusa markaad disheen naf ood isku khilaafteen Eebana wuu soo bixin (muujin) Waxaad qarineyseen.,وَإِذْ قَتَلْتُمْ نَفْسًا فَادَّارَأْتُمْ فِيهَا ۖ وَاللَّهُ مُخْرِجٌ مَّا كُنتُمْ تَكْتُمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_72.png
Ayah 80so,4,2,80,73,"waxaan ku nidhi ku garaaca kan la dilay Saca qaarkiis, saasuuna u nooleeyaa Eebe wixii dhintay, idiina tusin aayaadkiisa si aad wax u kastaan.",فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَا ۚ كَذَٰلِكَ يُحْيِي اللَّهُ الْمَوْتَىٰ وَيُرِيكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_73.png
Ayah 81so,4,2,81,74,"markaasay ingagtay Quluubtiinu intaas ka dib, waxayna la mid tahay Dhagax, ama waa ka darantahay ingeega, Dhagaxyada waxaa ka mid ah kuway ka burqadaan wabiyaal, waxaana ka mid ah kuwo dildillaaca oo ka soo.",ثُمَّ قَسَتْ قُلُوبُكُم مِّن بَعْدِ ذَٰلِكَ فَهِيَ كَالْحِجَارَةِ أَوْ أَشَدُّ قَسْوَةً ۚ وَإِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْأَنْهَارُ ۚ وَإِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَاءُ ۚ وَإِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللَّهِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_74.png
Ayah 82so,4,2,82,75,"ma waxaad damcaysaan Mu'miniintaay inay rumeeyaan yuhuudda xaqa oy (idinraacaan) iyahoo kooz ka mid ahi ay maqlayaan hadalka Eebe (Towreed) haddana ay xarrifaan (leexiyaan) intay kaseen kadib, iyagoo og (inay gafsanyihiin).",۞ أَفَتَطْمَعُونَ أَن يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرِيقٌ مِّنْهُمْ يَسْمَعُونَ كَلَامَ اللَّهِ ثُمَّ يُحَرِّفُونَهُ مِن بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_75.png
Ayah 83so,4,2,83,76,"markay la kulmaan kuwii rumeeye (xaqana) waxay dhahaan waan rumaynay, markuu qaarkood qaarka kale la kaliyoobana waxay dhahaan ma waxaad uga sheekaynaysaan (u qireeysaan) Mu'miniinta, waxa Eebe idiinfaray (oo xaqnimada NabigaMuxamed ah) si ay idiinkula doodaan Eebe agtiisa miyaydaan waxkasayn.",وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَا بَعْضُهُمْ إِلَىٰ بَعْضٍ قَالُوا أَتُحَدِّثُونَهُم بِمَا فَتَحَ اللَّهُ عَلَيْكُمْ لِيُحَاجُّوكُم بِهِ عِندَ رَبِّكُمْ ۚ أَفَلَا تَعْقِلُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_76.png
Ayah 84so,4,2,84,77,miyayna ogayn in Eebe ogyahay waxay qarsan iyo waxay muujin.,أَوَلَا يَعْلَمُونَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_77.png
Ayah 85so,4,2,85,78,"waxaa ka mid ah Ehelu Kitaabka kuwo aan wax qorayn waxna akhriyeyn, oon aqooninna Kitaab (Towreed) hasa yeeshee rumayn yididiilo, waxaan malo ahayna kuma socdaan.",وَمِنْهُمْ أُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ إِلَّا أَمَانِيَّ وَإِنْ هُمْ إِلَّا يَظُنُّونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_78.png
Ayah 86so,4,2,86,79,"halaag wuxuu u sugnaaday kuwa ku qoraya Kitaabka (Towreed) Gacmhooda hadana dhihi kani wuxuu ka yimid xagga Eebe si ay qiimo yar ugu gataan, halaag baana ugu sugnaaday waxay qori Gacmahoodu, halaag baana ugu suganaaday waxay kasban.",فَوَيْلٌ لِّلَّذِينَ يَكْتُبُونَ الْكِتَابَ بِأَيْدِيهِمْ ثُمَّ يَقُولُونَ هَٰذَا مِنْ عِندِ اللَّهِ لِيَشْتَرُوا بِهِ ثَمَنًا قَلِيلًا ۖ فَوَيْلٌ لَّهُم مِّمَّا كَتَبَتْ أَيْدِيهِمْ وَوَيْلٌ لَّهُم مِّمَّا يَكْسِبُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_79.png
Ayah 87so,4,2,87,80,"waxay dhaheen yuhuud nama taabanayso naaru waxaan ayaamo tirsan ahayn, waxaad dhahdaa ma ballan baad ka qaadateen Eebe agtiisa oosan idinkaga baxayn Eebe ballankiisa. mise waxaad ku sheegaysaan waxaydaan ogayn.",وَقَالُوا لَن تَمَسَّنَا النَّارُ إِلَّا أَيَّامًا مَّعْدُودَةً ۚ قُلْ أَتَّخَذْتُمْ عِندَ اللَّهِ عَهْدًا فَلَن يُخْلِفَ اللَّهُ عَهْدَهُ ۖ أَمْ تَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_80.png
Ayah 88so,4,2,88,81,"saas ma aha ee ruuxii kasbada xumaan oo uu koobo gafkiisu ciddaasi waa asaxaabta naarta, wayna ku waari dhexdeeda.",بَلَىٰ مَن كَسَبَ سَيِّئَةً وَأَحَاطَتْ بِهِ خَطِيئَتُهُ فَأُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Al-Baqara--البقرة,The Cow,public://sura_images/2.png,public://quran_images/2_81.png
