Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ja
,19,26,2992,60,فَأَتْبَعُوهُم مُّشْرِقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_60.png,さてかれら（フィルアウンの軍勢）は日の出の時，かれらを追って来た。
,19,26,2993,61,فَلَمَّا تَرَاءَى الْجَمْعَانِ قَالَ أَصْحَابُ مُوسَىٰ إِنَّا لَمُدْرَكُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_61.png,両者が互いに姿が見えるようになると，ムーサーの仲間は言った。「わたしたちは，必ず追いつかれるであろう。」
,19,26,2994,62,قَالَ كَلَّا ۖ إِنَّ مَعِيَ رَبِّي سَيَهْدِينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_62.png,かれ（ムーサー）は言った。「決して，決して。本当に主はわたしと共におられます。直ぐに御導きがあるでしょう。」
,19,26,2995,63,فَأَوْحَيْنَا إِلَىٰ مُوسَىٰ أَنِ اضْرِب بِّعَصَاكَ الْبَحْرَ ۖ فَانفَلَقَ فَكَانَ كُلُّ فِرْقٍ كَالطَّوْدِ الْعَظِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_63.png,その時，われはムーサーに啓示した。「あなたの杖で海を打て。」するとそれは分れたが，それぞれの割れた部分は巨大な山のようであった。
,19,26,2996,64,وَأَزْلَفْنَا ثَمَّ الْآخَرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_64.png,われはまた，外の群をそこに誘き込んだ。
,19,26,2997,65,وَأَنجَيْنَا مُوسَىٰ وَمَن مَّعَهُ أَجْمَعِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_65.png,そしてわれは，ムーサーそしてかれと共にいた人びと凡てを救った。
,19,26,2998,66,ثُمَّ أَغْرَقْنَا الْآخَرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_66.png,だが他の者たちを，溺れさせた。
,19,26,2999,67,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_67.png,本当にこの中には，一つの印がある。だがかれらの多くは信じない。
,19,26,3000,68,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_68.png,本当にあなたの主は偉力ならびなく慈悲深くあられる。
,19,26,3001,69,وَاتْلُ عَلَيْهِمْ نَبَأَ إِبْرَاهِيمَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_69.png,イブラーヒームの物語をかれらに語りなさい．
,19,26,3002,70,إِذْ قَالَ لِأَبِيهِ وَقَوْمِهِ مَا تَعْبُدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_70.png,かれが父親とかれの人びとに向かって，「あなたがたは何を崇拝するのですか。」と言った時を思い起しなさい。
,19,26,3003,71,قَالُوا نَعْبُدُ أَصْنَامًا فَنَظَلُّ لَهَا عَاكِفِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_71.png,かれらは言った。「わたしたちは偶像を崇拝し，いつもこれに仕えるのです。」
,19,26,3004,72,قَالَ هَلْ يَسْمَعُونَكُمْ إِذْ تَدْعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_72.png,かれは言った。「あなたがたが祈る時かれら（偶像）は聞くのか。
,19,26,3005,73,أَوْ يَنفَعُونَكُمْ أَوْ يَضُرُّونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_73.png,またかれら（偶像）は，あなたがたを益するのですか，それとも害するのですか。」
,19,26,3006,74,قَالُوا بَلْ وَجَدْنَا آبَاءَنَا كَذَٰلِكَ يَفْعَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_74.png,かれらは言った。「いや，わたしたちの祖先が，こうしているのを見たのです。」
,19,26,3007,75,قَالَ أَفَرَأَيْتُم مَّا كُنتُمْ تَعْبُدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_75.png,かれは言った。「それならあなたがたは，あなたがたが今迄崇拝してきたものに就いて考えてみたのですか。
,19,26,3008,76,أَنتُمْ وَآبَاؤُكُمُ الْأَقْدَمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_76.png,あなたがたも，昔の祖先たちも（崇拝していたものに就いて）。
,19,26,3009,77,فَإِنَّهُمْ عَدُوٌّ لِّي إِلَّا رَبَّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_77.png,万有の主を除いては，かれらはわたしの敵です。
,19,26,3010,78,الَّذِي خَلَقَنِي فَهُوَ يَهْدِينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_78.png,かれはわたしを創られた方で，わたしを導かれ，
,19,26,3011,79,وَالَّذِي هُوَ يُطْعِمُنِي وَيَسْقِينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_79.png,わたしに食料を支給し，また飲料を授けられた御方。
,19,26,3012,80,وَإِذَا مَرِضْتُ فَهُوَ يَشْفِينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_80.png,また病気になれば，かれはわたしを癒して下さいます。
,19,26,3013,81,وَالَّذِي يُمِيتُنِي ثُمَّ يُحْيِينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_81.png,わたしを死なせ，それから生き返らせられる御方。
,19,26,3014,82,وَالَّذِي أَطْمَعُ أَن يَغْفِرَ لِي خَطِيئَتِي يَوْمَ الدِّينِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_82.png,審判の日には，罪過を御赦し下されるよう，わたしが願い望む方である。
,19,26,3015,83,رَبِّ هَبْ لِي حُكْمًا وَأَلْحِقْنِي بِالصَّالِحِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_83.png,主よ，英知をわたしに授け，正しい者たちの仲間に入れて下さい。
,19,26,3016,84,وَاجْعَل لِّي لِسَانَ صِدْقٍ فِي الْآخِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_84.png,わたしを後々の世まで真実を伝えた者として下さい。
,19,26,3017,85,وَاجْعَلْنِي مِن وَرَثَةِ جَنَّةِ النَّعِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_85.png,わたしを至福の園を継ぐ者になされ，
,19,26,3018,86,وَاغْفِرْ لِأَبِي إِنَّهُ كَانَ مِنَ الضَّالِّينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_86.png,わたしの父を御赦し下さい。本当にかれは迷った者の仲間ですが。
,19,26,3019,87,وَلَا تُخْزِنِي يَوْمَ يُبْعَثُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_87.png,また（人びとが）復活させられる日に，わたしの面目を失わせないで下さい。
,19,26,3020,88,يَوْمَ لَا يَنفَعُ مَالٌ وَلَا بَنُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_88.png,その日には，財宝も息子たちも，役立ちません。
,19,26,3021,89,إِلَّا مَنْ أَتَى اللَّهَ بِقَلْبٍ سَلِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_89.png,ただ汚れのない心を，アッラーに棒げる者だけは別ですが。」
,19,26,3022,90,وَأُزْلِفَتِ الْجَنَّةُ لِلْمُتَّقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_90.png,楽園は，主を畏れる者に近付けられ，
,19,26,3023,91,وَبُرِّزَتِ الْجَحِيمُ لِلْغَاوِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_91.png,邪道に迷った者には，火獄が現われよう。
,19,26,3024,92,وَقِيلَ لَهُمْ أَيْنَ مَا كُنتُمْ تَعْبُدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_92.png,そしてかれらは言われよう。「あなたがたが，崇めていた（神々）は何処にいるのですか。
,19,26,3025,93,مِن دُونِ اللَّهِ هَلْ يَنصُرُونَكُمْ أَوْ يَنتَصِرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_93.png,アッラーを外にして（拝していたもの）はあなたがたを助けられるのですか，または自分自身を助けられるのですか。」
,19,26,3026,94,فَكُبْكِبُوا فِيهَا هُمْ وَالْغَاوُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_94.png,そこでかれらも誘惑した者たちも，その中に投げ込まれる。
,19,26,3027,95,وَجُنُودُ إِبْلِيسَ أَجْمَعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_95.png,またイブリース（悪魔）の軍勢も全部一緒に。
,19,26,3028,96,قَالُوا وَهُمْ فِيهَا يَخْتَصِمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_96.png,かれらはそこで，口論して言うであろう。
,19,26,3029,97,تَاللَّهِ إِن كُنَّا لَفِي ضَلَالٍ مُّبِينٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_97.png,「アッラーに誓って言います。わたしたちは明らかに誤っていたのです。
,19,26,3030,98,إِذْ نُسَوِّيكُم بِرَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_98.png,万有の主と同位に，あなたがたを配したのですから。
,19,26,3031,99,وَمَا أَضَلَّنَا إِلَّا الْمُجْرِمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_99.png,わたしたちを迷わせたのは，罪深い者たちに外ならない。
,19,26,3032,100,فَمَا لَنَا مِن شَافِعِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_100.png,それでわたしたちには，誰も執り成す者もなく，
,19,26,3033,101,وَلَا صَدِيقٍ حَمِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_101.png,一人の真の友もないのです。
,19,26,3034,102,فَلَوْ أَنَّ لَنَا كَرَّةً فَنَكُونَ مِنَ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_102.png,わたしたちがもう一度返ることが出来るなら，本当に信者の仲間に入るのですが。」
,19,26,3035,103,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_103.png,本当にこの中には，一つの印がある。だがかれらの多くは信じない。
,19,26,3036,104,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_104.png,本当にあなたの主は偉力ならびなく慈悲深くあられる。
,19,26,3037,105,كَذَّبَتْ قَوْمُ نُوحٍ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_105.png,ヌーフの民も，使徒たちを信じなかった。
,19,26,3038,106,إِذْ قَالَ لَهُمْ أَخُوهُمْ نُوحٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_106.png,かれらの同胞のヌーフが，かれらに言った時を思い起しなさい。「あなたがたは，主を畏れないのですか。
,19,26,3039,107,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_107.png,本当にわたしは，あなたがたへの誠実な使徒です。
,19,26,3040,108,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_108.png,それでアッラーを畏れ，わたしに従いなさい。
,19,26,3041,109,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_109.png,わたしは，それに対しあなたがたに報酬を求めません。わたしへの報酬は，只万有の主から（いただく）だけです。
,19,26,3042,110,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_110.png,だからアッラーを畏れ，わたしに従いなさい。」
,19,26,3043,111,۞ قَالُوا أَنُؤْمِنُ لَكَ وَاتَّبَعَكَ الْأَرْذَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_111.png,かれらは言った。「最も卑しい者たちがあなたに従っているというのに，わたしたちまであなたを信じるのですか。」
,19,26,3044,112,قَالَ وَمَا عِلْمِي بِمَا كَانُوا يَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_112.png,かれ（ヌーフ）は言った。「かれらが行っていることに就いて，わたしが何を知りましょうか。
,19,26,3045,113,إِنْ حِسَابُهُمْ إِلَّا عَلَىٰ رَبِّي ۖ لَوْ تَشْعُرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_113.png,かれらの清算は，只わたしの主に属するのです。もしあなたがたが理解するならば。
,19,26,3046,114,وَمَا أَنَا بِطَارِدِ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_114.png,またわたしは，信仰する者たちを追い払いません。
,19,26,3047,115,إِنْ أَنَا إِلَّا نَذِيرٌ مُّبِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_115.png,わたしは公明な一人の警告者に過ぎないのです。」
,19,26,3048,116,قَالُوا لَئِن لَّمْ تَنتَهِ يَا نُوحُ لَتَكُونَنَّ مِنَ الْمَرْجُومِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_116.png,かれらは言った。「あなたが止めないなら，ヌーフよ，必ず石打ちにされるでしょう。」
,19,26,3049,117,قَالَ رَبِّ إِنَّ قَوْمِي كَذَّبُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_117.png,かれは（祈って）言った。「主よ，本当にわたしの民はわたしを嘘付きであると申します。
,19,26,3050,118,فَافْتَحْ بَيْنِي وَبَيْنَهُمْ فَتْحًا وَنَجِّنِي وَمَن مَّعِيَ مِنَ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_118.png,それでわたしとかれらの間を，確り御裁き下され，わたしと，わたしと一緒の信者たちを救って下さい。」
,19,26,3051,119,فَأَنجَيْنَاهُ وَمَن مَّعَهُ فِي الْفُلْكِ الْمَشْحُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_119.png,そこでわれはかれと，かれと一緒の者たちを，満戦した舟の中に救ってやった。
,19,26,3052,120,ثُمَّ أَغْرَقْنَا بَعْدُ الْبَاقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_120.png,それからわれは後に残った者たちを溺れさせた。
,19,26,3053,121,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_121.png,本当にこの中には，一つの印がある。だがかれらの多くは信じない。
,19,26,3054,122,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_122.png,本当にあなたの主，かれは偉力ならびなく慈悲深くあられる
,19,26,3055,123,كَذَّبَتْ عَادٌ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_123.png,アード（の民）も，使徒たちを嘘付きであるとした。
,19,26,3056,124,إِذْ قَالَ لَهُمْ أَخُوهُمْ هُودٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_124.png,かれらの同胞のフードがかれらに言った時を思い起せ。「あなたがたは主を畏れないのですか。
,19,26,3057,125,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_125.png,本当にわたしは，あなたがたへの誠実な使徒です。
,19,26,3058,126,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_126.png,だからアッラーを畏れ，わたしに従いなさい。
,19,26,3059,127,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_127.png,またわたしは，このことであなたがたに報酬を求めません。わたしへの報酬は，只万有の主から（いただく）だけです。
,19,26,3060,128,أَتَبْنُونَ بِكُلِّ رِيعٍ آيَةً تَعْبَثُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_128.png,あなたがたは高地という高地に悪戯に碑を建てるのですか。
,19,26,3061,129,وَتَتَّخِذُونَ مَصَانِعَ لَعَلَّكُمْ تَخْلُدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_129.png,またあなたがたは（永遠に）住もうとして，堅固な高楼を建てるのですか。
,19,26,3062,130,وَإِذَا بَطَشْتُم بَطَشْتُمْ جَبَّارِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_130.png,あなたがたは暴力を振う時，暴虐者のように振舞うのですか。
,19,26,3063,131,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_131.png,アッラーを畏れ，わたしに従いなさい。
,19,26,3064,132,وَاتَّقُوا الَّذِي أَمَدَّكُم بِمَا تَعْلَمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_132.png,あなたがたが知る程のものを，授けられる方を畏れなさい。
,19,26,3065,133,أَمَدَّكُم بِأَنْعَامٍ وَبَنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_133.png,かれは数々の家畜と子孫を，あなたがたに授けられ，
,19,26,3066,134,وَجَنَّاتٍ وَعُيُونٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_134.png,また果樹園や泉をも授けられた。
,19,26,3067,135,إِنِّي أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ عَظِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_135.png,わたしはあなたがたに加えられる偉大な日の懲罰を本当に恐れる。」
,19,26,3068,136,قَالُوا سَوَاءٌ عَلَيْنَا أَوَعَظْتَ أَمْ لَمْ تَكُن مِّنَ الْوَاعِظِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_136.png,かれらは言った。「あなたが説教しても説教しなくても，わたしたちにとっては同じことです。
,19,26,3069,137,إِنْ هَٰذَا إِلَّا خُلُقُ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_137.png,本当にこれは，昔のやり方に外なりません。
,19,26,3070,138,وَمَا نَحْنُ بِمُعَذَّبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_138.png,わたしたちは懲罰されないのです。」
,19,26,3071,139,فَكَذَّبُوهُ فَأَهْلَكْنَاهُمْ ۗ إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_139.png,かれらは，かれを嘘付きであるとした。そこでわれはかれらを滅ぼした。本当にこの中には，一つの印がある。だがかれらの多くは信じない。
,19,26,3072,140,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_140.png,本当にあなたの主は偉力ならびなく慈悲深い御方であられる。
,19,26,3073,141,كَذَّبَتْ ثَمُودُ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_141.png,サムード（の民）も，使徒たちを嘘付きであるとした。
,19,26,3074,142,إِذْ قَالَ لَهُمْ أَخُوهُمْ صَالِحٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_142.png,かれらの同胞サーリフが，かれらに言った時を思い起しなさい。「あなたがたは主を畏れないのですか。
,19,26,3075,143,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_143.png,本当にわたしは，あなたがたへの誠実な使徒です。
,19,26,3076,144,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_144.png,だからアッラーを畏れわたしに従いなさい。
,19,26,3077,145,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_145.png,わたしはあなたがたにこのことで報酬を求めない。わたしへの報酬は，只万有の主から（いただく）だけです。
,19,26,3078,146,أَتُتْرَكُونَ فِي مَا هَاهُنَا آمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_146.png,あなたがたはここで，いつまでも安泰でいられましょうか。
,19,26,3079,147,فِي جَنَّاتٍ وَعُيُونٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_147.png,果樹園や泉，
,19,26,3080,148,وَزُرُوعٍ وَنَخْلٍ طَلْعُهَا هَضِيمٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_148.png,穀物畑や，見事な若実を付けるナツメヤシの園，
,19,26,3081,149,وَتَنْحِتُونَ مِنَ الْجِبَالِ بُيُوتًا فَارِهِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_149.png,また（岩）山に，あなたがたが巧みに家を切り穿っても（安泰であり得ようか）。
,19,26,3082,150,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_150.png,だからアッラーを畏れ，わたしに従いなさい。
,19,26,3083,151,وَلَا تُطِيعُوا أَمْرَ الْمُسْرِفِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_151.png,あなたがたは，無法な常軌を逸した者の命令に，従ってはなりません。
,19,26,3084,152,الَّذِينَ يُفْسِدُونَ فِي الْأَرْضِ وَلَا يُصْلِحُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_152.png,かれらは地上に危害を引き起す者で，（悪弊を）矯正する者ではありません。」
,19,26,3085,153,قَالُوا إِنَّمَا أَنتَ مِنَ الْمُسَحَّرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_153.png,かれらは言った。「あなたは(ほ?)かれた者に過ぎません。
,19,26,3086,154,مَا أَنتَ إِلَّا بَشَرٌ مِّثْلُنَا فَأْتِ بِآيَةٍ إِن كُنتَ مِنَ الصَّادِقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_154.png,あなたは，わたしたちと同じ一人の人間に過ぎません。あなたの言うのが本当なら，わたしたちに印を(西?)しなさい。」
,19,26,3087,155,قَالَ هَٰذِهِ نَاقَةٌ لَّهَا شِرْبٌ وَلَكُمْ شِرْبُ يَوْمٍ مَّعْلُومٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_155.png,かれ（サーリフ）は言った。「ここに一頭の雌ラクダがいます。それにも水飲み日があり，またあなたがたにも，（それぞれ）決められた水飲み日があります。
,19,26,3088,156,وَلَا تَمَسُّوهَا بِسُوءٍ فَيَأْخُذَكُمْ عَذَابُ يَوْمٍ عَظِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_156.png,偉大な日の懲罰があなたがたを襲わないよう，それに害を加えてはなりません。」
,19,26,3089,157,فَعَقَرُوهَا فَأَصْبَحُوا نَادِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_157.png,だがかれらは，その腱を切って不具にし，たちまち後悔することになった。
,19,26,3090,158,فَأَخَذَهُمُ الْعَذَابُ ۗ إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_158.png,それは懲罰がかれらを襲ったからである。本当にこの中には，一つの印がある。だがかれらの多くは信じない。
,19,26,3091,159,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_159.png,本当にあなたの主は偉力ならびなく慈悲深い御方であられる。
,19,26,3092,160,كَذَّبَتْ قَوْمُ لُوطٍ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_160.png,ルートの民も使徒たちを嘘付きであるとした。
,19,26,3093,161,إِذْ قَالَ لَهُمْ أَخُوهُمْ لُوطٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_161.png,同胞ルートが，かれらに，「あなたがたは主を畏れないのですか。」と言った時を思い起しなさい。
,19,26,3094,162,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_162.png,「本当にわたしは，あなたがたへの誠実な使徒です。
,19,26,3095,163,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_163.png,だからアッラーを畏れ，わたしに従いなさい。
,19,26,3096,164,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_164.png,わたしはあなたがたにこのことで報酬を求めません。わたしへの報酬は，誰々万有の主から（いただく）だけです。
,19,26,3097,165,أَتَأْتُونَ الذُّكْرَانَ مِنَ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_165.png,あなたがたは創造された者の中男だけに近付き，
