Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image, content_en_si
Ayah 11756,2,74,5520,25,إِنْ هَٰذَا إِلَّا قَوْلُ الْبَشَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_25.png,"This is not but the word of a human being."""
Ayah 11757,2,74,5521,26,سَأُصْلِيهِ سَقَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_26.png,I will drive him into Saqar.
Ayah 11758,2,74,5522,27,وَمَا أَدْرَاكَ مَا سَقَرُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_27.png,And what can make you know what is Saqar?
Ayah 11759,2,74,5523,28,لَا تُبْقِي وَلَا تَذَرُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_28.png,"It lets nothing remain and leaves nothing [unburned],"
Ayah 11760,2,74,5524,29,لَوَّاحَةٌ لِّلْبَشَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_29.png,Blackening the skins.
Ayah 11761,2,74,5525,30,عَلَيْهَا تِسْعَةَ عَشَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_30.png,Over it are nineteen [angels].
Ayah 11762,2,74,5526,31,وَمَا جَعَلْنَا أَصْحَابَ النَّارِ إِلَّا مَلَائِكَةً ۙ وَمَا جَعَلْنَا عِدَّتَهُمْ إِلَّا فِتْنَةً لِّلَّذِينَ كَفَرُوا لِيَسْتَيْقِنَ الَّذِينَ أُوتُوا الْكِتَابَ وَيَزْدَادَ الَّذِينَ آمَنُوا إِيمَانًا ۙ وَلَا يَرْتَابَ الَّذِينَ أُوتُوا الْكِتَابَ وَالْمُؤْمِنُونَ ۙ وَلِيَقُولَ الَّذِينَ فِي قُلُوبِهِم مَّرَضٌ وَالْكَافِرُونَ مَاذَا أَرَادَ اللَّهُ بِهَٰذَا مَثَلًا ۚ كَذَٰلِكَ يُضِلُّ اللَّهُ مَن يَشَاءُ وَيَهْدِي مَن يَشَاءُ ۚ وَمَا يَعْلَمُ جُنُودَ رَبِّكَ إِلَّا هُوَ ۚ وَمَا هِيَ إِلَّا ذِكْرَىٰ لِلْبَشَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_31.png,"And We have not made the keepers of the Fire except angels. And We have not made their number except as a trial for those who disbelieve - that those who were given the Scripture will be convinced and those who have believed will increase in faith and those who were given the Scripture and the believers will not doubt and that those in whose hearts is hypocrisy and the disbelievers will say, ""What does Allah intend by this as an example?"" Thus does Allah leave astray whom He wills and guides whom He wills. And none knows the soldiers of your Lord except Him. And mention of the Fire is not but a reminder to humanity."
Ayah 11763,2,74,5527,32,كَلَّا وَالْقَمَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_32.png,No! By the moon
Ayah 11764,2,74,5528,33,وَاللَّيْلِ إِذْ أَدْبَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_33.png,And [by] the night when it departs
Ayah 11765,2,74,5529,34,وَالصُّبْحِ إِذَا أَسْفَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_34.png,"And [by] the morning when it brightens,"
Ayah 11766,2,74,5530,35,إِنَّهَا لَإِحْدَى الْكُبَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_35.png,"Indeed, the Fire is of the greatest [afflictions]"
Ayah 11767,2,74,5531,36,نَذِيرًا لِّلْبَشَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_36.png,As a warning to humanity -
Ayah 11768,2,74,5532,37,لِمَن شَاءَ مِنكُمْ أَن يَتَقَدَّمَ أَوْ يَتَأَخَّرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_37.png,To whoever wills among you to proceed or stay behind.
Ayah 11769,2,74,5533,38,كُلُّ نَفْسٍ بِمَا كَسَبَتْ رَهِينَةٌ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_38.png,"Every soul, for what it has earned, will be retained"
Ayah 11770,2,74,5534,39,إِلَّا أَصْحَابَ الْيَمِينِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_39.png,"Except the companions of the right,"
Ayah 11771,2,74,5535,40,فِي جَنَّاتٍ يَتَسَاءَلُونَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_40.png,"[Who will be] in gardens, questioning each other"
Ayah 11772,2,74,5536,41,عَنِ الْمُجْرِمِينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_41.png,"About the criminals,"
Ayah 11773,2,74,5537,42,مَا سَلَكَكُمْ فِي سَقَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_42.png,"[And asking them], ""What put you into Saqar?"""
Ayah 11774,2,74,5538,43,قَالُوا لَمْ نَكُ مِنَ الْمُصَلِّينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_43.png,"They will say, ""We were not of those who prayed,"
Ayah 11775,2,74,5539,44,وَلَمْ نَكُ نُطْعِمُ الْمِسْكِينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_44.png,Nor did we used to feed the poor.
Ayah 11776,2,74,5540,45,وَكُنَّا نَخُوضُ مَعَ الْخَائِضِينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_45.png,"And we used to enter into vain discourse with those who engaged [in it],"
Ayah 11777,2,74,5541,46,وَكُنَّا نُكَذِّبُ بِيَوْمِ الدِّينِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_46.png,And we used to deny the Day of Recompense
Ayah 11778,2,74,5542,47,حَتَّىٰ أَتَانَا الْيَقِينُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_47.png,"Until there came to us the certainty."""
Ayah 11779,2,74,5543,48,فَمَا تَنفَعُهُمْ شَفَاعَةُ الشَّافِعِينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_48.png,So there will not benefit them the intercession of [any] intercessors.
Ayah 11780,2,74,5544,49,فَمَا لَهُمْ عَنِ التَّذْكِرَةِ مُعْرِضِينَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_49.png,"Then what is [the matter] with them that they are, from the reminder, turning away"
Ayah 11781,2,74,5545,50,كَأَنَّهُمْ حُمُرٌ مُّسْتَنفِرَةٌ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_50.png,As if they were alarmed donkeys
Ayah 11782,2,74,5546,51,فَرَّتْ مِن قَسْوَرَةٍ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_51.png,Fleeing from a lion?
Ayah 11783,2,74,5547,52,بَلْ يُرِيدُ كُلُّ امْرِئٍ مِّنْهُمْ أَن يُؤْتَىٰ صُحُفًا مُّنَشَّرَةً,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_52.png,"Rather, every person among them desires that he would be given scriptures spread about."
Ayah 11784,2,74,5548,53,كَلَّا ۖ بَل لَّا يَخَافُونَ الْآخِرَةَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_53.png,No! But they do not fear the Hereafter.
Ayah 11785,2,74,5549,54,كَلَّا إِنَّهُ تَذْكِرَةٌ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_54.png,"No! Indeed, the Qur'an is a reminder"
Ayah 11786,2,74,5550,55,فَمَن شَاءَ ذَكَرَهُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_55.png,Then whoever wills will remember it.
Ayah 11787,2,74,5551,56,وَمَا يَذْكُرُونَ إِلَّا أَن يَشَاءَ اللَّهُ ۚ هُوَ أَهْلُ التَّقْوَىٰ وَأَهْلُ الْمَغْفِرَةِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_56.png,And they will not remember except that Allah wills. He is worthy of fear and adequate for [granting] forgiveness.
Ayah 11788,2,75,5552,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ لَا أُقْسِمُ بِيَوْمِ الْقِيَامَةِ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_1.png,I swear by the Day of Resurrection
Ayah 11789,2,75,5553,2,وَلَا أُقْسِمُ بِالنَّفْسِ اللَّوَّامَةِ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_2.png,And I swear by the reproaching soul [to the certainty of resurrection].
Ayah 11790,2,75,5554,3,أَيَحْسَبُ الْإِنسَانُ أَلَّن نَّجْمَعَ عِظَامَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_3.png,Does man think that We will not assemble his bones?
Ayah 11791,2,75,5555,4,بَلَىٰ قَادِرِينَ عَلَىٰ أَن نُّسَوِّيَ بَنَانَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_4.png,Yes. [We are] Able [even] to proportion his fingertips.
Ayah 11792,2,75,5556,5,بَلْ يُرِيدُ الْإِنسَانُ لِيَفْجُرَ أَمَامَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_5.png,But man desires to continue in sin.
Ayah 11793,2,75,5557,6,يَسْأَلُ أَيَّانَ يَوْمُ الْقِيَامَةِ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_6.png,"He asks, ""When is the Day of Resurrection?"""
Ayah 11794,2,75,5558,7,فَإِذَا بَرِقَ الْبَصَرُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_7.png,So when vision is dazzled
Ayah 11795,2,75,5559,8,وَخَسَفَ الْقَمَرُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_8.png,And the moon darkens
Ayah 11796,2,75,5560,9,وَجُمِعَ الشَّمْسُ وَالْقَمَرُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_9.png,"And the sun and the moon are joined,"
Ayah 11797,2,75,5561,10,يَقُولُ الْإِنسَانُ يَوْمَئِذٍ أَيْنَ الْمَفَرُّ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_10.png,"Man will say on that Day, ""Where is the [place of] escape?"""
Ayah 11798,2,75,5562,11,كَلَّا لَا وَزَرَ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_11.png,No! There is no refuge.
Ayah 11799,2,75,5563,12,إِلَىٰ رَبِّكَ يَوْمَئِذٍ الْمُسْتَقَرُّ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_12.png,"To your Lord, that Day, is the [place of] permanence."
Ayah 11800,2,75,5564,13,يُنَبَّأُ الْإِنسَانُ يَوْمَئِذٍ بِمَا قَدَّمَ وَأَخَّرَ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_13.png,Man will be informed that Day of what he sent ahead and kept back.
Ayah 11801,2,75,5565,14,بَلِ الْإِنسَانُ عَلَىٰ نَفْسِهِ بَصِيرَةٌ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_14.png,"Rather, man, against himself, will be a witness,"
Ayah 11802,2,75,5566,15,وَلَوْ أَلْقَىٰ مَعَاذِيرَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_15.png,Even if he presents his excuses.
Ayah 11803,2,75,5567,16,لَا تُحَرِّكْ بِهِ لِسَانَكَ لِتَعْجَلَ بِهِ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_16.png,"Move not your tongue with it, [O Muhammad], to hasten with recitation of the Qur'an."
Ayah 11804,2,75,5568,17,إِنَّ عَلَيْنَا جَمْعَهُ وَقُرْآنَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_17.png,"Indeed, upon Us is its collection [in your heart] and [to make possible] its recitation."
Ayah 11805,2,75,5569,18,فَإِذَا قَرَأْنَاهُ فَاتَّبِعْ قُرْآنَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_18.png,"So when We have recited it [through Gabriel], then follow its recitation."
Ayah 11806,2,75,5570,19,ثُمَّ إِنَّ عَلَيْنَا بَيَانَهُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_19.png,Then upon Us is its clarification [to you].
Ayah 11807,2,75,5571,20,كَلَّا بَلْ تُحِبُّونَ الْعَاجِلَةَ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_20.png,No! But you love the immediate
Ayah 11808,2,75,5572,21,وَتَذَرُونَ الْآخِرَةَ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_21.png,And leave the Hereafter.
Ayah 11809,2,75,5573,22,وُجُوهٌ يَوْمَئِذٍ نَّاضِرَةٌ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_22.png,"[Some] faces, that Day, will be radiant,"
Ayah 11810,2,75,5574,23,إِلَىٰ رَبِّهَا نَاظِرَةٌ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_23.png,Looking at their Lord.
Ayah 11811,2,75,5575,24,وَوُجُوهٌ يَوْمَئِذٍ بَاسِرَةٌ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_24.png,"And [some] faces, that Day, will be contorted,"
Ayah 11812,2,75,5576,25,تَظُنُّ أَن يُفْعَلَ بِهَا فَاقِرَةٌ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_25.png,Expecting that there will be done to them [something] backbreaking.
Ayah 11813,2,75,5577,26,كَلَّا إِذَا بَلَغَتِ التَّرَاقِيَ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_26.png,No! When the soul has reached the collar bones
Ayah 11814,2,75,5578,27,وَقِيلَ مَنْ ۜ رَاقٍ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_27.png,"And it is said, ""Who will cure [him]?"""
Ayah 11815,2,75,5579,28,وَظَنَّ أَنَّهُ الْفِرَاقُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_28.png,And the dying one is certain that it is the [time of] separation
Ayah 11816,2,75,5580,29,وَالْتَفَّتِ السَّاقُ بِالسَّاقِ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_29.png,"And the leg is wound about the leg,"
Ayah 11817,2,75,5581,30,إِلَىٰ رَبِّكَ يَوْمَئِذٍ الْمَسَاقُ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_30.png,"To your Lord, that Day, will be the procession."
Ayah 11818,2,75,5582,31,فَلَا صَدَّقَ وَلَا صَلَّىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_31.png,"And the disbeliever had not believed, nor had he prayed."
Ayah 11819,2,75,5583,32,وَلَٰكِن كَذَّبَ وَتَوَلَّىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_32.png,"But [instead], he denied and turned away."
Ayah 11820,2,75,5584,33,ثُمَّ ذَهَبَ إِلَىٰ أَهْلِهِ يَتَمَطَّىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_33.png,"And then he went to his people, swaggering [in pride]."
Ayah 11821,2,75,5585,34,أَوْلَىٰ لَكَ فَأَوْلَىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_34.png,"Woe to you, and woe!"
Ayah 11822,2,75,5586,35,ثُمَّ أَوْلَىٰ لَكَ فَأَوْلَىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_35.png,"Then woe to you, and woe!"
Ayah 11823,2,75,5587,36,أَيَحْسَبُ الْإِنسَانُ أَن يُتْرَكَ سُدًى,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_36.png,Does man think that he will be left neglected?
Ayah 11824,2,75,5588,37,أَلَمْ يَكُ نُطْفَةً مِّن مَّنِيٍّ يُمْنَىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_37.png,Had he not been a sperm from semen emitted?
Ayah 11825,2,75,5589,38,ثُمَّ كَانَ عَلَقَةً فَخَلَقَ فَسَوَّىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_38.png,"Then he was a clinging clot, and [Allah] created [his form] and proportioned [him]"
Ayah 11826,2,75,5590,39,فَجَعَلَ مِنْهُ الزَّوْجَيْنِ الذَّكَرَ وَالْأُنثَىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_39.png,"And made of him two mates, the male and the female."
Ayah 11827,2,75,5591,40,أَلَيْسَ ذَٰلِكَ بِقَادِرٍ عَلَىٰ أَن يُحْيِيَ الْمَوْتَىٰ,Al-Qiyama—القيامة,The rising of the dead,public://sura_images/75.png,public://quran_images/75_40.png,Is not that [Creator] Able to give life to the dead?
Ayah 11828,2,76,5592,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ هَلْ أَتَىٰ عَلَى الْإِنسَانِ حِينٌ مِّنَ الدَّهْرِ لَمْ يَكُن شَيْئًا مَّذْكُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_1.png,Has there [not] come upon man a period of time when he was not a thing [even] mentioned?
Ayah 11829,2,76,5593,2,إِنَّا خَلَقْنَا الْإِنسَانَ مِن نُّطْفَةٍ أَمْشَاجٍ نَّبْتَلِيهِ فَجَعَلْنَاهُ سَمِيعًا بَصِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_2.png,"Indeed, We created man from a sperm-drop mixture that We may try him; and We made him hearing and seeing."
Ayah 11830,2,76,5594,3,إِنَّا هَدَيْنَاهُ السَّبِيلَ إِمَّا شَاكِرًا وَإِمَّا كَفُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_3.png,"Indeed, We guided him to the way, be he grateful or be he ungrateful."
Ayah 11831,2,76,5595,4,إِنَّا أَعْتَدْنَا لِلْكَافِرِينَ سَلَاسِلَ وَأَغْلَالًا وَسَعِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_4.png,"Indeed, We have prepared for the disbelievers chains and shackles and a blaze."
Ayah 11832,2,76,5596,5,إِنَّ الْأَبْرَارَ يَشْرَبُونَ مِن كَأْسٍ كَانَ مِزَاجُهَا كَافُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_5.png,"Indeed, the righteous will drink from a cup [of wine] whose mixture is of Kafur,"
Ayah 11833,2,76,5597,6,عَيْنًا يَشْرَبُ بِهَا عِبَادُ اللَّهِ يُفَجِّرُونَهَا تَفْجِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_6.png,A spring of which the [righteous] servants of Allah will drink; they will make it gush forth in force [and abundance].
Ayah 11834,2,76,5598,7,يُوفُونَ بِالنَّذْرِ وَيَخَافُونَ يَوْمًا كَانَ شَرُّهُ مُسْتَطِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_7.png,They [are those who] fulfill [their] vows and fear a Day whose evil will be widespread.
Ayah 11835,2,76,5599,8,وَيُطْعِمُونَ الطَّعَامَ عَلَىٰ حُبِّهِ مِسْكِينًا وَيَتِيمًا وَأَسِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_8.png,"And they give food in spite of love for it to the needy, the orphan, and the captive,"
Ayah 11836,2,76,5600,9,إِنَّمَا نُطْعِمُكُمْ لِوَجْهِ اللَّهِ لَا نُرِيدُ مِنكُمْ جَزَاءً وَلَا شُكُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_9.png,"[Saying], ""We feed you only for the countenance of Allah. We wish not from you reward or gratitude."
Ayah 11837,2,76,5601,10,إِنَّا نَخَافُ مِن رَّبِّنَا يَوْمًا عَبُوسًا قَمْطَرِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_10.png,"Indeed, We fear from our Lord a Day austere and distressful."""
Ayah 11838,2,76,5602,11,فَوَقَاهُمُ اللَّهُ شَرَّ ذَٰلِكَ الْيَوْمِ وَلَقَّاهُمْ نَضْرَةً وَسُرُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_11.png,So Allah will protect them from the evil of that Day and give them radiance and happiness
Ayah 11839,2,76,5603,12,وَجَزَاهُم بِمَا صَبَرُوا جَنَّةً وَحَرِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_12.png,And will reward them for what they patiently endured [with] a garden [in Paradise] and silk [garments].
Ayah 11840,2,76,5604,13,مُّتَّكِئِينَ فِيهَا عَلَى الْأَرَائِكِ ۖ لَا يَرَوْنَ فِيهَا شَمْسًا وَلَا زَمْهَرِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_13.png,[They will be] reclining therein on adorned couches. They will not see therein any [burning] sun or [freezing] cold.
Ayah 11841,2,76,5605,14,وَدَانِيَةً عَلَيْهِمْ ظِلَالُهَا وَذُلِّلَتْ قُطُوفُهَا تَذْلِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_14.png,"And near above them are its shades, and its [fruit] to be picked will be lowered in compliance."
Ayah 11842,2,76,5606,15,وَيُطَافُ عَلَيْهِم بِآنِيَةٍ مِّن فِضَّةٍ وَأَكْوَابٍ كَانَتْ قَوَارِيرَا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_15.png,"And there will be circulated among them vessels of silver and cups having been [created] clear [as glass],"
Ayah 11843,2,76,5607,16,قَوَارِيرَ مِن فِضَّةٍ قَدَّرُوهَا تَقْدِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_16.png,Clear glasses [made] from silver of which they have determined the measure.
Ayah 11844,2,76,5608,17,وَيُسْقَوْنَ فِيهَا كَأْسًا كَانَ مِزَاجُهَا زَنجَبِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_17.png,And they will be given to drink a cup [of wine] whose mixture is of ginger
Ayah 11845,2,76,5609,18,عَيْنًا فِيهَا تُسَمَّىٰ سَلْسَبِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_18.png,[From] a fountain within Paradise named Salsabeel.
Ayah 11846,2,76,5610,19,۞ وَيَطُوفُ عَلَيْهِمْ وِلْدَانٌ مُّخَلَّدُونَ إِذَا رَأَيْتَهُمْ حَسِبْتَهُمْ لُؤْلُؤًا مَّنثُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_19.png,"There will circulate among them young boys made eternal. When you see them, you would think them [as beautiful as] scattered pearls."
Ayah 11847,2,76,5611,20,وَإِذَا رَأَيْتَ ثَمَّ رَأَيْتَ نَعِيمًا وَمُلْكًا كَبِيرًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_20.png,"And when you look there [in Paradise], you will see pleasure and great dominion."
Ayah 11848,2,76,5612,21,عَالِيَهُمْ ثِيَابُ سُندُسٍ خُضْرٌ وَإِسْتَبْرَقٌ ۖ وَحُلُّوا أَسَاوِرَ مِن فِضَّةٍ وَسَقَاهُمْ رَبُّهُمْ شَرَابًا طَهُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_21.png,"Upon the inhabitants will be green garments of fine silk and brocade. And they will be adorned with bracelets of silver, and their Lord will give them a purifying drink."
Ayah 11849,2,76,5613,22,إِنَّ هَٰذَا كَانَ لَكُمْ جَزَاءً وَكَانَ سَعْيُكُم مَّشْكُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_22.png,"[And it will be said], ""Indeed, this is for you a reward, and your effort has been appreciated."""
Ayah 11850,2,76,5614,23,إِنَّا نَحْنُ نَزَّلْنَا عَلَيْكَ الْقُرْآنَ تَنزِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_23.png,"Indeed, it is We who have sent down to you, [O Muhammad], the Qur'an progressively."
Ayah 11851,2,76,5615,24,فَاصْبِرْ لِحُكْمِ رَبِّكَ وَلَا تُطِعْ مِنْهُمْ آثِمًا أَوْ كَفُورًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_24.png,So be patient for the decision of your Lord and do not obey from among them a sinner or ungrateful [disbeliever].
Ayah 11852,2,76,5616,25,وَاذْكُرِ اسْمَ رَبِّكَ بُكْرَةً وَأَصِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_25.png,And mention the name of your Lord [in prayer] morning and evening
Ayah 11853,2,76,5617,26,وَمِنَ اللَّيْلِ فَاسْجُدْ لَهُ وَسَبِّحْهُ لَيْلًا طَوِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_26.png,And during the night prostrate to Him and exalt Him a long [part of the] night.
Ayah 11854,2,76,5618,27,إِنَّ هَٰؤُلَاءِ يُحِبُّونَ الْعَاجِلَةَ وَيَذَرُونَ وَرَاءَهُمْ يَوْمًا ثَقِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_27.png,"Indeed, these [disbelievers] love the immediate and leave behind them a grave Day."
Ayah 11855,2,76,5619,28,نَّحْنُ خَلَقْنَاهُمْ وَشَدَدْنَا أَسْرَهُمْ ۖ وَإِذَا شِئْنَا بَدَّلْنَا أَمْثَالَهُمْ تَبْدِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_28.png,"We have created them and strengthened their forms, and when We will, We can change their likenesses with [complete] alteration."
Ayah 11856,2,76,5620,29,إِنَّ هَٰذِهِ تَذْكِرَةٌ ۖ فَمَن شَاءَ اتَّخَذَ إِلَىٰ رَبِّهِ سَبِيلًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_29.png,"Indeed, this is a reminder, so he who wills may take to his Lord a way."
Ayah 11857,2,76,5621,30,وَمَا تَشَاءُونَ إِلَّا أَن يَشَاءَ اللَّهُ ۚ إِنَّ اللَّهَ كَانَ عَلِيمًا حَكِيمًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_30.png,"And you do not will except that Allah wills. Indeed, Allah is ever Knowing and Wise."
Ayah 11858,2,76,5622,31,يُدْخِلُ مَن يَشَاءُ فِي رَحْمَتِهِ ۚ وَالظَّالِمِينَ أَعَدَّ لَهُمْ عَذَابًا أَلِيمًا,Al-Insan—الإنسان,The man,public://sura_images/76.png,public://quran_images/76_31.png,He admits whom He wills into His mercy; but the wrongdoers - He has prepared for them a painful punishment.
