Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ug
,12,13,1736,29,الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ طُوبَىٰ لَهُمْ وَحُسْنُ مَآبٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_29.png,ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغانلار خۇشاللىققا، گۈزەل قارارگاھقا (يەنى جەننەتكە) ئېرىشىدۇ
,12,13,1737,30,كَذَٰلِكَ أَرْسَلْنَاكَ فِي أُمَّةٍ قَدْ خَلَتْ مِن قَبْلِهَا أُمَمٌ لِّتَتْلُوَ عَلَيْهِمُ الَّذِي أَوْحَيْنَا إِلَيْكَ وَهُمْ يَكْفُرُونَ بِالرَّحْمَٰنِ ۚ قُلْ هُوَ رَبِّي لَا إِلَٰهَ إِلَّا هُوَ عَلَيْهِ تَوَكَّلْتُ وَإِلَيْهِ مَتَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_30.png,(ئى مۇھەممەد!) بىز ساڭا ۋەھىي قىلغان كىتابنى ئۇلارغا ئوقۇپ بېرىشىڭ ئۈچۈن، سەندىن ئىلگىرى پەيغەمبەرلەرنى ئەۋەتكەندەك، سېنى شۇنداق بىر ئۈممەتكە ئەۋەتتۇقكى، ئۇنىڭدىن بۇرۇن نۇرغۇن ئۈممەتلەر ئۆتكەن، ھالبۇكى، ئۇلار (يەنى مۇشرىكلار) مەرھەمەتلىك اﷲ نى ئىنكار قىلماقتا، (ئى مۇھەممەد! بۇ مۇشرىكلارغا) ئېيتقىنكى، «ئۇ مېنىڭ پەرۋەردىگارىمدۇر، ئۇنىڭدىن باشقا ھېچ مەبۇد (بەرھەق) يۇقتۇر، ئۇنىڭغا تەۋەككۈل قىلدىم ۋە ئۇنىڭ دەرگاھىغا قايتىمەن»
,12,13,1738,31,وَلَوْ أَنَّ قُرْآنًا سُيِّرَتْ بِهِ الْجِبَالُ أَوْ قُطِّعَتْ بِهِ الْأَرْضُ أَوْ كُلِّمَ بِهِ الْمَوْتَىٰ ۗ بَل لِّلَّهِ الْأَمْرُ جَمِيعًا ۗ أَفَلَمْ يَيْأَسِ الَّذِينَ آمَنُوا أَن لَّوْ يَشَاءُ اللَّهُ لَهَدَى النَّاسَ جَمِيعًا ۗ وَلَا يَزَالُ الَّذِينَ كَفَرُوا تُصِيبُهُم بِمَا صَنَعُوا قَارِعَةٌ أَوْ تَحُلُّ قَرِيبًا مِّن دَارِهِمْ حَتَّىٰ يَأْتِيَ وَعْدُ اللَّهِ ۚ إِنَّ اللَّهَ لَا يُخْلِفُ الْمِيعَادَ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_31.png,مۇبادا بىرەر قۇرئان (يەنى كىتاب) بولۇپ، ئۇ (تىلاۋەت قىلىش) بىلەن تاغلار يۆتكىلىدىغان ياكى يەر يېرىلىدىغان ۋە ياكى ئۆلۈكلەر سۆزلەيدىغان بولغان تەقدىردىمۇ (ئۇلار چوقۇم ئىمان ئېيتمايتتى). ھەممە ئىش اﷲ نىڭ ئىلكىدىدۇر، ئەگەر اﷲ خالىسا، ئىنسانلارنىڭ ھەممىسىنى جەزمەن ھىدايەت قىلىدىغانلىقىنى مۆمىنلەر بىلمىدىمۇ؟ (مەككە پەتھى قىلىنىپ ئىسلام دىنىنىڭ غەلىبە قىلىشىدىن ئىبارەت) اﷲ نىڭ ۋەدىسى ئەمەلگە ئاشقانغا قەدەر، كاپىرلار ئۆز قىلمىشلىرى تۈپەيلىدىن ھامان تۈرلۈك بالالارغا دۇچار بولىدۇ، ياكى بالا ئۇلارنىڭ يۇرتىغا يېقىن بىر جايغا چۈشىدۇ، اﷲ ۋەدىسىگە ئەلۋەتتە خىلاپلىق قىلمايدۇ
,12,13,1739,32,وَلَقَدِ اسْتُهْزِئَ بِرُسُلٍ مِّن قَبْلِكَ فَأَمْلَيْتُ لِلَّذِينَ كَفَرُوا ثُمَّ أَخَذْتُهُمْ ۖ فَكَيْفَ كَانَ عِقَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_32.png,سەندىن ئىلگىرى ئۆتكەن نۇرغۇن پەيغەمبەرلەر ھەقىقەتەن مەسخىرە قىلىندى. كاپىرلارغا بېرىلىدىغان ئازابنى بىر مۇددەت كېچىكتۈردۈم، ئاندىن ئۇلارنى جازالىدىم، ئۇلارغا بەرگەن جازايىم قانداق ئىكەن؟
,12,13,1740,33,أَفَمَنْ هُوَ قَائِمٌ عَلَىٰ كُلِّ نَفْسٍ بِمَا كَسَبَتْ ۗ وَجَعَلُوا لِلَّهِ شُرَكَاءَ قُلْ سَمُّوهُمْ ۚ أَمْ تُنَبِّئُونَهُ بِمَا لَا يَعْلَمُ فِي الْأَرْضِ أَم بِظَاهِرٍ مِّنَ الْقَوْلِ ۗ بَلْ زُيِّنَ لِلَّذِينَ كَفَرُوا مَكْرُهُمْ وَصُدُّوا عَنِ السَّبِيلِ ۗ وَمَن يُضْلِلِ اللَّهُ فَمَا لَهُ مِنْ هَادٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_33.png,ھەر بىر كىشىنىڭ قىلغان ئەمەلىنى كۈزىتىپ تۇرغۇچى اﷲ (بۇتلارغا ئوخشامدۇ؟) ئۇلار بۇتلارنى اﷲ قا شېرىك قىلدى. ئۇلارغا: «ئۇلارغا بۇتلارنىڭ ناملىرىنى ئاتاپ بېقىڭلار، يەر يۈزىدە اﷲ بىلمەيدىغان نەرسىلەر باردەك، سىلەر ئۇلارنى اﷲ قا ئېيتىپ بېرەلەمسىلەر؟ ياكى قۇرۇق گۇمان بىلەن (ئۇلارنى اﷲ نىڭ شېرىكلىرى دەۋاتامسىلەر؟)» دېگىن. بەلكى كاپىرلارغا ئۇلارنىڭ كۇفرى چىرايلىق كۆرسىتىلدى، ئۇلار توغرا يولدىن مەنئى قىلىندى. اﷲ گۇمراھ قىلغان ئادەمگە ھېچقانداق ھىدايەت قىلغۇچى بولمايدۇ
,12,13,1741,34,لَّهُمْ عَذَابٌ فِي الْحَيَاةِ الدُّنْيَا ۖ وَلَعَذَابُ الْآخِرَةِ أَشَقُّ ۖ وَمَا لَهُم مِّنَ اللَّهِ مِن وَاقٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_34.png,ئۇلار بۇ دۇنيادا ئازابقا دۇچار بولىدۇ، ئۇلارنى اﷲ نىڭ ئازابىدىن ساقلىغۇچى بولمايدۇ
,12,13,1742,35,۞ مَّثَلُ الْجَنَّةِ الَّتِي وُعِدَ الْمُتَّقُونَ ۖ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۖ أُكُلُهَا دَائِمٌ وَظِلُّهَا ۚ تِلْكَ عُقْبَى الَّذِينَ اتَّقَوا ۖ وَّعُقْبَى الْكَافِرِينَ النَّارُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_35.png,تەقۋادارلارغا ۋەدە قىلىنغان جەننەتنىڭ سۈپىتى شۇكى، ئۇنىڭ ئاستىدىن ئۆستەڭلار ئېقىپ تۇرىدۇ، ئۇنىڭ مېۋىلىرى تۈگىمەيدۇ، ھەمىشە سايە چۈشۈپ تۇرىدۇ، ئەنە شۇ تەقۋادارلارنىڭ ئاقىۋەت بارىدىغان جايىدۇر؛ كاپىرلارنىڭ ئاقىۋەت بارىدىغان جايى دوزاختۇر
,12,13,1743,36,وَالَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَفْرَحُونَ بِمَا أُنزِلَ إِلَيْكَ ۖ وَمِنَ الْأَحْزَابِ مَن يُنكِرُ بَعْضَهُ ۚ قُلْ إِنَّمَا أُمِرْتُ أَنْ أَعْبُدَ اللَّهَ وَلَا أُشْرِكَ بِهِ ۚ إِلَيْهِ أَدْعُو وَإِلَيْهِ مَآبِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_36.png,(ئى مۇھەممەد!) بىز كىتاب (يەنى تەۋرات ۋە ئىنجىل) نازىل قىلغانلار (يەنى ئابدۇللا ئىبن سالام ۋە نەجاشىغا ئوخشاشلار) ساڭا نازىل قىلىنغان (قۇرئان) دىن شادلىنىدۇ. (ساڭا قارشى) ئىتتىپاق تۈزگەنلەرنىڭ ئارىسىدا (ھەقلىقىنى بىلىپ تۇرۇپ گەدەنكەشلىكتىن) قۇرئاننىڭ بەزى (جايلىرىنى) ئىنكار قىلىدىغانلارمۇ بار. (ئى مۇھەممەد!) «مەن پەقەت (يالغۇز) اﷲ غىلا قىلىشقا، اﷲ قا (ھېچ نەرسىنى) شېرىك كەلتۈرمەسلىككە بۇيرۇلدۇم، (ئىنسانلارنى) اﷲ قا ئىبادەت قىلىشقا دەۋەت قىلىمەن، اﷲ نىڭلا دەرگاھىغا قايتىمەن» دېگىن
,12,13,1744,37,وَكَذَٰلِكَ أَنزَلْنَاهُ حُكْمًا عَرَبِيًّا ۚ وَلَئِنِ اتَّبَعْتَ أَهْوَاءَهُم بَعْدَمَا جَاءَكَ مِنَ الْعِلْمِ مَا لَكَ مِنَ اللَّهِ مِن وَلِيٍّ وَلَا وَاقٍ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_37.png,شۇنىڭدەك (يەنى ئۆتكەنكى پەيغەمبەرلەرگە ئۆز تىلىدا كىتاب نازىل قىلغىنىمىزدەك)، قۇرئاننى ئەرەب تىلىدا (كىشىلەرنىڭ ئارىسىدا چىقىرىشقا) ھۆكۈم قىلىپ نازىل قىلدۇق، سەن ئىلىمگە ئىگە بولۇپ تۇرۇپ، ئۇلارنىڭ (يەنى ئەھلى كىتابنىڭ) نەپسى خاھىشلىرىغا ئەگىشىپ كېتىدىغان بولساڭ، ساڭا ھېچقانداق ياردەم بەرگۈچى ۋە سېنى اﷲ نىڭ ئازابىدىن ساقلىغۇچى بولمايدۇ
,12,13,1745,38,وَلَقَدْ أَرْسَلْنَا رُسُلًا مِّن قَبْلِكَ وَجَعَلْنَا لَهُمْ أَزْوَاجًا وَذُرِّيَّةً ۚ وَمَا كَانَ لِرَسُولٍ أَن يَأْتِيَ بِآيَةٍ إِلَّا بِإِذْنِ اللَّهِ ۗ لِكُلِّ أَجَلٍ كِتَابٌ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_38.png,بىز سەندىن ئىلگىرى ھەقىقەتەن نۇرغۇن پەيغەمبەرلەرنى ئەۋەتتۇق، ئۇلارغا خوتۇنلار ۋە بالىلار بەردۇق، ھەرقانداق پەيغەمبەر اﷲ نىڭ ئىزنىسىز مۆجىزە كەلتۈرەلمەيدۇ، ھەربىر ۋاقىتنىڭ (ئۆزىگە مۇناسىپ) ھۆكمى بولىدۇ
,12,13,1746,39,يَمْحُو اللَّهُ مَا يَشَاءُ وَيُثْبِتُ ۖ وَعِندَهُ أُمُّ الْكِتَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_39.png,اﷲ (ئەھكاملاردىن) خالىغىنىنى بىكار قىلىدۇ، خالىغىنىنى ئۆز جايىدا قالدۇرىدۇ. لەۋھۇلمەھپۇز اﷲ نىڭ دەرگاھىدىدۇر
,12,13,1747,40,وَإِن مَّا نُرِيَنَّكَ بَعْضَ الَّذِي نَعِدُهُمْ أَوْ نَتَوَفَّيَنَّكَ فَإِنَّمَا عَلَيْكَ الْبَلَاغُ وَعَلَيْنَا الْحِسَابُ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_40.png,ئۇلارغا بىز ۋەدە قىلغان ئازابنىڭ بەزىسىنى ساڭا كۆرسەتسەكمۇ (يەنى سېنىڭ ھايات ۋاقتىڭدا نازىل قىلساقمۇ) ياكى سېنى (مۇشرىكلارغا ئازاب كېلىشتىن بۇرۇن) قەبزى روھ قىلساقمۇ، سېنىڭ مەسئۇلىيىتىڭ پەقەت تەبلىغ قىلىشتۇر. بىزنىڭ مەسئۇلىيىتىمىز ھېساب ئېلىشتۇر
,12,13,1748,41,أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_41.png,ئۇلارنىڭ يېرىنى چۆرىسىدىن تارايتىپ بېرىۋاتقانلىقىمىز (يەنى كۇففارلارنىڭ زېمىنىنى قەدەممۇ قەدەم پەتھى قىلىپ، ئىسلام يۇرتىغا قوشۇۋاتقانلىقىمىز) نى ئۇلار (يەنى مۇشرىكلار) كۆرمەيۋاتامدۇ؟ اﷲ (خالىغانچە) ھۆكۈم قىلىدۇ، اﷲ نىڭ ھۆكمىگە ھېچ كىشى قارشى تۇرالمايدۇ. اﷲ تېز ھېساب ئالغۇچىدۇر
,12,13,1749,42,وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_42.png,ئۇلار (يەنى قۇرەيش كاپىرلىرى) دىن ئىلگىرى ئۆتكەنلەرمۇ (پەيغەمبەرلىرىگە) ھىيلە - مىكىر ئىشلەتكەن ئىدى. (ئۇلارنىڭ ھىيلە –مىكرىنى بەربات قىلىدىغان) يوشۇرۇن تەدبىرلەرنىڭ ھەممىسى اﷲ نىڭ ئىلگىدىدۇر، اﷲ ھەربىر كىشىنىڭ قىلىۋاتقان (ياخشى - يامان) ئەمەللىرىنى بىلىپ تۇرىدۇ، كاپىرلار (ئازابنى كۆرگەندە) كىمنىڭ ئاخىرەتلىكىنىڭ ياخشى بولغانلىقىنى بىلىدۇ
,12,13,1750,43,وَيَقُولُ الَّذِينَ كَفَرُوا لَسْتَ مُرْسَلًا ۚ قُلْ كَفَىٰ بِاللَّهِ شَهِيدًا بَيْنِي وَبَيْنَكُمْ وَمَنْ عِندَهُ عِلْمُ الْكِتَابِ,Ar-Rad—الرعد,The Thunder,public://sura_images/13.png,public://quran_images/13_43.png,(ئى مۇھەممەد!) مەككە كۇففارلىرى: «سەن پەيغەمبەر ئەمەسسەن» دەيدۇ. ئېيتقىنكى، «راستلىقىمغا سىلەر بىلەن مېنىڭ ئوتتۇرامدا اﷲ نىڭ گۇۋاھلىقى ۋە اﷲ نىڭ كىتابىنى بىلىدىغانلار (يەنى ئەھلى كىتاب ئۆلىمالىرىدىن ئىمان ئېيتقانلار) نىڭ گۇۋاھلىقى يېتەرلىكتۇر»
,12,14,1751,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الر ۚ كِتَابٌ أَنزَلْنَاهُ إِلَيْكَ لِتُخْرِجَ النَّاسَ مِنَ الظُّلُمَاتِ إِلَى النُّورِ بِإِذْنِ رَبِّهِمْ إِلَىٰ صِرَاطِ الْعَزِيزِ الْحَمِيدِ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_1.png,ئەلىق. لام. را. (بۇ قۇرئان شۇنداق) كىتابتۇركى، (ئى مۇھەممەد!) ئۇنى ساڭا كىشىلەرنى پەرۋەردىگارىنىڭ ئىزنى بىلەن قاراڭغۇلۇقتىن (يەنى كۇفرىدىن) يورۇقلۇققا (يەنى ئىمانغا) چىقىرىشىڭ ئۈچۈن، غالىب، (ھەممە تىللاردا) مەدھىيىلەنگەن اﷲ نىڭ يولىغا (باشلىشىڭ ئۈچۈن) نازىل قىلدۇق
,12,14,1752,2,اللَّهِ الَّذِي لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۗ وَوَيْلٌ لِّلْكَافِرِينَ مِنْ عَذَابٍ شَدِيدٍ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_2.png,ئاسمانلاردىكى ۋە زېمىندىكى ھەممە نەرسە اﷲ نىڭ مۈلكىدۇر، قاتتىق ئازابتىن كاپىرلارغا ۋاي!
,12,14,1753,3,الَّذِينَ يَسْتَحِبُّونَ الْحَيَاةَ الدُّنْيَا عَلَى الْآخِرَةِ وَيَصُدُّونَ عَن سَبِيلِ اللَّهِ وَيَبْغُونَهَا عِوَجًا ۚ أُولَٰئِكَ فِي ضَلَالٍ بَعِيدٍ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_3.png,ئۇلار بۇ دۇنيانى ئاخىرەتتىن ئارتۇق. كۆرىدۇ (كىشىلەرنى) اﷲ نىڭ يولىدىن (يەنى ئىسلام دىنىدىن) توسىدۇ، اﷲ نىڭ يولىنىڭ ئەگرى بولۇشىنى تىلەيدۇ، ئۇلار (ھەقتىن) يىراق بولغان گۇمراھلىقتىدۇر
,12,14,1754,4,وَمَا أَرْسَلْنَا مِن رَّسُولٍ إِلَّا بِلِسَانِ قَوْمِهِ لِيُبَيِّنَ لَهُمْ ۖ فَيُضِلُّ اللَّهُ مَن يَشَاءُ وَيَهْدِي مَن يَشَاءُ ۚ وَهُوَ الْعَزِيزُ الْحَكِيمُ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_4.png,قانداقلا بىر پەيغەمبەرنى ئەۋەتمەيلى، ئۇنى بىز ئۆز قەۋمىگە (اﷲ نىڭ شەرىئىتىنى) بايان قىلىش ئۈچۈن، پەقەت ئۆز قەۋمىنىڭ تىلى بىلەن (سۆزلەيدىغان) قىلىپ ئەۋەتتۇق، اﷲ خالىغان ئادەمنى گۇمراھ قىلىدۇ، خالىغان ئادەمنى ھىدايەت قىلىدۇ (يەنى پەيغەمبەرلەرنىڭ ۋەزىپىسى پەقەت تەبلىغ قىلىش بولۇپ، ھىدايەت قىلىش ئىشى اﷲ نىڭ ئىلگىدىدۇر). اﷲ غالىبتۇر ھېكمەت بىلەن ئىش قىلغۇچىدۇر
,12,14,1755,5,وَلَقَدْ أَرْسَلْنَا مُوسَىٰ بِآيَاتِنَا أَنْ أَخْرِجْ قَوْمَكَ مِنَ الظُّلُمَاتِ إِلَى النُّورِ وَذَكِّرْهُم بِأَيَّامِ اللَّهِ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّكُلِّ صَبَّارٍ شَكُورٍ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_5.png,بىز مۇسانى مۆجىزىلىرىمىز بىلەن ھەقىقەتەن (پەيغەمبەر قىلىپ) ئەۋەتتۇق، (ئۇنىڭغا دېدۇقكى) «قەۋمىڭنى قاراڭغۇلۇقتىن (يەنى كۇفرىدىن) يورۇقلۇققا. (يەنى ئىمانغا) چىقارغىن، ئۇلارغا اﷲ نىڭ نېمەتلىرىنى ئەسلەتكىن». بۇنىڭدا (بالاغا) سەۋر قىلغۇچى، (نېمەتكە) شۈكۈر قىلغۇچى ھەربىر (بەندە) ئۈچۈن ئەلۋەتتە نۇرغۇن ئىبرەتلەر بار
,12,14,1756,6,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ اذْكُرُوا نِعْمَةَ اللَّهِ عَلَيْكُمْ إِذْ أَنجَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ وَيُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_6.png,مۇسا ئۆز قەۋمىگە ئۆز ۋاقتىدا: «اﷲ نىڭ سىلەرگە بەرگەن نېمىتىنى ئەسلەڭلار. اﷲ ئۆز ۋاقتىدا سىلەرنى پىرئەۋن قەۋمىدىن قۇتقۇزدى، ئۇلار سىلەرنى قاتتىق قىينايتتى، ئوغۇللىرىڭلارنى بوغۇزلايتتى، خوتۇن كىشىلىرىڭلارنى (خىزمەت قىلدۇرۇشقا) قالدۇراتتى. بۇنىڭدا پەرۋەردىگارىڭلار تەرىپىدىن (سىلەرگە) چوڭ سىناق بار ئىدى» دېدى
,12,14,1757,7,وَإِذْ تَأَذَّنَ رَبُّكُمْ لَئِن شَكَرْتُمْ لَأَزِيدَنَّكُمْ ۖ وَلَئِن كَفَرْتُمْ إِنَّ عَذَابِي لَشَدِيدٌ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_7.png,ئۆز ۋاقتىدا پەرۋەردىگارىڭلار: «نېمىتىگە شۈكۈر قىلساڭلار، (ئۇنى) تېخىمۇ زىيادە قىلىمەن. ئەگەر (كۇفرانى نېمەت) قىلساڭلار، مېنىڭ ئازابىم، ئەلۋەتتە، بەكمۇ قاتتىق بولىدۇ» دەپ جاكالىدى
,12,14,1758,8,وَقَالَ مُوسَىٰ إِن تَكْفُرُوا أَنتُمْ وَمَن فِي الْأَرْضِ جَمِيعًا فَإِنَّ اللَّهَ لَغَنِيٌّ حَمِيدٌ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_8.png,مۇسا (ئۆز قەۋمىگە): «ئەگەر سىلەر ۋە پۈتۈن يەر يۈزىدىكى كىشىلەر كاپىر بولۇپ كەتسەڭلارمۇ (اﷲ قا قىلچە زىيان يەتكۈزەلمەيسىلەر)، چۈنكى اﷲ ئەلۋەتتە (ھەممىدىن) بىھاجەتتۇر، مەدھىيىلەشكە لايىقتۇر» دېدى
,12,14,1759,9,أَلَمْ يَأْتِكُمْ نَبَأُ الَّذِينَ مِن قَبْلِكُمْ قَوْمِ نُوحٍ وَعَادٍ وَثَمُودَ ۛ وَالَّذِينَ مِن بَعْدِهِمْ ۛ لَا يَعْلَمُهُمْ إِلَّا اللَّهُ ۚ جَاءَتْهُمْ رُسُلُهُم بِالْبَيِّنَاتِ فَرَدُّوا أَيْدِيَهُمْ فِي أَفْوَاهِهِمْ وَقَالُوا إِنَّا كَفَرْنَا بِمَا أُرْسِلْتُم بِهِ وَإِنَّا لَفِي شَكٍّ مِّمَّا تَدْعُونَنَا إِلَيْهِ مُرِيبٍ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_9.png,سىلەردىن ئىلگىرى ئۆتكەن نۇھ، ئاد ۋە سەمۇد قەۋملىرىنىڭ ۋە ئۇلاردىن كېيىن كەلگەن، (سانىنى) پەقەت اﷲ بىلىدىغان ئۈممەتلەرنىڭ خەۋىرى سىلەرگە يەتمىدىمۇ؟ ئۇلارغا پەيغەمبەرلىرى مۆجىزىلەر بىلەن كەلدى، ئۇلار قوللىرى بىلەن پەيغەمبەرلەرنىڭ ئېغىزلىرىغا ئىشارەت قىلىپ (يەنى ئۇلارنىڭ سۈكۈت قىلىشىنى كۆرسىتىپ): «بىز سىلەرنىڭ پەيغەمبەرلىكىڭلارنى ھەقىقەتەن ئىنكار قىلىمىز، بىز سىلە دەۋەت قىلىۋاتقان ئىشقا ھەقىقەتەن زور گۇماندىمىز» دېدى
,12,14,1760,10,۞ قَالَتْ رُسُلُهُمْ أَفِي اللَّهِ شَكٌّ فَاطِرِ السَّمَاوَاتِ وَالْأَرْضِ ۖ يَدْعُوكُمْ لِيَغْفِرَ لَكُم مِّن ذُنُوبِكُمْ وَيُؤَخِّرَكُمْ إِلَىٰ أَجَلٍ مُّسَمًّى ۚ قَالُوا إِنْ أَنتُمْ إِلَّا بَشَرٌ مِّثْلُنَا تُرِيدُونَ أَن تَصُدُّونَا عَمَّا كَانَ يَعْبُدُ آبَاؤُنَا فَأْتُونَا بِسُلْطَانٍ مُّبِينٍ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_10.png,پەيغەمبەرلىرى: «ئاسمانلارنى ۋە زېمىننى ياراتقۇچى اﷲ نىڭ (بىرلىكىدە) شەك بارمۇ؟ اﷲ گۇناھلىرىڭلارنى مەغپىرەت قىلىش ئۈچۈن، سىلەرنى (ئىمانغا) دەۋەت قىلىدۇ، سىلەرنى (جازالاشنى) مەلۇم مۇددەتكىچە (يەنى ئەجىلىڭلار يەتكۈچە) تەخىر قىلىدۇ» دېدى. ئۇلار: «سىلەر پەقەت بىزگە ئوخشاش ئىنسان، ئاتا - بوۋىلىرىمىز ئىبادەت قىلىپ كېلىۋاتقان (بۇتلار) غا ئىبادەت قىلىشىمىزدىن توسماقچى بولىسىلەر، (راستلىقىڭلار ئۈچۈن) بىزگە ئېنىق پاكىت كۆرسىتىڭلار» دېدى
,12,14,1761,11,قَالَتْ لَهُمْ رُسُلُهُمْ إِن نَّحْنُ إِلَّا بَشَرٌ مِّثْلُكُمْ وَلَٰكِنَّ اللَّهَ يَمُنُّ عَلَىٰ مَن يَشَاءُ مِنْ عِبَادِهِ ۖ وَمَا كَانَ لَنَا أَن نَّأْتِيَكُم بِسُلْطَانٍ إِلَّا بِإِذْنِ اللَّهِ ۚ وَعَلَى اللَّهِ فَلْيَتَوَكَّلِ الْمُؤْمِنُونَ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_11.png,پەيغەمبەرلىرى ئۇلارغا: «بىز پەقەت سىلەرگە ئوخشاش ئىنسانمىز، لېكىن اﷲ بەندىلىرىدىن خالىغان كىشىلەرگە (پەيغەمبەرلىكىنى) مەرھەمەت قىلىدۇ، اﷲ نىڭ ئىزنىسىز سىلەرگە ھېچقانداق پاكىت كۆرسىتەلمەيمىز، مۆمىنلەر (ھەممە ئىشتا) يالغۇز بىر اﷲ غىلا تەۋەككۈل قىلسۇن (يەنى ھەممە ئىشلىرىنى اﷲ قا تاپشۇرسۇن)
,12,14,1762,12,وَمَا لَنَا أَلَّا نَتَوَكَّلَ عَلَى اللَّهِ وَقَدْ هَدَانَا سُبُلَنَا ۚ وَلَنَصْبِرَنَّ عَلَىٰ مَا آذَيْتُمُونَا ۚ وَعَلَى اللَّهِ فَلْيَتَوَكَّلِ الْمُتَوَكِّلُونَ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_12.png,اﷲ بىزنى (بىزنى تونۇيدىغان) يوللىرىمىزغا يېتەكلىگەن تۇرسا، نېمىشقا اﷲ قا تەۋەككۈل قىلمايلى؟ بىزگە يەتكۈزگەن ئەزىيەتلىرىڭلارغا، ئەلۋەتتە، سەۋر قىلىمىز، تەۋەككۈل قىلغۇچىلار پەقەت اﷲ قا تەۋەككۈل قىلسۇن» دېدى
,12,14,1763,13,وَقَالَ الَّذِينَ كَفَرُوا لِرُسُلِهِمْ لَنُخْرِجَنَّكُم مِّنْ أَرْضِنَا أَوْ لَتَعُودُنَّ فِي مِلَّتِنَا ۖ فَأَوْحَىٰ إِلَيْهِمْ رَبُّهُمْ لَنُهْلِكَنَّ الظَّالِمِينَ,Ibrahim—إبراهيم,Abraham,public://sura_images/14.png,public://quran_images/14_13.png,كاپىرلار پەيغەمبەرلىرىگە: «سىلەرنى زېمىندىن چوقۇم ھەيدەپ چىقىرىمىز، ياكى چوقۇم بىزنىڭ دىنىمىزغا قايتىشىڭلار كېرەك» دېدى. ئۇلارغا پەرۋەردىگارى (مۇنداق) ۋەھيى قىلدى: «زالىملارنى چوقۇم ھالاك قىلىمىز
