Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_en,content_ar,sura name,meaning,sura images,ayah_image
Ayah 1868,1,15,1868,66,"And We made known this decree to him, that the last remnants of those (sinners) should be cut off by the morning.",وَقَضَيْنَا إِلَيْهِ ذَٰلِكَ الْأَمْرَ أَنَّ دَابِرَ هَٰؤُلَاءِ مَقْطُوعٌ مُّصْبِحِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_66.png
Ayah 1869,1,15,1869,67,The inhabitants of the city came in (mad) joy (at news of the young men).,وَجَاءَ أَهْلُ الْمَدِينَةِ يَسْتَبْشِرُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_67.png
Ayah 1870,1,15,1870,68,"Lut said: ""These are my guests: disgrace me not:",قَالَ إِنَّ هَٰؤُلَاءِ ضَيْفِي فَلَا تَفْضَحُونِ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_68.png
Ayah 1871,1,15,1871,69,"But fear Allah, and shame me not.",وَاتَّقُوا اللَّهَ وَلَا تُخْزُونِ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_69.png
Ayah 1872,1,15,1872,70,"They said: ""Did we not forbid thee (to speak) for all and sundry?""",قَالُوا أَوَلَمْ نَنْهَكَ عَنِ الْعَالَمِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_70.png
Ayah 1873,1,15,1873,71,"He said: ""There are my daughters (to marry), if ye must act (so).""",قَالَ هَٰؤُلَاءِ بَنَاتِي إِن كُنتُمْ فَاعِلِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_71.png
Ayah 1874,1,15,1874,72,"Verily, by thy life (O Prophet), in their wild intoxication, they wander in distraction, to and fro.",لَعَمْرُكَ إِنَّهُمْ لَفِي سَكْرَتِهِمْ يَعْمَهُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_72.png
Ayah 1875,1,15,1875,73,"But the (mighty) Blast overtook them before morning,",فَأَخَذَتْهُمُ الصَّيْحَةُ مُشْرِقِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_73.png
Ayah 1876,1,15,1876,74,"And We turned (the cities) upside down, and rained down on them brimstones hard as baked clay.",فَجَعَلْنَا عَالِيَهَا سَافِلَهَا وَأَمْطَرْنَا عَلَيْهِمْ حِجَارَةً مِّن سِجِّيلٍ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_74.png
Ayah 1877,1,15,1877,75,Behold! in this are Signs for those who by tokens do understand.,إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّلْمُتَوَسِّمِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_75.png
Ayah 1878,1,15,1878,76,And the (cities were) right on the high-road.,وَإِنَّهَا لَبِسَبِيلٍ مُّقِيمٍ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_76.png
Ayah 1879,1,15,1879,77,Behold! in this is a sign for those who believed.,إِنَّ فِي ذَٰلِكَ لَآيَةً لِّلْمُؤْمِنِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_77.png
Ayah 1880,1,15,1880,78,And the Companions of the Wood were also wrong-doers;,وَإِن كَانَ أَصْحَابُ الْأَيْكَةِ لَظَالِمِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_78.png
Ayah 1881,1,15,1881,79,"So We exacted retribution from them. They were both on an open highway, plain to see.",فَانتَقَمْنَا مِنْهُمْ وَإِنَّهُمَا لَبِإِمَامٍ مُّبِينٍ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_79.png
Ayah 1882,1,15,1882,80,The Companions of the Rocky Tract also rejected the messengers:,وَلَقَدْ كَذَّبَ أَصْحَابُ الْحِجْرِ الْمُرْسَلِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_80.png
Ayah 1883,1,15,1883,81,"We sent them Our Signs, but they persisted in turning away from them.",وَآتَيْنَاهُمْ آيَاتِنَا فَكَانُوا عَنْهَا مُعْرِضِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_81.png
Ayah 1884,1,15,1884,82,"Out of the mountains did they hew (their) edifices, (feeling themselves) secure.",وَكَانُوا يَنْحِتُونَ مِنَ الْجِبَالِ بُيُوتًا آمِنِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_82.png
Ayah 1885,1,15,1885,83,"But the (mighty) Blast seized them of a morning,",فَأَخَذَتْهُمُ الصَّيْحَةُ مُصْبِحِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_83.png
Ayah 1886,1,15,1886,84,And of no avail to them was all that they did (with such art and care)!,فَمَا أَغْنَىٰ عَنْهُم مَّا كَانُوا يَكْسِبُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_84.png
Ayah 1887,1,15,1887,85,"We created not the heavens, the earth, and all between them, but for just ends. And the Hour is surely coming (when this will be manifest). So overlook (any human faults) with gracious forgiveness.",وَمَا خَلَقْنَا السَّمَاوَاتِ وَالْأَرْضَ وَمَا بَيْنَهُمَا إِلَّا بِالْحَقِّ ۗ وَإِنَّ السَّاعَةَ لَآتِيَةٌ ۖ فَاصْفَحِ الصَّفْحَ الْجَمِيلَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_85.png
Ayah 1888,1,15,1888,86,"For verily it is thy Lord who is the Master-Creator, knowing all things.",إِنَّ رَبَّكَ هُوَ الْخَلَّاقُ الْعَلِيمُ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_86.png
Ayah 1889,1,15,1889,87,And We have bestowed upon thee the Seven Oft-repeated (verses) and the Grand Qur'an.,وَلَقَدْ آتَيْنَاكَ سَبْعًا مِّنَ الْمَثَانِي وَالْقُرْآنَ الْعَظِيمَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_87.png
Ayah 1890,1,15,1890,88,"Strain not thine eyes. (Wistfully) at what We have bestowed on certain classes of them, nor grieve over them: but lower thy wing (in gentleness) to the believers.",لَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِ أَزْوَاجًا مِّنْهُمْ وَلَا تَحْزَنْ عَلَيْهِمْ وَاخْفِضْ جَنَاحَكَ لِلْمُؤْمِنِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_88.png
Ayah 1891,1,15,1891,89,"And say: ""I am indeed he that warneth openly and without ambiguity,""-",وَقُلْ إِنِّي أَنَا النَّذِيرُ الْمُبِينُ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_89.png
Ayah 1892,1,15,1892,90,"(Of just such wrath) as We sent down on those who divided (Scripture into arbitrary parts),-",كَمَا أَنزَلْنَا عَلَى الْمُقْتَسِمِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_90.png
Ayah 1893,1,15,1893,91,(So also on such) as have made Qur'an into shreds (as they please).,الَّذِينَ جَعَلُوا الْقُرْآنَ عِضِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_91.png
Ayah 1894,1,15,1894,92,"Therefore, by the Lord, We will, of a surety, call them to account,",فَوَرَبِّكَ لَنَسْأَلَنَّهُمْ أَجْمَعِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_92.png
Ayah 1895,1,15,1895,93,For all their deeds.,عَمَّا كَانُوا يَعْمَلُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_93.png
Ayah 1896,1,15,1896,94,"Therefore expound openly what thou art commanded, and turn away from those who join false gods with Allah.",فَاصْدَعْ بِمَا تُؤْمَرُ وَأَعْرِضْ عَنِ الْمُشْرِكِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_94.png
Ayah 1897,1,15,1897,95,"For sufficient are We unto thee against those who scoff,-",إِنَّا كَفَيْنَاكَ الْمُسْتَهْزِئِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_95.png
Ayah 1898,1,15,1898,96,"Those who adopt, with Allah, another god: but soon will they come to know.",الَّذِينَ يَجْعَلُونَ مَعَ اللَّهِ إِلَٰهًا آخَرَ ۚ فَسَوْفَ يَعْلَمُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_96.png
Ayah 1899,1,15,1899,97,We do indeed know how thy heart is distressed at what they say.,وَلَقَدْ نَعْلَمُ أَنَّكَ يَضِيقُ صَدْرُكَ بِمَا يَقُولُونَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_97.png
Ayah 1900,1,15,1900,98,"But celebrate the praises of thy Lord, and be of those who prostrate themselves in adoration.",فَسَبِّحْ بِحَمْدِ رَبِّكَ وَكُن مِّنَ السَّاجِدِينَ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_98.png
Ayah 1901,1,15,1901,99,And serve thy Lord until there come unto thee the Hour that is Certain.,وَاعْبُدْ رَبَّكَ حَتَّىٰ يَأْتِيَكَ الْيَقِينُ,Al-Hijr—الحجر,"Stoneland, Rock city, Al-Hijr valley",public://sura_images/15.png,public://quran_images/15_99.png
Ayah 1902,1,16,1902,1,"(Inevitable) cometh (to pass) the Command of Allah: seek ye not then to hasten it: Glory to Him, and far is He above having the partners they ascribe unto Him!",بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ أَتَىٰ أَمْرُ اللَّهِ فَلَا تَسْتَعْجِلُوهُ ۚ سُبْحَانَهُ وَتَعَالَىٰ عَمَّا يُشْرِكُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_1.png
Ayah 1903,1,16,1903,2,"He doth send down His angels with inspiration of His Command, to such of His servants as He pleaseth, (saying): ""Warn (Man) that there is no god but I: so do your duty unto Me.""",يُنَزِّلُ الْمَلَائِكَةَ بِالرُّوحِ مِنْ أَمْرِهِ عَلَىٰ مَن يَشَاءُ مِنْ عِبَادِهِ أَنْ أَنذِرُوا أَنَّهُ لَا إِلَٰهَ إِلَّا أَنَا فَاتَّقُونِ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_2.png
Ayah 1904,1,16,1904,3,He has created the heavens and the earth for just ends: Far is He above having the partners they ascribe to Him!,خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ بِالْحَقِّ ۚ تَعَالَىٰ عَمَّا يُشْرِكُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_3.png
Ayah 1905,1,16,1905,4,He has created man from a sperm-drop; and behold this same (man) becomes an open disputer!,خَلَقَ الْإِنسَانَ مِن نُّطْفَةٍ فَإِذَا هُوَ خَصِيمٌ مُّبِينٌ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_4.png
Ayah 1906,1,16,1906,5,"And cattle He has created for you (men): from them ye derive warmth, and numerous benefits, and of their (meat) ye eat.",وَالْأَنْعَامَ خَلَقَهَا ۗ لَكُمْ فِيهَا دِفْءٌ وَمَنَافِعُ وَمِنْهَا تَأْكُلُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_5.png
Ayah 1907,1,16,1907,6,"And ye have a sense of pride and beauty in them as ye drive them home in the evening, and as ye lead them forth to pasture in the morning.",وَلَكُمْ فِيهَا جَمَالٌ حِينَ تُرِيحُونَ وَحِينَ تَسْرَحُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_6.png
Ayah 1908,1,16,1908,7,"And they carry your heavy loads to lands that ye could not (otherwise) reach except with souls distressed: for your Lord is indeed Most Kind, Most Merciful,",وَتَحْمِلُ أَثْقَالَكُمْ إِلَىٰ بَلَدٍ لَّمْ تَكُونُوا بَالِغِيهِ إِلَّا بِشِقِّ الْأَنفُسِ ۚ إِنَّ رَبَّكُمْ لَرَءُوفٌ رَّحِيمٌ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_7.png
Ayah 1909,1,16,1909,8,"And (He has created) horses, mules, and donkeys, for you to ride and use for show; and He has created (other) things of which ye have no knowledge.",وَالْخَيْلَ وَالْبِغَالَ وَالْحَمِيرَ لِتَرْكَبُوهَا وَزِينَةً ۚ وَيَخْلُقُ مَا لَا تَعْلَمُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_8.png
Ayah 1910,1,16,1910,9,"And unto Allah leads straight the Way, but there are ways that turn aside: if Allah had willed, He could have guided all of you.",وَعَلَى اللَّهِ قَصْدُ السَّبِيلِ وَمِنْهَا جَائِرٌ ۚ وَلَوْ شَاءَ لَهَدَاكُمْ أَجْمَعِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_9.png
Ayah 1911,1,16,1911,10,"It is He who sends down rain from the sky: from it ye drink, and out of it (grows) the vegetation on which ye feed your cattle.",هُوَ الَّذِي أَنزَلَ مِنَ السَّمَاءِ مَاءً ۖ لَّكُم مِّنْهُ شَرَابٌ وَمِنْهُ شَجَرٌ فِيهِ تُسِيمُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_10.png
Ayah 1912,1,16,1912,11,"With it He produces for you corn, olives, date-palms, grapes and every kind of fruit: verily in this is a sign for those who give thought.",يُنبِتُ لَكُم بِهِ الزَّرْعَ وَالزَّيْتُونَ وَالنَّخِيلَ وَالْأَعْنَابَ وَمِن كُلِّ الثَّمَرَاتِ ۗ إِنَّ فِي ذَٰلِكَ لَآيَةً لِّقَوْمٍ يَتَفَكَّرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_11.png
Ayah 1913,1,16,1913,12,He has made subject to you the Night and the Day; the sun and the moon; and the stars are in subjection by His Command: verily in this are Signs for men who are wise.,وَسَخَّرَ لَكُمُ اللَّيْلَ وَالنَّهَارَ وَالشَّمْسَ وَالْقَمَرَ ۖ وَالنُّجُومُ مُسَخَّرَاتٌ بِأَمْرِهِ ۗ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّقَوْمٍ يَعْقِلُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_12.png
Ayah 1914,1,16,1914,13,And the things on this earth which He has multiplied in varying colours (and qualities): verily in this is a sign for men who celebrate the praises of Allah (in gratitude).,وَمَا ذَرَأَ لَكُمْ فِي الْأَرْضِ مُخْتَلِفًا أَلْوَانُهُ ۗ إِنَّ فِي ذَٰلِكَ لَآيَةً لِّقَوْمٍ يَذَّكَّرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_13.png
Ayah 1915,1,16,1915,14,"It is He Who has made the sea subject, that ye may eat thereof flesh that is fresh and tender, and that ye may extract therefrom ornaments to wear; and thou seest the ships therein that plough the waves, that ye may seek (thus) of the bounty of Allah and that ye may be grateful.",وَهُوَ الَّذِي سَخَّرَ الْبَحْرَ لِتَأْكُلُوا مِنْهُ لَحْمًا طَرِيًّا وَتَسْتَخْرِجُوا مِنْهُ حِلْيَةً تَلْبَسُونَهَا وَتَرَى الْفُلْكَ مَوَاخِرَ فِيهِ وَلِتَبْتَغُوا مِن فَضْلِهِ وَلَعَلَّكُمْ تَشْكُرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_14.png
Ayah 1916,1,16,1916,15,"And He has set up on the earth mountains standing firm, lest it should shake with you; and rivers and roads; that ye may guide yourselves;",وَأَلْقَىٰ فِي الْأَرْضِ رَوَاسِيَ أَن تَمِيدَ بِكُمْ وَأَنْهَارًا وَسُبُلًا لَّعَلَّكُمْ تَهْتَدُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_15.png
Ayah 1917,1,16,1917,16,And marks and sign-posts; and by the stars (men) guide themselves.,وَعَلَامَاتٍ ۚ وَبِالنَّجْمِ هُمْ يَهْتَدُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_16.png
Ayah 1918,1,16,1918,17,Is then He Who creates like one that creates not? Will ye not receive admonition?,أَفَمَن يَخْلُقُ كَمَن لَّا يَخْلُقُ ۗ أَفَلَا تَذَكَّرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_17.png
Ayah 1919,1,16,1919,18,"If ye would count up the favours of Allah, never would ye be able to number them: for Allah is Oft-Forgiving, Most Merciful.",وَإِن تَعُدُّوا نِعْمَةَ اللَّهِ لَا تُحْصُوهَا ۗ إِنَّ اللَّهَ لَغَفُورٌ رَّحِيمٌ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_18.png
Ayah 1920,1,16,1920,19,"And Allah doth know what ye conceal, and what ye reveal.",وَاللَّهُ يَعْلَمُ مَا تُسِرُّونَ وَمَا تُعْلِنُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_19.png
Ayah 1921,1,16,1921,20,Those whom they invoke besides Allah create nothing and are themselves created.,وَالَّذِينَ يَدْعُونَ مِن دُونِ اللَّهِ لَا يَخْلُقُونَ شَيْئًا وَهُمْ يُخْلَقُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_20.png
Ayah 1922,1,16,1922,21,"(They are things) dead, lifeless: nor do they know when they will be raised up.",أَمْوَاتٌ غَيْرُ أَحْيَاءٍ ۖ وَمَا يَشْعُرُونَ أَيَّانَ يُبْعَثُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_21.png
Ayah 1923,1,16,1923,22,"Your Allah is one Allah: as to those who believe not in the Hereafter, their hearts refuse to know, and they are arrogant.",إِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ ۚ فَالَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ قُلُوبُهُم مُّنكِرَةٌ وَهُم مُّسْتَكْبِرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_22.png
Ayah 1924,1,16,1924,23,"Undoubtedly Allah doth know what they conceal, and what they reveal: verily He loveth not the arrogant.",لَا جَرَمَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ ۚ إِنَّهُ لَا يُحِبُّ الْمُسْتَكْبِرِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_23.png
Ayah 1925,1,16,1925,24,"When it is said to them, ""What is it that your Lord has revealed?"" they say, ""Tales of the ancients!""",وَإِذَا قِيلَ لَهُم مَّاذَا أَنزَلَ رَبُّكُمْ ۙ قَالُوا أَسَاطِيرُ الْأَوَّلِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_24.png
Ayah 1926,1,16,1926,25,"Let them bear, on the Day of Judgment, their own burdens in full, and also (something) of the burdens of those without knowledge, whom they misled. Alas, how grievous the burdens they will bear!",لِيَحْمِلُوا أَوْزَارَهُمْ كَامِلَةً يَوْمَ الْقِيَامَةِ ۙ وَمِنْ أَوْزَارِ الَّذِينَ يُضِلُّونَهُم بِغَيْرِ عِلْمٍ ۗ أَلَا سَاءَ مَا يَزِرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_25.png
Ayah 1927,1,16,1927,26,"Those before them did also plot (against Allah's Way): but Allah took their structures from their foundations, and the roof fell down on them from above; and the Wrath seized them from directions they did not perceive.",قَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَأَتَى اللَّهُ بُنْيَانَهُم مِّنَ الْقَوَاعِدِ فَخَرَّ عَلَيْهِمُ السَّقْفُ مِن فَوْقِهِمْ وَأَتَاهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_26.png
Ayah 1928,1,16,1928,27,"Then, on the Day of Judgment, He will cover them with shame, and say: ""Where are My 'partners' concerning whom ye used to dispute (with the godly)?"" Those endued with knowledge will say: ""This Day, indeed, are the Unbelievers covered with shame and misery,-",ثُمَّ يَوْمَ الْقِيَامَةِ يُخْزِيهِمْ وَيَقُولُ أَيْنَ شُرَكَائِيَ الَّذِينَ كُنتُمْ تُشَاقُّونَ فِيهِمْ ۚ قَالَ الَّذِينَ أُوتُوا الْعِلْمَ إِنَّ الْخِزْيَ الْيَوْمَ وَالسُّوءَ عَلَى الْكَافِرِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_27.png
Ayah 1929,1,16,1929,28,"(Namely) those whose lives the angels take in a state of wrong-doing to their own souls. Then would they offer submission (with the pretence), ""We did no evil (knowingly)."" (The angels will reply), ""Nay, but verily Allah knoweth all that ye did;",الَّذِينَ تَتَوَفَّاهُمُ الْمَلَائِكَةُ ظَالِمِي أَنفُسِهِمْ ۖ فَأَلْقَوُا السَّلَمَ مَا كُنَّا نَعْمَلُ مِن سُوءٍ ۚ بَلَىٰ إِنَّ اللَّهَ عَلِيمٌ بِمَا كُنتُمْ تَعْمَلُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_28.png
Ayah 1930,1,16,1930,29,"So enter the gates of Hell, to dwell therein. Thus evil indeed is the abode of the arrogant.",فَادْخُلُوا أَبْوَابَ جَهَنَّمَ خَالِدِينَ فِيهَا ۖ فَلَبِئْسَ مَثْوَى الْمُتَكَبِّرِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_29.png
Ayah 1931,1,16,1931,30,"To the righteous (when) it is said, ""What is it that your Lord has revealed?"" they say, ""All that is good."" To those who do good, there is good in this world, and the Home of the Hereafter is even better and excellent indeed is the Home of the righteous,-",۞ وَقِيلَ لِلَّذِينَ اتَّقَوْا مَاذَا أَنزَلَ رَبُّكُمْ ۚ قَالُوا خَيْرًا ۗ لِّلَّذِينَ أَحْسَنُوا فِي هَٰذِهِ الدُّنْيَا حَسَنَةٌ ۚ وَلَدَارُ الْآخِرَةِ خَيْرٌ ۚ وَلَنِعْمَ دَارُ الْمُتَّقِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_30.png
Ayah 1932,1,16,1932,31,"Gardens of Eternity which they will enter: beneath them flow (pleasant) rivers: they will have therein all that they wish: thus doth Allah reward the righteous,-",جَنَّاتُ عَدْنٍ يَدْخُلُونَهَا تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۖ لَهُمْ فِيهَا مَا يَشَاءُونَ ۚ كَذَٰلِكَ يَجْزِي اللَّهُ الْمُتَّقِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_31.png
Ayah 1933,1,16,1933,32,"(Namely) those whose lives the angels take in a state of purity, saying (to them), ""Peace be on you; enter ye the Garden, because of (the good) which ye did (in the world).""",الَّذِينَ تَتَوَفَّاهُمُ الْمَلَائِكَةُ طَيِّبِينَ ۙ يَقُولُونَ سَلَامٌ عَلَيْكُمُ ادْخُلُوا الْجَنَّةَ بِمَا كُنتُمْ تَعْمَلُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_32.png
Ayah 1934,1,16,1934,33,"Do the (ungodly) wait until the angels come to them, or there comes the Command of thy Lord (for their doom)? So did those who went before them. But Allah wronged them not: nay, they wronged their own souls.",هَلْ يَنظُرُونَ إِلَّا أَن تَأْتِيَهُمُ الْمَلَائِكَةُ أَوْ يَأْتِيَ أَمْرُ رَبِّكَ ۚ كَذَٰلِكَ فَعَلَ الَّذِينَ مِن قَبْلِهِمْ ۚ وَمَا ظَلَمَهُمُ اللَّهُ وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_33.png
Ayah 1935,1,16,1935,34,"But the evil results of their deeds overtook them, and that very (Wrath) at which they had scoffed hemmed them in.",فَأَصَابَهُمْ سَيِّئَاتُ مَا عَمِلُوا وَحَاقَ بِهِم مَّا كَانُوا بِهِ يَسْتَهْزِئُونَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_34.png
Ayah 1936,1,16,1936,35,"The worshippers of false gods say: ""If Allah had so willed, we should not have worshipped aught but Him - neither we nor our fathers,- nor should we have prescribed prohibitions other than His."" So did those who went before them. But what is the mission of messengers but to preach the Clear Message?",وَقَالَ الَّذِينَ أَشْرَكُوا لَوْ شَاءَ اللَّهُ مَا عَبَدْنَا مِن دُونِهِ مِن شَيْءٍ نَّحْنُ وَلَا آبَاؤُنَا وَلَا حَرَّمْنَا مِن دُونِهِ مِن شَيْءٍ ۚ كَذَٰلِكَ فَعَلَ الَّذِينَ مِن قَبْلِهِمْ ۚ فَهَلْ عَلَى الرُّسُلِ إِلَّا الْبَلَاغُ الْمُبِينُ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_35.png
Ayah 1937,1,16,1937,36,"For We assuredly sent amongst every People a messenger, (with the Command), ""Serve Allah, and eschew Evil"": of the People were some whom Allah guided, and some on whom error became inevitably (established). So travel through the earth, and see what was the end of those who denied (the Truth).",وَلَقَدْ بَعَثْنَا فِي كُلِّ أُمَّةٍ رَّسُولًا أَنِ اعْبُدُوا اللَّهَ وَاجْتَنِبُوا الطَّاغُوتَ ۖ فَمِنْهُم مَّنْ هَدَى اللَّهُ وَمِنْهُم مَّنْ حَقَّتْ عَلَيْهِ الضَّلَالَةُ ۚ فَسِيرُوا فِي الْأَرْضِ فَانظُرُوا كَيْفَ كَانَ عَاقِبَةُ الْمُكَذِّبِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_36.png
Ayah 1938,1,16,1938,37,"If thou art anxious for their guidance, yet Allah guideth not such as He leaves to stray, and there is none to help them.",إِن تَحْرِصْ عَلَىٰ هُدَاهُمْ فَإِنَّ اللَّهَ لَا يَهْدِي مَن يُضِلُّ ۖ وَمَا لَهُم مِّن نَّاصِرِينَ,An-Nahl—النحل,The Bee,public://sura_images/16.png,public://quran_images/16_37.png
