Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ur
,11,26,3099,167,قَالُوا لَئِن لَّمْ تَنتَهِ يَا لُوطُ لَتَكُونَنَّ مِنَ الْمُخْرَجِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_167.png,"انہوں نے کہا “اے لوطؑ، ""اگر تو اِن باتوں سے باز نہ آیا تو جو لوگ ہماری بستیوں سے نکالے گئے ہیں اُن میں تو بھی شامل ہو کر رہے گا"""
,11,26,3100,168,قَالَ إِنِّي لِعَمَلِكُم مِّنَ الْقَالِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_168.png,"اس نے کہا ""تمہارے کرتوتوں پر جو لوگ کُڑھ رہے ہیں میں اُن میں شامل ہوں"
,11,26,3101,169,رَبِّ نَجِّنِي وَأَهْلِي مِمَّا يَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_169.png,"اے پروردگار، مجھے اور میرے اہل و عیال کو ان کی بد کرداریوں سے نجات دے"""
,11,26,3102,170,فَنَجَّيْنَاهُ وَأَهْلَهُ أَجْمَعِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_170.png,آخرکار ہم نے اسے اور اس کے سب اہل و عیال کو بچا لیا
,11,26,3103,171,إِلَّا عَجُوزًا فِي الْغَابِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_171.png,بجز ایک بڑھیا کے جو پیچھے رہ جانے والوں میں تھی
,11,26,3104,172,ثُمَّ دَمَّرْنَا الْآخَرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_172.png,پھر باقی ماندہ لوگوں کو ہم نے تباہ کر دیا
,11,26,3105,173,وَأَمْطَرْنَا عَلَيْهِم مَّطَرًا ۖ فَسَاءَ مَطَرُ الْمُنذَرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_173.png,اور ان پر برسائی ایک برسات، بڑی ہی بُری بارش تھی جو اُن ڈرائے جانے والوں پر نازل ہوئی
,11,26,3106,174,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_174.png,یقیناً اس میں ایک نشانی ہے، مگر اِن میں سے اکثر ماننے والے نہیں
,11,26,3107,175,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_175.png,اور حقیقت یہ ہے کہ تیرا رب زبردست بھی ہے اور رحیم بھی
,11,26,3108,176,كَذَّبَ أَصْحَابُ الْأَيْكَةِ الْمُرْسَلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_176.png,اصحاب الاَیکہ نے رسولوں کو جھٹلایا
,11,26,3109,177,إِذْ قَالَ لَهُمْ شُعَيْبٌ أَلَا تَتَّقُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_177.png,"یاد کرو جبکہ شعیبؑ نے ان سے کہا تھا ""کیا تم ڈرتے نہیں؟"
,11,26,3110,178,إِنِّي لَكُمْ رَسُولٌ أَمِينٌ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_178.png,میں تمہارے لیے ایک امانت دار رسول ہوں
,11,26,3111,179,فَاتَّقُوا اللَّهَ وَأَطِيعُونِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_179.png,لہٰذا تم اللہ سے ڈرو اور میری اطاعت کرو
,11,26,3112,180,وَمَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَىٰ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_180.png,میں اس کام پر تم سے کسی اجر کا طالب نہیں ہوں میرا اجر تو رب العالمین کے ذمہ ہے
,11,26,3113,181,۞ أَوْفُوا الْكَيْلَ وَلَا تَكُونُوا مِنَ الْمُخْسِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_181.png,پیمانے ٹھیک بھرو اور کسی کو گھاٹا نہ دو
,11,26,3114,182,وَزِنُوا بِالْقِسْطَاسِ الْمُسْتَقِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_182.png,صحیح ترازو سے تولو
,11,26,3115,183,وَلَا تَبْخَسُوا النَّاسَ أَشْيَاءَهُمْ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_183.png,اور لوگوں کو ان کی چیزیں کم نہ دو زمین میں فساد نہ پھیلاتے پھرو
,11,26,3116,184,وَاتَّقُوا الَّذِي خَلَقَكُمْ وَالْجِبِلَّةَ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_184.png,"اور اُس ذات کا خوف کرو جس نے تمہیں اور گزشتہ نسلوں کو پیدا کیا ہے"""
,11,26,3117,185,قَالُوا إِنَّمَا أَنتَ مِنَ الْمُسَحَّرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_185.png,"انہوں نے کہا ""تو محض ایک سحرزدہ آدمی ہے"
,11,26,3118,186,وَمَا أَنتَ إِلَّا بَشَرٌ مِّثْلُنَا وَإِن نَّظُنُّكَ لَمِنَ الْكَاذِبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_186.png,اور تو کچھ نہیں مگر ایک انسان ہم ہی جیسا، اور ہم تو تجھے بالکل جھوٹا سمجھتے ہیں
,11,26,3119,187,فَأَسْقِطْ عَلَيْنَا كِسَفًا مِّنَ السَّمَاءِ إِن كُنتَ مِنَ الصَّادِقِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_187.png,"اگر تو سچا ہے تو ہم پر آسمان کا کوئی ٹکڑا گرا دے"""
,11,26,3120,188,قَالَ رَبِّي أَعْلَمُ بِمَا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_188.png,"شعیبؑ نے کہا ""میرا رب جانتا ہے جو کچھ تم کر رہے ہو"""
,11,26,3121,189,فَكَذَّبُوهُ فَأَخَذَهُمْ عَذَابُ يَوْمِ الظُّلَّةِ ۚ إِنَّهُ كَانَ عَذَابَ يَوْمٍ عَظِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_189.png,انہوں نے اسے جھٹلا دیا، آخرکار چھتری والے دن کا عذاب ان پر آ گیا، اور وہ بڑے ہی خوفناک دن کا عذاب تھا
,11,26,3122,190,إِنَّ فِي ذَٰلِكَ لَآيَةً ۖ وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_190.png,یقیناً اس میں ایک نشانی ہے، مگر ان میں سے اکثر لوگ ماننے والے نہیں
,11,26,3123,191,وَإِنَّ رَبَّكَ لَهُوَ الْعَزِيزُ الرَّحِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_191.png,اور حقیقت یہ ہے کہ تیرا رب زبردست بھی ہے اور رحیم بھی
,11,26,3124,192,وَإِنَّهُ لَتَنزِيلُ رَبِّ الْعَالَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_192.png,یہ رب العالمین کی نازل کردہ چیز ہے
,11,26,3125,193,نَزَلَ بِهِ الرُّوحُ الْأَمِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_193.png,اسے لے کر تیرے دل پر امانت دار روح اتری ہے
,11,26,3126,194,عَلَىٰ قَلْبِكَ لِتَكُونَ مِنَ الْمُنذِرِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_194.png,تاکہ تو اُن لوگوں میں شامل ہو جو (خدا کی طرف سے خلق خدا کو) متنبّہ کرنے والے ہیں
,11,26,3127,195,بِلِسَانٍ عَرَبِيٍّ مُّبِينٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_195.png,صاف صاف عربی زبان میں
,11,26,3128,196,وَإِنَّهُ لَفِي زُبُرِ الْأَوَّلِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_196.png,اور اگلے لوگوں کی کتابوں میں بھی یہ موجود ہے
,11,26,3129,197,أَوَلَمْ يَكُن لَّهُمْ آيَةً أَن يَعْلَمَهُ عُلَمَاءُ بَنِي إِسْرَائِيلَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_197.png,کیا اِن (اہلِ مکہ) کے لیے یہ کوئی نشانی نہیں ہے کہ اِسے علماء بنی اسرائیل جانتے ہیں؟
,11,26,3130,198,وَلَوْ نَزَّلْنَاهُ عَلَىٰ بَعْضِ الْأَعْجَمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_198.png,(لیکن اِن کی ہٹ دھرمی کا حال یہ ہے کہ) اگر اہم اسے کسی عجمی پر بھی نازل کر دیتے
,11,26,3131,199,فَقَرَأَهُ عَلَيْهِم مَّا كَانُوا بِهِ مُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_199.png,اور یہ (فصیح عربی کلام) وہ ان کو پڑھ کر سناتا تب بھی یہ مان کر نہ دیتے
,11,26,3132,200,كَذَٰلِكَ سَلَكْنَاهُ فِي قُلُوبِ الْمُجْرِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_200.png,اِسی طرح ہم نے اس (ذکر) کو مجرموں کے دلوں میں گزارا ہے
,11,26,3133,201,لَا يُؤْمِنُونَ بِهِ حَتَّىٰ يَرَوُا الْعَذَابَ الْأَلِيمَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_201.png,وہ اس پر ایمان نہیں لاتے جب تک عذاب الیم نہ دیکھ لیں
,11,26,3134,202,فَيَأْتِيَهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_202.png,پھر جب وہ بے خبری میں ان پر آ پڑتا ہے
,11,26,3135,203,فَيَقُولُوا هَلْ نَحْنُ مُنظَرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_203.png,"اُس وقت وہ کہتے ہیں ""کہ “کیا اب ہمیں کچھ مُہلت مِل سکتی ہے؟"""
,11,26,3136,204,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_204.png,تو کیا یہ لوگ ہمارے عذاب کے لیے جلدی مچا رہے ہیں؟
,11,26,3137,205,أَفَرَأَيْتَ إِن مَّتَّعْنَاهُمْ سِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_205.png,تم نے کچھ غور کیا، اگر ہم انہیں برسوں تک عیش کرنے کی مُہلت بھی دے دیں
,11,26,3138,206,ثُمَّ جَاءَهُم مَّا كَانُوا يُوعَدُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_206.png,اور پھر وہی چیز ان پر آ جائے جس سے انہیں ڈرایا جا رہا ہے
,11,26,3139,207,مَا أَغْنَىٰ عَنْهُم مَّا كَانُوا يُمَتَّعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_207.png,تو وہ سامانِ زیست جو ان کو ملا ہوا ہے اِن کے کس کام آئے گا؟
,11,26,3140,208,وَمَا أَهْلَكْنَا مِن قَرْيَةٍ إِلَّا لَهَا مُنذِرُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_208.png,(دیکھو) ہم نے کبھی کسی بستی کو اِس کے بغیر ہلاک نہیں کیا کہ اُس کے لیے خبردار کرنے والے حق نصیحت ادا کرنے کو موجود تھے
,11,26,3141,209,ذِكْرَىٰ وَمَا كُنَّا ظَالِمِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_209.png,اور ہم ظالم نہ تھے
,11,26,3142,210,وَمَا تَنَزَّلَتْ بِهِ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_210.png,اِس (کتاب مبین) کو شیاطین لے کر نہیں اترے ہیں
,11,26,3143,211,وَمَا يَنبَغِي لَهُمْ وَمَا يَسْتَطِيعُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_211.png,نہ یہ کام ان کو سجتا ہے، اور نہ وہ ایسا کر ہی سکتے ہیں
,11,26,3144,212,إِنَّهُمْ عَنِ السَّمْعِ لَمَعْزُولُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_212.png,وہ تو اس کی سماعت تک سے دُور رکھے گئے ہیں
,11,26,3145,213,فَلَا تَدْعُ مَعَ اللَّهِ إِلَٰهًا آخَرَ فَتَكُونَ مِنَ الْمُعَذَّبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_213.png,پس اے محمدؐ، اللہ کے ساتھ کسی دُوسرے معبُود کو نہ پکارو، ورنہ تم بھی سزا پانے والوں میں شامل ہو جاؤ گے
,11,26,3146,214,وَأَنذِرْ عَشِيرَتَكَ الْأَقْرَبِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_214.png,اپنے قریب ترین رشتہ داروں کو ڈراؤ
,11,26,3147,215,وَاخْفِضْ جَنَاحَكَ لِمَنِ اتَّبَعَكَ مِنَ الْمُؤْمِنِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_215.png,اور ایمان لانے والوں میں سے جو لوگ تمہاری پیروی اختیار کریں ان کے ساتھ تواضع سے پیش آؤ
,11,26,3148,216,فَإِنْ عَصَوْكَ فَقُلْ إِنِّي بَرِيءٌ مِّمَّا تَعْمَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_216.png,لیکن اگر وہ تمہاری نافرمانی کریں تو ان سے کہو کہ جو کچھ تم کرتے ہو اس سے میں بری الذ مہ ہوں
,11,26,3149,217,وَتَوَكَّلْ عَلَى الْعَزِيزِ الرَّحِيمِ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_217.png,اور اُس زبردست اور رحیم پر توکل کرو
,11,26,3150,218,الَّذِي يَرَاكَ حِينَ تَقُومُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_218.png,جو تمہیں اس وقت دیکھ رہا ہوتا ہے جب تم اٹھتے ہو
,11,26,3151,219,وَتَقَلُّبَكَ فِي السَّاجِدِينَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_219.png,اور سجدہ گزار لوگوں میں تمہاری نقل و حرکت پر نگاہ رکھتا ہے
,11,26,3152,220,إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_220.png,وہ سب کچھ سننے اور جاننے والا ہے
,11,26,3153,221,هَلْ أُنَبِّئُكُمْ عَلَىٰ مَن تَنَزَّلُ الشَّيَاطِينُ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_221.png,لوگو، کیا میں تمہیں بتاؤں کہ شیاطین کس پر اُترا کرتے ہیں؟
,11,26,3154,222,تَنَزَّلُ عَلَىٰ كُلِّ أَفَّاكٍ أَثِيمٍ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_222.png,وہ ہر جعل ساز بدکار پر اُترا کرتے ہیں
,11,26,3155,223,يُلْقُونَ السَّمْعَ وَأَكْثَرُهُمْ كَاذِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_223.png,سُنی سُنائی باتیں کانوں میں پھونکتے ہیں، اور ان میں سے اکثر جھوٹے ہوتے ہیں
,11,26,3156,224,وَالشُّعَرَاءُ يَتَّبِعُهُمُ الْغَاوُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_224.png,رہے شعراء، تو ان کے پیچھے بہکے ہوئے لوگ چلا کرتے ہیں
,11,26,3157,225,أَلَمْ تَرَ أَنَّهُمْ فِي كُلِّ وَادٍ يَهِيمُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_225.png,کیا تم دیکھتے نہیں ہو کہ وہ ہر وادی میں بھٹکتے ہیں
,11,26,3158,226,وَأَنَّهُمْ يَقُولُونَ مَا لَا يَفْعَلُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_226.png,اور ایسی باتیں کہتے ہیں جو کرتے نہیں
,11,26,3159,227,إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَذَكَرُوا اللَّهَ كَثِيرًا وَانتَصَرُوا مِن بَعْدِ مَا ظُلِمُوا ۗ وَسَيَعْلَمُ الَّذِينَ ظَلَمُوا أَيَّ مُنقَلَبٍ يَنقَلِبُونَ,Ash-Shuara—الشعراء,The Poets,public://sura_images/26.png,public://quran_images/26_227.png,بجز اُن لوگوں کے جو ایمان لائے اور جنہوں نے نیک عمل کیے اور اللہ کو کثرت سے یاد کیا اور جب ان پر ظلم کیا گیا تو صرف بدلہ لے لیا، اور ظلم کرنے والوں کو عنقریب معلوم ہو جائے گا کہ وہ کس انجام سے دوچار ہوتے ہیں
,11,27,3160,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ طس ۚ تِلْكَ آيَاتُ الْقُرْآنِ وَكِتَابٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_1.png,ط س یہ آیات ہیں قرآن اور کتاب مبین کی
,11,27,3161,2,هُدًى وَبُشْرَىٰ لِلْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_2.png,ہدایت اور بشارت اُن ایمان لانے والوں کے لیے
,11,27,3162,3,الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُم بِالْآخِرَةِ هُمْ يُوقِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_3.png,جو نماز قائم کرتے اور زکوٰۃ دیتے ہیں، اور پھر وہ ایسے لوگ ہیں جو آخرت پر پورا یقین رکھتے ہیں
,11,27,3163,4,إِنَّ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ زَيَّنَّا لَهُمْ أَعْمَالَهُمْ فَهُمْ يَعْمَهُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_4.png,حقیقت یہ ہے کہ جو لوگ آخرت کو نہیں مانتے ان کے لیے ہم نے اُن کے کرتوتوں کو خوشنما بنا دیا ہے، اس لیے وہ بھٹکتے پھر رہے ہیں
,11,27,3164,5,أُولَٰئِكَ الَّذِينَ لَهُمْ سُوءُ الْعَذَابِ وَهُمْ فِي الْآخِرَةِ هُمُ الْأَخْسَرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_5.png,یہ وہ لوگ ہیں جن کے لیے بُری سزا ہے اور آخرت میں یہی سب سے زیادہ خسارے میں رہنے والے ہیں
,11,27,3165,6,وَإِنَّكَ لَتُلَقَّى الْقُرْآنَ مِن لَّدُنْ حَكِيمٍ عَلِيمٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_6.png,اور (اے محمدؐ) بلاشبہ تم یہ قرآن ایک حکیم و علیم ہستی کی طرف سے پا رہے ہو
,11,27,3166,7,إِذْ قَالَ مُوسَىٰ لِأَهْلِهِ إِنِّي آنَسْتُ نَارًا سَآتِيكُم مِّنْهَا بِخَبَرٍ أَوْ آتِيكُم بِشِهَابٍ قَبَسٍ لَّعَلَّكُمْ تَصْطَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_7.png,"(اِنہیں اُس وقت کا قصہ سناؤ) جب موسیٰؑ نے اپنے گھر والوں سے کہا کہ ""مجھے ایک آگ سی نظر آئی ہے، میں ابھی یا تو وہاں سے کوئی خبر لے کر آتا ہوں یا کوئی انگارا چن لاتا ہوں تاکہ تم لوگ گرم ہو سکو"""
,11,27,3167,8,فَلَمَّا جَاءَهَا نُودِيَ أَن بُورِكَ مَن فِي النَّارِ وَمَنْ حَوْلَهَا وَسُبْحَانَ اللَّهِ رَبِّ الْعَالَمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_8.png,"وہاں جو پہنچا تو ندا آئی کہ ""مبارک ہے وہ جو اس آگ میں ہے اور جو اس کے ماحول میں ہے پاک ہے اللہ، سب جہانوں کا پروردگار"
,11,27,3168,9,يَا مُوسَىٰ إِنَّهُ أَنَا اللَّهُ الْعَزِيزُ الْحَكِيمُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_9.png,اے موسیٰؑ، یہ میں ہوں اللہ، زبردست اور دانا
,11,27,3169,10,وَأَلْقِ عَصَاكَ ۚ فَلَمَّا رَآهَا تَهْتَزُّ كَأَنَّهَا جَانٌّ وَلَّىٰ مُدْبِرًا وَلَمْ يُعَقِّبْ ۚ يَا مُوسَىٰ لَا تَخَفْ إِنِّي لَا يَخَافُ لَدَيَّ الْمُرْسَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_10.png,"اور پھینک تو ذرا اپنی لاٹھی"" جونہی کہ موسیٰؑ نے دیکھا لاٹھی سانپ کی طرح بل کھا رہی ہے تو پیٹھ پھیر کر بھاگا اور پیچھے مڑ کر بھی نہ دیکھا ""اے موسیٰؑ، ڈرو نہیں میرے حضور رسول ڈرا نہیں کرتے"
,11,27,3170,11,إِلَّا مَن ظَلَمَ ثُمَّ بَدَّلَ حُسْنًا بَعْدَ سُوءٍ فَإِنِّي غَفُورٌ رَّحِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_11.png,اِلّا یہ کہ کسی نے قصور کیا ہو پھر اگر برائی کے بعد اُس نے بھَلائی سے اپنے فعل کو بدل لیا تو میں معاف کرنے والا مہربان ہوں
,11,27,3171,12,وَأَدْخِلْ يَدَكَ فِي جَيْبِكَ تَخْرُجْ بَيْضَاءَ مِنْ غَيْرِ سُوءٍ ۖ فِي تِسْعِ آيَاتٍ إِلَىٰ فِرْعَوْنَ وَقَوْمِهِ ۚ إِنَّهُمْ كَانُوا قَوْمًا فَاسِقِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_12.png,"اور ذرا اپنا ہاتھ اپنے گریبان میں تو ڈالو چمکتا ہوا نکلے گا بغیر کسی تکلیف کے یہ (دو نشانیاں) نو نشانیوں میں سے ہیں فرعون اور اس کی قوم کی طرف (لے جانے کے لیے)، وہ بڑے بد کردار لوگ ہیں"""
,11,27,3172,13,فَلَمَّا جَاءَتْهُمْ آيَاتُنَا مُبْصِرَةً قَالُوا هَٰذَا سِحْرٌ مُّبِينٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_13.png,مگر جب ہماری کھلی کھلی نشانیاں اُن لوگوں کے سامنے آئیں تو انہوں نے کہا یہ تو کھلا جادو ہے
,11,27,3173,14,وَجَحَدُوا بِهَا وَاسْتَيْقَنَتْهَا أَنفُسُهُمْ ظُلْمًا وَعُلُوًّا ۚ فَانظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُفْسِدِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_14.png,انہوں نے سراسر ظلم اور غرور کی راہ سے ان نشانیوں کا انکار کیا حالانکہ دل ان کے قائل ہو چکے تھے اب دیکھ لو کہ ان مفسدوں کا انجام کیسا ہوا
,11,27,3174,15,وَلَقَدْ آتَيْنَا دَاوُودَ وَسُلَيْمَانَ عِلْمًا ۖ وَقَالَا الْحَمْدُ لِلَّهِ الَّذِي فَضَّلَنَا عَلَىٰ كَثِيرٍ مِّنْ عِبَادِهِ الْمُؤْمِنِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_15.png,(دوسری طرف) ہم نے داؤدؑ و سلیمانؑ کو علم عطا کیا اور انہوں نے کہا کہ شکر ہے اُس خدا کا جس نے ہم کو اپنے بہت سے مومن بندوں پر فضیلت عطا کی
,11,27,3175,16,وَوَرِثَ سُلَيْمَانُ دَاوُودَ ۖ وَقَالَ يَا أَيُّهَا النَّاسُ عُلِّمْنَا مَنطِقَ الطَّيْرِ وَأُوتِينَا مِن كُلِّ شَيْءٍ ۖ إِنَّ هَٰذَا لَهُوَ الْفَضْلُ الْمُبِينُ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_16.png,"اور داؤدؑ کا وارث سلیمانؑ ہوا اور اس نے کہا ""“لوگو، ہمیں پرندوں کی بولیاں سکھائی گئی ہیں اور ہمیں ہر طرح کی چیزیں دی گئی ہیں، بیشک یہ (اللہ کا) نمایاں فضل ہے"""
,11,27,3176,17,وَحُشِرَ لِسُلَيْمَانَ جُنُودُهُ مِنَ الْجِنِّ وَالْإِنسِ وَالطَّيْرِ فَهُمْ يُوزَعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_17.png,سلیمانؑ کے لیے جن اور انسانوں اور پرندوں کے لشکر جمع کیے گئے تھے اور وہ پورے ضبط میں رکھے جاتے تھے
,11,27,3177,18,حَتَّىٰ إِذَا أَتَوْا عَلَىٰ وَادِ النَّمْلِ قَالَتْ نَمْلَةٌ يَا أَيُّهَا النَّمْلُ ادْخُلُوا مَسَاكِنَكُمْ لَا يَحْطِمَنَّكُمْ سُلَيْمَانُ وَجُنُودُهُ وَهُمْ لَا يَشْعُرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_18.png,"(ایک مرتبہ وہ ان کے ساتھ کوچ کر رہا تھا) یہاں تک کہ جب یہ سب چیونٹیوں کی وادی میں پہنچے تو ایک چیونٹی نے کہا ""“اے چیونٹیو، اپنے بلوں میں گھس جاؤ، کہیں ایسا نہ ہو کہ سلیمانؑ اور اس کے لشکر تمہیں کچل ڈالیں اور انہیں خبر بھی نہ ہو"""
