Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_arj
,27,29,3373,33,وَلَمَّا أَن جَاءَتْ رُسُلُنَا لُوطًا سِيءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعًا وَقَالُوا لَا تَخَفْ وَلَا تَحْزَنْ ۖ إِنَّا مُنَجُّوكَ وَأَهْلَكَ إِلَّا امْرَأَتَكَ كَانَتْ مِنَ الْغَابِرِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_33.png,«ولما أن جاءت رسلنا لوطا سيء بهم» حزن بسببهم «وضاق بهم ذرعا» صدرا لأنهم حسان الوجوه في صورة أضياف فخاف عليهم قومه فأعلموه أنهم رسل ربه «وقالوا لا تخف ولا تحزن إنا منجُّوك» بالتشديد والتخفيف «وأهلك إلا امرأتك كانت من الغابرين» ونصب أهلك عطف على محل الكاف.
,27,29,3374,34,إِنَّا مُنزِلُونَ عَلَىٰ أَهْلِ هَٰذِهِ الْقَرْيَةِ رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_34.png,«إنا منزلون» بالتخفيف والتشديد «على أهل هذه القرية رجزا» عذابا «من السماء بما» بالفعل الذي «كانوا يفسقون» به أي بسبب فسقهم.
,27,29,3375,35,وَلَقَد تَّرَكْنَا مِنْهَا آيَةً بَيِّنَةً لِّقَوْمٍ يَعْقِلُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_35.png,«ولقد تركنا منها آية بينة» ظاهرة هي آثار خرابها «لقوم يعقلون» يتدبرون.
,27,29,3376,36,وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْبًا فَقَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ وَارْجُوا الْيَوْمَ الْآخِرَ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_36.png,«و» أَرسلنا «إلى مدْين أخاهم شعيبا فقال يا قوم اعبدوا الله وارجوا اليوم الآخر» اخشوه، هو يوم القيامة «ولا تعثوْا في الأرض مفسدين» حال مؤكدة لعاملها من عثي بكسر المثلثة أفسد.
,27,29,3377,37,فَكَذَّبُوهُ فَأَخَذَتْهُمُ الرَّجْفَةُ فَأَصْبَحُوا فِي دَارِهِمْ جَاثِمِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_37.png,«فكذبوه فأخذتهم الرجفة» الزلزلة الشديدة «فأصبحوا في دارهم جاثمين» باركين على الركب ميّتين.
,27,29,3378,38,وَعَادًا وَثَمُودَ وَقَد تَّبَيَّنَ لَكُم مِّن مَّسَاكِنِهِمْ ۖ وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ وَكَانُوا مُسْتَبْصِرِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_38.png,«و» أهلكنا «عادا وثمودا» بالصرف وتركه بمعنى الحي والقبيلة «وقد تبيّن لكم» إهلاكهم «من مساكنهم» بالحجر واليمن «وزيَّن لهم الشيطان أعمالهم» من الكفر والمعاصي «فصدهم عن السبيل» سبيل الحق «وكانوا مستبصرين» ذوي بصائر.
,27,29,3379,39,وَقَارُونَ وَفِرْعَوْنَ وَهَامَانَ ۖ وَلَقَدْ جَاءَهُم مُّوسَىٰ بِالْبَيِّنَاتِ فَاسْتَكْبَرُوا فِي الْأَرْضِ وَمَا كَانُوا سَابِقِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_39.png,«و» أهلكنا «قارون وفرعون وهامان ولقد جاءهم» من قبل «موسى بالبيّنات» الحجج الظاهرات «فاستكبروا في الأرض وما كانوا سابقين» فائتين عذابنا.
,27,29,3380,40,فَكُلًّا أَخَذْنَا بِذَنبِهِ ۖ فَمِنْهُم مَّنْ أَرْسَلْنَا عَلَيْهِ حَاصِبًا وَمِنْهُم مَّنْ أَخَذَتْهُ الصَّيْحَةُ وَمِنْهُم مَّنْ خَسَفْنَا بِهِ الْأَرْضَ وَمِنْهُم مَّنْ أَغْرَقْنَا ۚ وَمَا كَانَ اللَّهُ لِيَظْلِمَهُمْ وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_40.png,«فكلا» من المذكورين «أخذنا بذنبه فمنهم من أرسلنا عليه حاصبا» ريحاً عاصفة فيها حصباء كقوم لوط «ومنهم من أخذته الصيحة» كثمود «ومنهم من خسفنا به الأرض» كقارون «ومنهم من أغرقنا» كقوم نوح وفرعون وقومه «وما كان الله ليظلمهم» فيعذبهم بغير ذنب «ولكن كانوا أنفسهم يظلمون» بارتكاب الذنب.
,27,29,3381,41,مَثَلُ الَّذِينَ اتَّخَذُوا مِن دُونِ اللَّهِ أَوْلِيَاءَ كَمَثَلِ الْعَنكَبُوتِ اتَّخَذَتْ بَيْتًا ۖ وَإِنَّ أَوْهَنَ الْبُيُوتِ لَبَيْتُ الْعَنكَبُوتِ ۖ لَوْ كَانُوا يَعْلَمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_41.png,«مثل الذين اتخذوا من دون الله أولياء» أي أصناماً يرجون نفعها «كمثل العنكبوت اتخذت بيتاً» لنفسها تأوي إليه «وإن أوهن» أضعف «البيوت لبيت العنكبوت» لا يدفع عنها حراً ولا برداً كذلك الأصنام لا تنفع عابديها «لو كانوا يعلمون» ذلك ما عبدوها.
,27,29,3382,42,إِنَّ اللَّهَ يَعْلَمُ مَا يَدْعُونَ مِن دُونِهِ مِن شَيْءٍ ۚ وَهُوَ الْعَزِيزُ الْحَكِيمُ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_42.png,«إن الله يعلم ما» بمعنى الذي «يدعون» يعبدون بالياء والتاء «من دونه» غيره «من شيء وهو العزيز» في ملكه «الحكيم» في صنعه.
,27,29,3383,43,وَتِلْكَ الْأَمْثَالُ نَضْرِبُهَا لِلنَّاسِ ۖ وَمَا يَعْقِلُهَا إِلَّا الْعَالِمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_43.png,«وتلك الأمثال» في القرآن «نضربها» نجعلها «للناس وما يعقلها» أي يفهمها «إلا العالمون» المتدبرون.
,27,29,3384,44,خَلَقَ اللَّهُ السَّمَاوَاتِ وَالْأَرْضَ بِالْحَقِّ ۚ إِنَّ فِي ذَٰلِكَ لَآيَةً لِّلْمُؤْمِنِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_44.png,«خلقَ الله السماوات والأرض بالحق» أي محقا «إن في ذلك لآيةً» دالة على قدرته تعالى «للمؤمنين» خصّوا بالذكر لأنهم المنتفعون بها في الإيمان بخلاف الكافرين.
,27,29,3385,45,اتْلُ مَا أُوحِيَ إِلَيْكَ مِنَ الْكِتَابِ وَأَقِمِ الصَّلَاةَ ۖ إِنَّ الصَّلَاةَ تَنْهَىٰ عَنِ الْفَحْشَاءِ وَالْمُنكَرِ ۗ وَلَذِكْرُ اللَّهِ أَكْبَرُ ۗ وَاللَّهُ يَعْلَمُ مَا تَصْنَعُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_45.png,«اتل ما أوحي إليك من الكتاب» القرآن «وأقم الصلاة إن الصلاة تنهى عن الفحشاء والمنكر» شرعا أي من شأنها ذلك ما دام المرء فيها «ولذكر الله أكبر» من غيره من الطاعات «والله يعلم ما تصنعون» فيجازيكم به.
,27,29,3386,46,۞ وَلَا تُجَادِلُوا أَهْلَ الْكِتَابِ إِلَّا بِالَّتِي هِيَ أَحْسَنُ إِلَّا الَّذِينَ ظَلَمُوا مِنْهُمْ ۖ وَقُولُوا آمَنَّا بِالَّذِي أُنزِلَ إِلَيْنَا وَأُنزِلَ إِلَيْكُمْ وَإِلَٰهُنَا وَإِلَٰهُكُمْ وَاحِدٌ وَنَحْنُ لَهُ مُسْلِمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_46.png,«ولا تجادلوا أهل الكتاب إلا بالتي» أي: المجادلة التي «هي أحسن» كالدعاء إلى الله بآياته والتنبيه على حججه «إلا الذين ظلموا منهم» بأن حاربوا وأبوا أن يقرّوا بالجزية فجادلوهم بالسيف حتى يسلموا أو يعطوا الجزية «وقولوا» لمن قبل الإقرار بالجزية إذا أخبروكم بشيء مما في كتبهم «آمنا بالذي أنزل إلينا وأنزل إليكم» ولا تصدقوهم ولا تكذبوهم في ذلك «وإلهنا وإلهكم واحدٌ ونحن مسلمون» مطيعون.
,27,29,3387,47,وَكَذَٰلِكَ أَنزَلْنَا إِلَيْكَ الْكِتَابَ ۚ فَالَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يُؤْمِنُونَ بِهِ ۖ وَمِنْ هَٰؤُلَاءِ مَن يُؤْمِنُ بِهِ ۚ وَمَا يَجْحَدُ بِآيَاتِنَا إِلَّا الْكَافِرُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_47.png,«وكذلك أنزلنا إليك الكتاب» القرآن كما أنزلنا إليهم التوراة وغيرها «فالذين آتيناهم الكتاب» التوراة كعبد الله بن سلام وغيره «يؤمنون به» بالقرآن «ومن هؤلاء» أهل مكة «من يؤمن به وما يجحد بآياتنا» بعد ظهورها «إلا الكافرون» أي اليهود وظهر لهم أن القرآن حق والجائي به محق وجحدوا ذلك.
,27,29,3388,48,وَمَا كُنتَ تَتْلُو مِن قَبْلِهِ مِن كِتَابٍ وَلَا تَخُطُّهُ بِيَمِينِكَ ۖ إِذًا لَّارْتَابَ الْمُبْطِلُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_48.png,«وما كنت تتلوا من قبله» أي القرآن «من كتاب ولا تخطه بيمينك إذا» أي لو كنت قارئا كتابا «لارتاب» شك «المبطلون» اليهود فيك وقالوا الذي في التوراة أنه أمي لا يقرأ ولا يكتب.
,27,29,3389,49,بَلْ هُوَ آيَاتٌ بَيِّنَاتٌ فِي صُدُورِ الَّذِينَ أُوتُوا الْعِلْمَ ۚ وَمَا يَجْحَدُ بِآيَاتِنَا إِلَّا الظَّالِمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_49.png,«بل هو» أي القرآن الذي جئت به «آيات بينات في صدور الذين أوتوا العلم» أي المؤمنون يحفظونه «وما يجحد بآياتنا إلا الظالمون» أي: اليهود وجحدوها بعد ظهورها لهم.
,27,29,3390,50,وَقَالُوا لَوْلَا أُنزِلَ عَلَيْهِ آيَاتٌ مِّن رَّبِّهِ ۖ قُلْ إِنَّمَا الْآيَاتُ عِندَ اللَّهِ وَإِنَّمَا أَنَا نَذِيرٌ مُّبِينٌ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_50.png,«وقالوا» أي كفار مكة «لولا» هلا «أنزل عليه» أي محمد «آية من ربه» وفي قراءة آيات كناقة صالح وعصا موسى ومائدة عيسى «قل» لهم «إنما الآيات عند الله» ينزلها كيف يشاء «وإنما أنا نذير مبين» مظهر إنذاري بالنار أهل المعصية.
,27,29,3391,51,أَوَلَمْ يَكْفِهِمْ أَنَّا أَنزَلْنَا عَلَيْكَ الْكِتَابَ يُتْلَىٰ عَلَيْهِمْ ۚ إِنَّ فِي ذَٰلِكَ لَرَحْمَةً وَذِكْرَىٰ لِقَوْمٍ يُؤْمِنُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_51.png,«أو لم يكفهم» فيما طلبوا «أنَّا أنزلنا عليك الكتاب» القرآن «يتلى عليهم» فهو آية مستمرة لا انقضاء لها بخلاف ما ذكر من الآيات «إن في ذلك» الكتاب «لرحمةً وذكرى» عظة «لقوم يؤمنون».
,27,29,3392,52,قُلْ كَفَىٰ بِاللَّهِ بَيْنِي وَبَيْنَكُمْ شَهِيدًا ۖ يَعْلَمُ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۗ وَالَّذِينَ آمَنُوا بِالْبَاطِلِ وَكَفَرُوا بِاللَّهِ أُولَٰئِكَ هُمُ الْخَاسِرُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_52.png,«قل كفى بالله بيني وبينكم شهيدا» بصدقي «يعلم ما في السماوات والأرض» ومنه حالي وحالكم «والذين آمنوا بالباطل» وهو ما يعبد من دون الله «وكفروا بالله» منكم «أولئك هم الخاسرون» في صفقتهم حيث اشتروا الكفر بالإيمان.
,27,29,3393,53,وَيَسْتَعْجِلُونَكَ بِالْعَذَابِ ۚ وَلَوْلَا أَجَلٌ مُّسَمًّى لَّجَاءَهُمُ الْعَذَابُ وَلَيَأْتِيَنَّهُم بَغْتَةً وَهُمْ لَا يَشْعُرُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_53.png,«ويستعجلونك بالعذاب ولولا أجل مسمى» له «لجاءَهم العذاب» عاجلاً «ولياتينَّهم بغتةً وهم لا يشعرون» بوقت إتيانه.
,27,29,3394,54,يَسْتَعْجِلُونَكَ بِالْعَذَابِ وَإِنَّ جَهَنَّمَ لَمُحِيطَةٌ بِالْكَافِرِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_54.png,«يستعجلونك بالعذاب» في الدنيا «وإن جهنم لمحيطه بالكافرين».
,27,29,3395,55,يَوْمَ يَغْشَاهُمُ الْعَذَابُ مِن فَوْقِهِمْ وَمِن تَحْتِ أَرْجُلِهِمْ وَيَقُولُ ذُوقُوا مَا كُنتُمْ تَعْمَلُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_55.png,«يوم يغشاهم العذاب من فوقهم ومن تحت أرجلهم ونقول» فيه بالنون أي نأمر بالقول، وبالياء يقول أي الموكل بالعذاب «ذوقوا ما كنتم تعلمون» أي جزاءه فلا تفوتوننا.
,27,29,3396,56,يَا عِبَادِيَ الَّذِينَ آمَنُوا إِنَّ أَرْضِي وَاسِعَةٌ فَإِيَّايَ فَاعْبُدُونِ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_56.png,«يا عباديَ الذين آمنوا إنَّ أرضي واسعة فإياي فاعبدون» في أي أرض تيسَّرت فيها العبادة، بأن تهاجروا إليها من أرض لم تتيسر فيها نزل في ضعفاء مسلمي مكة كانوا في ضيق من إظهار الإسلام بها.
,27,29,3397,57,كُلُّ نَفْسٍ ذَائِقَةُ الْمَوْتِ ۖ ثُمَّ إِلَيْنَا تُرْجَعُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_57.png,«كلُّ نفسٍ ذائقة الموت ثم إلينا ترجعون» بالتاء والياء بعد البعث.
,27,29,3398,58,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَنُبَوِّئَنَّهُم مِّنَ الْجَنَّةِ غُرَفًا تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا ۚ نِعْمَ أَجْرُ الْعَامِلِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_58.png,«والذين آمنوا وعملوا الصالحات لنُبوئنَّهم» ننزلنهم، وفي قراءة بالمثلثة بعد النون من الثواء: الإقامة وتعديته إلى غرفا بحذف في «من الجنة غرفا تجري من تحتها الأنهار خالدين» مقدّرين الخلود «فيها نِعم أجر العاملين» هذا الأجر.
,27,29,3399,59,الَّذِينَ صَبَرُوا وَعَلَىٰ رَبِّهِمْ يَتَوَكَّلُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_59.png,هم «الذين صبروا» أي على أذى المشركين والهجرة لإظهار الدين «وعلى ربهم يتوكلون» فيرزقهم من حيث لا يحتسبون.
,27,29,3400,60,وَكَأَيِّن مِّن دَابَّةٍ لَّا تَحْمِلُ رِزْقَهَا اللَّهُ يَرْزُقُهَا وَإِيَّاكُمْ ۚ وَهُوَ السَّمِيعُ الْعَلِيمُ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_60.png,«وكأين» كم «من دابة لا تحمل رزقها» لضعفها «الله يرزقها وإياكم» أيها المهاجرون وإن لم يكن معكم زاد ولا نفقة «وهو السميع» لأقوالكم «العليم» بضمائركم.
,27,29,3401,61,وَلَئِن سَأَلْتَهُم مَّنْ خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ لَيَقُولُنَّ اللَّهُ ۖ فَأَنَّىٰ يُؤْفَكُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_61.png,«ولئن» لام قسم «سألتهم» أي: الكفار «من خلق السماوات والأرض وسخَّر الشمس والقمر ليقولُنَّ الله فأنّى يؤفكون» يصرفون عن توحيده بعد إقرارهم بذلك.
,27,29,3402,62,اللَّهُ يَبْسُطُ الرِّزْقَ لِمَن يَشَاءُ مِنْ عِبَادِهِ وَيَقْدِرُ لَهُ ۚ إِنَّ اللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_62.png,«الله يبسط الرزق» يوسعه «لمن يشاء من عباده» امتحانا «ويقدر» يضيق «له» بعد البسط أي لمن يشاء ابتلاءه «إن الله بكل شيء عليم» ومنه محل البسط والتضييق.
,27,29,3403,63,وَلَئِن سَأَلْتَهُم مَّن نَّزَّلَ مِنَ السَّمَاءِ مَاءً فَأَحْيَا بِهِ الْأَرْضَ مِن بَعْدِ مَوْتِهَا لَيَقُولُنَّ اللَّهُ ۚ قُلِ الْحَمْدُ لِلَّهِ ۚ بَلْ أَكْثَرُهُمْ لَا يَعْقِلُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_63.png,«ولئن» لام قسم «سألتهم من نزَّل من السماء ماءً فأحيا به الأرض من بعد موتها ليقولنَّ الله» فكيف يشركون به «قل» لهم «الحمد لله» على ثبوت الحجة عليكم «بل أكثرهم لا يعقلون» تناقضهم في ذلك.
,27,29,3404,64,وَمَا هَٰذِهِ الْحَيَاةُ الدُّنْيَا إِلَّا لَهْوٌ وَلَعِبٌ ۚ وَإِنَّ الدَّارَ الْآخِرَةَ لَهِيَ الْحَيَوَانُ ۚ لَوْ كَانُوا يَعْلَمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_64.png,«وما هذه الحياة الدنيا إلا لهوٌ ولعب» وأما القرَب فمن أمور الآخرة لظهور ثمرتها فيها «وإن الدار الآخرة لهي الحيوان» بمعنى الحياة «لو كانوا يعلمون» ذلك ما آثروا الدنيا عليها.
,27,29,3405,65,فَإِذَا رَكِبُوا فِي الْفُلْكِ دَعَوُا اللَّهَ مُخْلِصِينَ لَهُ الدِّينَ فَلَمَّا نَجَّاهُمْ إِلَى الْبَرِّ إِذَا هُمْ يُشْرِكُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_65.png,«فإذا ركبوا في الفلك دعوا الله مخلصين له الدين» أي الدعاء، أي: لا يدعون معه غيره لأنهم في شدة لا يكشفها إلا هو «فلما نجّاهم إلى البر إذا هم يشركون» به.
,27,29,3406,66,لِيَكْفُرُوا بِمَا آتَيْنَاهُمْ وَلِيَتَمَتَّعُوا ۖ فَسَوْفَ يَعْلَمُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_66.png,«ليكفروا بما آتيناهم» من النعمة «وليتمتعوا» باجتماعهم على عبادة الأصنام، وفي قراءة بسكون اللام أمر تهديد «فسوف يعلمون» عاقبة ذلك.
,27,29,3407,67,أَوَلَمْ يَرَوْا أَنَّا جَعَلْنَا حَرَمًا آمِنًا وَيُتَخَطَّفُ النَّاسُ مِنْ حَوْلِهِمْ ۚ أَفَبِالْبَاطِلِ يُؤْمِنُونَ وَبِنِعْمَةِ اللَّهِ يَكْفُرُونَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_67.png,«أَو لم يروْا» يعلموا «أنَّا جعلنا» بلدهم مكة «حرماً آمناً ويتخطف الناس من حولهم» قتلاً وسبياً دونهم «أفبالباطل» الصنم «يؤمنون وبنعمة الله يكفرون» بإشراكهم.
,27,29,3408,68,وَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا أَوْ كَذَّبَ بِالْحَقِّ لَمَّا جَاءَهُ ۚ أَلَيْسَ فِي جَهَنَّمَ مَثْوًى لِّلْكَافِرِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_68.png,«ومن» أي لا أحد «أظلم ممن افترى على الله كذبا» بأن أشرك به «أو كذب بالحق» النبي أو الكتاب «لما جاءَه أَليس في جهنم مثوىّ» مأوى «للكافرين» أي فيها ذلك وهو منهم.
,27,29,3409,69,وَالَّذِينَ جَاهَدُوا فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ اللَّهَ لَمَعَ الْمُحْسِنِينَ,Al-Ankaboot—العنكبوت,The Spider,public://sura_images/29.png,public://quran_images/29_69.png,«والذين جاهدوا فينا» في حقنا «لنهدينَّهم سُبُلنا» أي طريق السير إلينا «وإن الله لمع المحسنين» المؤمنين بالنصر والعون.
,27,30,3410,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الم,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_1.png,«الم» الله أعلم بمراده في ذلك.
,27,30,3411,2,غُلِبَتِ الرُّومُ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_2.png,«غُلبت الروم» وهم أهل الكتاب غلبتها فارس وليسوا أهل كتاب بل يعبدون الأوثان ففرح كفار مكة بذلك، وقالوا للمسلمين: نحن نغلبكم كما غلبت فارس الروم.
,27,30,3412,3,فِي أَدْنَى الْأَرْضِ وَهُم مِّن بَعْدِ غَلَبِهِمْ سَيَغْلِبُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_3.png,«في أدنى الأرض» أي أقرب أرض الروم إلى فارس بالجزيرة التقى فيها الجيشان والبادي بالغزو الفرس «وهم» أي الروم «من بعد غلبهم» أضيف المصدر إلى المفعول: أي غلبة فارس إياهم «سيغلبون» فارس.
,27,30,3413,4,فِي بِضْعِ سِنِينَ ۗ لِلَّهِ الْأَمْرُ مِن قَبْلُ وَمِن بَعْدُ ۚ وَيَوْمَئِذٍ يَفْرَحُ الْمُؤْمِنُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_4.png,«في بضع سنين» هو ما بين الثلاث إلى التسع أو العشر، فالتقي الجيشان في السنة السابعة من الالتقاء الأول وغلبت الروم فارس «لله الأمر من قبل ومن بعد» أي من قبل غلب الروم ومن بعده المعنى أن غلبة فارس أولا وغلبة الروم ثانيا بأمر الله: أي إرادته «ويومئذٍ» أي يوم تغلب الروم «يفرح المؤمنون».
,27,30,3414,5,بِنَصْرِ اللَّهِ ۚ يَنصُرُ مَن يَشَاءُ ۖ وَهُوَ الْعَزِيزُ الرَّحِيمُ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_5.png,«بنصر الله» إياهم على فارس وقد فرحوا بذلك وعلموا به يوم وقوعه أي يوم بدر بنزول جبريل بذلك مع فرحهم بنصرهم على قتل المشركين فيه «ينصر من يشاء وهو العزيز» الغالب «الرحيم» بالمؤمنين».
,27,30,3415,6,وَعْدَ اللَّهِ ۖ لَا يُخْلِفُ اللَّهُ وَعْدَهُ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_6.png,«وعد الله» مصدر بدل من اللفظ بفعله، والأصل وعدهم الله النصر «لا يخلف الله وعده» به «ولكن أكثر الناس» أي كفار مكة «لا يعلمون» وعده تعالى بنصرهم.
,27,30,3416,7,يَعْلَمُونَ ظَاهِرًا مِّنَ الْحَيَاةِ الدُّنْيَا وَهُمْ عَنِ الْآخِرَةِ هُمْ غَافِلُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_7.png,«يعلمون ظاهراً من الحياة الدنيا» أي معايشها من التجارة والزراعة والبناء والغرس وغير ذلك «وهم عن الآخرة هم غافلون» إعادة هم تأكيد.
,27,30,3417,8,أَوَلَمْ يَتَفَكَّرُوا فِي أَنفُسِهِم ۗ مَّا خَلَقَ اللَّهُ السَّمَاوَاتِ وَالْأَرْضَ وَمَا بَيْنَهُمَا إِلَّا بِالْحَقِّ وَأَجَلٍ مُّسَمًّى ۗ وَإِنَّ كَثِيرًا مِّنَ النَّاسِ بِلِقَاءِ رَبِّهِمْ لَكَافِرُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_8.png,«أَو لم يتفكروا في أنفسهم» ليرجعوا عن غفلتهم «ما خلق الله السماوات والأرض وما بينهما إلا بالحق وأجلٍ مسمى» لذلك تفنى عند انتهائه وبعد البعث «وإن كثيرا من الناس» أي: كفار مكة «بلقاء ربهم لكافرون» أي لا يؤمنون بالبعث بعد الموت.
,27,30,3418,9,أَوَلَمْ يَسِيرُوا فِي الْأَرْضِ فَيَنظُرُوا كَيْفَ كَانَ عَاقِبَةُ الَّذِينَ مِن قَبْلِهِمْ ۚ كَانُوا أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُوا الْأَرْضَ وَعَمَرُوهَا أَكْثَرَ مِمَّا عَمَرُوهَا وَجَاءَتْهُمْ رُسُلُهُم بِالْبَيِّنَاتِ ۖ فَمَا كَانَ اللَّهُ لِيَظْلِمَهُمْ وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_9.png,«أوَ لم يسيروا في الأرض فينظروا كيف كانَ عاقبة الذين من قبلهم» من الأمم وهي إهلاكهم بتكذيبهم رسلهم «كانوا أشد منهم قوة» كعاد وثمود «وأثاروا الأرض» حرثوها وقلبوها للزرع والغرس «وعمَروها أكثر ممّا عمروها» أي كفار مكة «وجاءَتهم رسلهم بالبينات» بالحجج الظاهرات «فما كان الله ليظلمهم» بإهلاكهم بغير جرم «ولكن كانوا أنفسهم يظلمون» بتكذيبهم رسلهم.
,27,30,3419,10,ثُمَّ كَانَ عَاقِبَةَ الَّذِينَ أَسَاءُوا السُّوأَىٰ أَن كَذَّبُوا بِآيَاتِ اللَّهِ وَكَانُوا بِهَا يَسْتَهْزِئُونَ,Ar-Room—الروم,The Romans,public://sura_images/30.png,public://quran_images/30_10.png,ثم كان عاقبة الذين أساءُوا السُّوأى» تأنيث الأسوأ: الأقبح خبر كان على رفع عاقبة واسم كان على نصب عاقبة، والمراد بها جهنم وإساءتهم «أن» أي: بأن «كذبوا بآيات الله» القرآن «وكانوا بها يستهزءُون».
