Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_fa
,24,17,2121,92,أَوْ تُسْقِطَ السَّمَاءَ كَمَا زَعَمْتَ عَلَيْنَا كِسَفًا أَوْ تَأْتِيَ بِاللَّهِ وَالْمَلَائِكَةِ قَبِيلًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_92.png,یا آسمان را آن گونه که گمان کرده ای [قدرت داری] پاره پاره بر سر ما بیفکنی، یا خدا و فرشتگان را رو به روی ما آوری.
,24,17,2122,93,أَوْ يَكُونَ لَكَ بَيْتٌ مِّن زُخْرُفٍ أَوْ تَرْقَىٰ فِي السَّمَاءِ وَلَن نُّؤْمِنَ لِرُقِيِّكَ حَتَّىٰ تُنَزِّلَ عَلَيْنَا كِتَابًا نَّقْرَؤُهُ ۗ قُلْ سُبْحَانَ رَبِّي هَلْ كُنتُ إِلَّا بَشَرًا رَّسُولًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_93.png,یا خانه ای از طلا برای تو باشد، یا در آسمان بالا روی، و بالا رفتنت را باور نمی  کنیم تا آنکه نوشته ای بر ما نازل کنی که آن را بخوانیم!! بگو: پروردگارم منزّه است [از اینکه خواسته های سبک مغزان یاوه گو را پاسخ دهد] آیا من جز بشری فرستاده هستم؟ [که مرا برای هدایت شما فرستاده اند، نه برای اینکه درخواست های بی مورد شما را پاسخ دهم.]
,24,17,2123,94,وَمَا مَنَعَ النَّاسَ أَن يُؤْمِنُوا إِذْ جَاءَهُمُ الْهُدَىٰ إِلَّا أَن قَالُوا أَبَعَثَ اللَّهُ بَشَرًا رَّسُولًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_94.png,و چیزی مردم را زمانی که هدایت به سویشان آمد از ایمان آوردن باز نداشت، جز اینکه گفتند: آیا خدا بشری را به پیامبری برانگیخته است؟
,24,17,2124,95,قُل لَّوْ كَانَ فِي الْأَرْضِ مَلَائِكَةٌ يَمْشُونَ مُطْمَئِنِّينَ لَنَزَّلْنَا عَلَيْهِم مِّنَ السَّمَاءِ مَلَكًا رَّسُولًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_95.png,بگو: اگر در زمین [به جای بشر] فرشتگانی بودند که با آرامی راه می  رفتند، یقیناً فرشته ای را از آسمان برای آنان به پیامبری نازل می  کردیم [زیرا هدایتگر هر گروهی باید از جنس خودشان باشد.]
,24,17,2125,96,قُلْ كَفَىٰ بِاللَّهِ شَهِيدًا بَيْنِي وَبَيْنَكُمْ ۚ إِنَّهُ كَانَ بِعِبَادِهِ خَبِيرًا بَصِيرًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_96.png,بگو: کافی است که خدا میان من و شما [در صدقِ نبوتم] شاهد باشد؛ چون او به بندگانش آگاه و بیناست.
,24,17,2126,97,وَمَن يَهْدِ اللَّهُ فَهُوَ الْمُهْتَدِ ۖ وَمَن يُضْلِلْ فَلَن تَجِدَ لَهُمْ أَوْلِيَاءَ مِن دُونِهِ ۖ وَنَحْشُرُهُمْ يَوْمَ الْقِيَامَةِ عَلَىٰ وُجُوهِهِمْ عُمْيًا وَبُكْمًا وَصُمًّا ۖ مَّأْوَاهُمْ جَهَنَّمُ ۖ كُلَّمَا خَبَتْ زِدْنَاهُمْ سَعِيرًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_97.png,و هر که را خدا هدایت کند، پس او هدایت یافته است، و آنان را که خدا [به کیفر لج بازی و عنادشان] گمراه سازد، هرگز در برابر خدا برای آنان یاورانی نخواهی یافت، و آنان را روز قیامت در حالی که به رو در افتاده اند، کور و لال و کر محشور می  کنیم، جایگاهشان دوزخ است، هرگاه [شعله] آتشش فرو نشیند، شعله ای دیگر بر آنان می  افزاییم.
,24,17,2127,98,ذَٰلِكَ جَزَاؤُهُم بِأَنَّهُمْ كَفَرُوا بِآيَاتِنَا وَقَالُوا أَإِذَا كُنَّا عِظَامًا وَرُفَاتًا أَإِنَّا لَمَبْعُوثُونَ خَلْقًا جَدِيدًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_98.png,این کیفر آنان است، به سبب اینکه به آیات ما کافر شدند و گفتند: آیا ما وقتی استخوان [جدا از هم و ریز ریز] و پوسیده شدیم، با آفرینش جدید برانگیخته خواهیم شد؟
,24,17,2128,99,۞ أَوَلَمْ يَرَوْا أَنَّ اللَّهَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ قَادِرٌ عَلَىٰ أَن يَخْلُقَ مِثْلَهُمْ وَجَعَلَ لَهُمْ أَجَلًا لَّا رَيْبَ فِيهِ فَأَبَى الظَّالِمُونَ إِلَّا كُفُورًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_99.png,آیا ندانستند خدایی که آسمان ها و زمین را آفرید، می  تواند مانند آنان را [پس از پوسیده شدن] بیافریند؟ برای آنان مدتی معین قرار داده که هیچ تردیدی در آن نیست، ولی [این] ستمکاران جز انکار [قیامت و تکذیب محشور شدن در آن] را نخواستند.
,24,17,2129,100,قُل لَّوْ أَنتُمْ تَمْلِكُونَ خَزَائِنَ رَحْمَةِ رَبِّي إِذًا لَّأَمْسَكْتُمْ خَشْيَةَ الْإِنفَاقِ ۚ وَكَانَ الْإِنسَانُ قَتُورًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_100.png,[به این کافران و مغروران به امور مادی دلفریب] بگو: اگر شما مالک خزینه های رحمت پروردگارم [مانند باران، اموال، ارزاق و...] بودید، در آن صورت از ترس [تهی دستی و کم شدنش] از انفاق کردن آن بخل می ورزیدید؛ و انسان همواره بسیار بخیل و تنگ نظر است.
,24,17,2130,101,وَلَقَدْ آتَيْنَا مُوسَىٰ تِسْعَ آيَاتٍ بَيِّنَاتٍ ۖ فَاسْأَلْ بَنِي إِسْرَائِيلَ إِذْ جَاءَهُمْ فَقَالَ لَهُ فِرْعَوْنُ إِنِّي لَأَظُنُّكَ يَا مُوسَىٰ مَسْحُورًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_101.png,و به راستی به موسی آن گاه که نزد بنی اسرائیل آمد، نه معجزه روشن دادیم، بنابراین از [آگاهان] بنی اسرائیل بپرس [که آن معجزه ها چه بود؟] پس فرعون [با دیدن معجزات] به او گفت: ای موسی! بی تردید من تو را جادوشده می  پندارم!!
,24,17,2131,102,قَالَ لَقَدْ عَلِمْتَ مَا أَنزَلَ هَٰؤُلَاءِ إِلَّا رَبُّ السَّمَاوَاتِ وَالْأَرْضِ بَصَائِرَ وَإِنِّي لَأَظُنُّكَ يَا فِرْعَوْنُ مَثْبُورًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_102.png,موسی گفت: مسلماً تو می  دانی این معجزه ها را که بصیرت آور هستند، جز پروردگار آسمان ها و زمین نازل نکرده است، و ای فرعون! قطعاً من تو را هلاک شده می  پندارم.
,24,17,2132,103,فَأَرَادَ أَن يَسْتَفِزَّهُم مِّنَ الْأَرْضِ فَأَغْرَقْنَاهُ وَمَن مَّعَهُ جَمِيعًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_103.png,پس [به دنبال این گفتگو] فرعون تصمیم گرفت آنان را از آن سرزمین برانگیزد و بیرون کند، ولی ما او و همه کسانی را که با او بودند، غرق کردیم.
,24,17,2133,104,وَقُلْنَا مِن بَعْدِهِ لِبَنِي إِسْرَائِيلَ اسْكُنُوا الْأَرْضَ فَإِذَا جَاءَ وَعْدُ الْآخِرَةِ جِئْنَا بِكُمْ لَفِيفًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_104.png,و پس از فرعون به بنی اسرائیل گفتیم: در این سرزمین ساکن شوید، زمانی که وعده آخرت برسد، همه شما را با هم [به صحرای قیامت] می  آوریم.
,24,17,2134,105,وَبِالْحَقِّ أَنزَلْنَاهُ وَبِالْحَقِّ نَزَلَ ۗ وَمَا أَرْسَلْنَاكَ إِلَّا مُبَشِّرًا وَنَذِيرًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_105.png,و قرآن را به حق نازل کردیم و به حق نازل شد، و تو را جز مژده رسان و بیم دهنده نفرستادیم.
,24,17,2135,106,وَقُرْآنًا فَرَقْنَاهُ لِتَقْرَأَهُ عَلَى النَّاسِ عَلَىٰ مُكْثٍ وَنَزَّلْنَاهُ تَنزِيلًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_106.png,و قرآن را [جدا جدا و] بخش بخش قرار دادیم تا آن را با درنگ و تأمل بر مردم بخوانی و آن را به تدریج [برپایه حوادث، پیش آمدها و نیازها] نازل کردیم.
,24,17,2136,107,قُلْ آمِنُوا بِهِ أَوْ لَا تُؤْمِنُوا ۚ إِنَّ الَّذِينَ أُوتُوا الْعِلْمَ مِن قَبْلِهِ إِذَا يُتْلَىٰ عَلَيْهِمْ يَخِرُّونَ لِلْأَذْقَانِ سُجَّدًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_107.png,بگو: به آن ایمان بیاورید یا نیاورید [برای آن یکسان است] ، همانا کسانی که پیش از [نزول] آن معرفت و دانش یافته اند، زمانی که بر آنان می  خوانند، سجده کنان به رو در می  افتند.
,24,17,2137,108,وَيَقُولُونَ سُبْحَانَ رَبِّنَا إِن كَانَ وَعْدُ رَبِّنَا لَمَفْعُولًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_108.png,و می  گویند: منزّه و پاک است پروردگارمان بی تردید وعده پروردگارمان [به پاداش مؤمنان و کیفر می رمان] قطعاً انجام شدنی است.
,24,17,2138,109,وَيَخِرُّونَ لِلْأَذْقَانِ يَبْكُونَ وَيَزِيدُهُمْ خُشُوعًا ۩,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_109.png,و گریه کنان به رو در می  افتند و [شنیدن قرآن] بر فروتنی و خشوعشان می  افزاید.
,24,17,2139,110,قُلِ ادْعُوا اللَّهَ أَوِ ادْعُوا الرَّحْمَٰنَ ۖ أَيًّا مَّا تَدْعُوا فَلَهُ الْأَسْمَاءُ الْحُسْنَىٰ ۚ وَلَا تَجْهَرْ بِصَلَاتِكَ وَلَا تُخَافِتْ بِهَا وَابْتَغِ بَيْنَ ذَٰلِكَ سَبِيلًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_110.png,بگو: خدا را بخوانید یا رحمان را بخوانید، هر کدام را بخوانید [ذات یکتای او را خوانده اید] نیکوترین نام ها [که این دو نام هم از آنهاست] فقط ویژه اوست. و نماز خود را با صدای بلند و نیز با صدای آهسته مخوان و میان این دو [صدا] راهی میانه بجوی.
,24,17,2140,111,وَقُلِ الْحَمْدُ لِلَّهِ الَّذِي لَمْ يَتَّخِذْ وَلَدًا وَلَمْ يَكُن لَّهُ شَرِيكٌ فِي الْمُلْكِ وَلَمْ يَكُن لَّهُ وَلِيٌّ مِّنَ الذُّلِّ ۖ وَكَبِّرْهُ تَكْبِيرًا,Al-Isra—الإسراء,The night journey,public://sura_images/17.png,public://quran_images/17_111.png,و بگو: همه ستایش ها ویژه خداست که نه فرزندی گرفته و نه در فرمانروایی شریکی دارد و نه او را به سبب ناتوانی و ذلت یار و یاوری است. و او را بسیار بزرگ شمار.
,24,18,2141,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الْحَمْدُ لِلَّهِ الَّذِي أَنزَلَ عَلَىٰ عَبْدِهِ الْكِتَابَ وَلَمْ يَجْعَل لَّهُ عِوَجًا ۜ,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_1.png,همه ستایش ها ویژه خداست که این کتاب را بر بنده اش نازل کرد و برای آن هیچ گونه انحراف و کژی قرار نداد.
,24,18,2142,2,قَيِّمًا لِّيُنذِرَ بَأْسًا شَدِيدًا مِّن لَّدُنْهُ وَيُبَشِّرَ الْمُؤْمِنِينَ الَّذِينَ يَعْمَلُونَ الصَّالِحَاتِ أَنَّ لَهُمْ أَجْرًا حَسَنًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_2.png,[کتابی] است درست و استوار [و برپادارنده مصالح حیات انسان] تا از سوی خود [ستمکاران را] به عذابی سخت بیم دهد، و مؤمنانی را که کارهای شایسته انجام می  دهند، مژده دهد که برای آنان پاداشی نیکوست.
,24,18,2143,3,مَّاكِثِينَ فِيهِ أَبَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_3.png,که در آن پاداش نیکو، جاودانه ماندگارند.
,24,18,2144,4,وَيُنذِرَ الَّذِينَ قَالُوا اتَّخَذَ اللَّهُ وَلَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_4.png,و [نیز] کسانی را که گفتند: خدا [برای خود] فرزندی گرفته است، [به آتش دوزخ] بیم دهد.
,24,18,2145,5,مَّا لَهُم بِهِ مِنْ عِلْمٍ وَلَا لِآبَائِهِمْ ۚ كَبُرَتْ كَلِمَةً تَخْرُجُ مِنْ أَفْوَاهِهِمْ ۚ إِن يَقُولُونَ إِلَّا كَذِبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_5.png,نه آنان به این [سخن خرافی و بی پایه] یقین و دانشی دارند و نه پدرانشان [بلکه گفتارشان از روی جهل و نادانی است] چه بزرگ سخنی است که [از روی افترا] از دهانشان بیرون می  آید؛ آنان جز دروغ نمی  گویند.
,24,18,2146,6,فَلَعَلَّكَ بَاخِعٌ نَّفْسَكَ عَلَىٰ آثَارِهِمْ إِن لَّمْ يُؤْمِنُوا بِهَٰذَا الْحَدِيثِ أَسَفًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_6.png,شاید تو می  خواهی اگر [این معاندان لجوج] به این سخن [که قرآن کریم است] ایمان نیاورند، خود را از شدت اندوه هلاک کنی!!
,24,18,2147,7,إِنَّا جَعَلْنَا مَا عَلَى الْأَرْضِ زِينَةً لَّهَا لِنَبْلُوَهُمْ أَيُّهُمْ أَحْسَنُ عَمَلًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_7.png,مسلماً ما آنچه را [از درخت، نبات، حیوان، دریا و دیگر آثار] روی زمین است، زینت زمین قرار دادیم تا آنان را آزمایش کنیم که کدامشان از جهت عمل نیکوترند.
,24,18,2148,8,وَإِنَّا لَجَاعِلُونَ مَا عَلَيْهَا صَعِيدًا جُرُزًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_8.png,و بی تردید ما آنچه را روی زمین است، سرانجام، خاک بی گیاه خواهیم کرد.
,24,18,2149,9,أَمْ حَسِبْتَ أَنَّ أَصْحَابَ الْكَهْفِ وَالرَّقِيمِ كَانُوا مِنْ آيَاتِنَا عَجَبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_9.png,آیا گمان کردی که اصحاب کهف و رقیم از نشانه های شگفت انگیز ما بودند؟ [چنین نیست؛ زیرا ما را در پهن دشت هستی نشانه هایی شگفت انگیزتر از اصحاب کهف است.]
,24,18,2150,10,إِذْ أَوَى الْفِتْيَةُ إِلَى الْكَهْفِ فَقَالُوا رَبَّنَا آتِنَا مِن لَّدُنكَ رَحْمَةً وَهَيِّئْ لَنَا مِنْ أَمْرِنَا رَشَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_10.png,[یاد کن] هنگامی را که [آن] جوانان در غار پناه گرفتند و گفتند: پروردگارا! رحمتی از نزد خود به ما عطا کن، و برای ما در کارمان زمینه هدایتی فراهم آور.
,24,18,2151,11,فَضَرَبْنَا عَلَىٰ آذَانِهِمْ فِي الْكَهْفِ سِنِينَ عَدَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_11.png,پس سالیانی چند در آن غار، خواب را بر گوش هایشان چیره ساختیم.
,24,18,2152,12,ثُمَّ بَعَثْنَاهُمْ لِنَعْلَمَ أَيُّ الْحِزْبَيْنِ أَحْصَىٰ لِمَا لَبِثُوا أَمَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_12.png,سپس آنان را [از خواب] برانگیختیم تا مشخص کنیم کدام یک از آن دو گروه، مدت درنگشان را [در غار] به شمار می  آورند؟
,24,18,2153,13,نَّحْنُ نَقُصُّ عَلَيْكَ نَبَأَهُم بِالْحَقِّ ۚ إِنَّهُمْ فِتْيَةٌ آمَنُوا بِرَبِّهِمْ وَزِدْنَاهُمْ هُدًى,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_13.png,ما خبر [عبرت آموز] شان را به حق و درستی برای تو بیان می  کنیم: آنان جوانمردانی بودند که به پروردگارشان ایمان آوردند، و ما بر هدایتشان افزودیم.
,24,18,2154,14,وَرَبَطْنَا عَلَىٰ قُلُوبِهِمْ إِذْ قَامُوا فَقَالُوا رَبُّنَا رَبُّ السَّمَاوَاتِ وَالْأَرْضِ لَن نَّدْعُوَ مِن دُونِهِ إِلَٰهًا ۖ لَّقَدْ قُلْنَا إِذًا شَطَطًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_14.png,و دل هایشان را [با یقین به حقایق،] محکم و استوار ساختیم؛ آن گاه [که در برابر شرک و بت پرستی] به پا خاستند و گفتند: پروردگار ما پروردگار آسمان ها و زمین است، هرگز جز او معبودی را نمی  پرستیم که اگر بپرستیم سخنی گزاف و دور از حق گفته ایم: [که با خدا معبودی دیگر وجود دارد.]
,24,18,2155,15,هَٰؤُلَاءِ قَوْمُنَا اتَّخَذُوا مِن دُونِهِ آلِهَةً ۖ لَّوْلَا يَأْتُونَ عَلَيْهِم بِسُلْطَانٍ بَيِّنٍ ۖ فَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_15.png,اینان قوم [نادان و بی منطق] ما هستند که به جای خدا معبودانی برگرفتند، چرا بر حقّانیّت معبودانشان دلیلی روشن نمی  آورند؟ پس ستمکارتر از کسی که بر خدا دروغ بندد [که خدا دارای شریک است] کیست؟
,24,18,2156,16,وَإِذِ اعْتَزَلْتُمُوهُمْ وَمَا يَعْبُدُونَ إِلَّا اللَّهَ فَأْوُوا إِلَى الْكَهْفِ يَنشُرْ لَكُمْ رَبُّكُم مِّن رَّحْمَتِهِ وَيُهَيِّئْ لَكُم مِّنْ أَمْرِكُم مِّرْفَقًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_16.png,و [پس از مشورت و گفتگو با یکدیگر چنین گفتند:] اکنون که از آنان و آنچه غیر خدا می  پرستند، کناره گرفته اید، پس به این غار پناه گیرید تا پروردگارتان از رحمتش بر شما بگستراند و در کارتان آسایش و آسانی فراهم آورد.
,24,18,2157,17,۞ وَتَرَى الشَّمْسَ إِذَا طَلَعَت تَّزَاوَرُ عَن كَهْفِهِمْ ذَاتَ الْيَمِينِ وَإِذَا غَرَبَت تَّقْرِضُهُمْ ذَاتَ الشِّمَالِ وَهُمْ فِي فَجْوَةٍ مِّنْهُ ۚ ذَٰلِكَ مِنْ آيَاتِ اللَّهِ ۗ مَن يَهْدِ اللَّهُ فَهُوَ الْمُهْتَدِ ۖ وَمَن يُضْلِلْ فَلَن تَجِدَ لَهُ وَلِيًّا مُّرْشِدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_17.png,و خورشید را می  بینی که وقتی طلوع می  کند، از سمت راست غارشان متمایل می  شود، و وقتی غروب می  کند، سمت چپشان را ترک می  کند، و آنان در محل وسیعی از آن غارند [که نسیم مطبوعش آنان را فرا می  گیرد]؛ این از نشانه هایِ [قدرتِ] خداست. خدا هر که را هدایت کند، راه یافته است و هر که را گمراه نماید، هرگز برای او یاور و دوست هدایت کننده ای نخواهی یافت.
,24,18,2158,18,وَتَحْسَبُهُمْ أَيْقَاظًا وَهُمْ رُقُودٌ ۚ وَنُقَلِّبُهُمْ ذَاتَ الْيَمِينِ وَذَاتَ الشِّمَالِ ۖ وَكَلْبُهُم بَاسِطٌ ذِرَاعَيْهِ بِالْوَصِيدِ ۚ لَوِ اطَّلَعْتَ عَلَيْهِمْ لَوَلَّيْتَ مِنْهُمْ فِرَارًا وَلَمُلِئْتَ مِنْهُمْ رُعْبًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_18.png,و آنان را گمان می  کنی که بیدارند، در حالی که خوابند، و آنان را به جانب راست و جانب چپ می  گردانیم، و سگشان دو دستش را در آستانه غار گسترانیده است. اگر بر آنان آگاه می  شدی از آنان روی برتافته و می  گریختی و همه وجودت از [دیدن] آنان پر از ترس می  شد.
,24,18,2159,19,وَكَذَٰلِكَ بَعَثْنَاهُمْ لِيَتَسَاءَلُوا بَيْنَهُمْ ۚ قَالَ قَائِلٌ مِّنْهُمْ كَمْ لَبِثْتُمْ ۖ قَالُوا لَبِثْنَا يَوْمًا أَوْ بَعْضَ يَوْمٍ ۚ قَالُوا رَبُّكُمْ أَعْلَمُ بِمَا لَبِثْتُمْ فَابْعَثُوا أَحَدَكُم بِوَرِقِكُمْ هَٰذِهِ إِلَى الْمَدِينَةِ فَلْيَنظُرْ أَيُّهَا أَزْكَىٰ طَعَامًا فَلْيَأْتِكُم بِرِزْقٍ مِّنْهُ وَلْيَتَلَطَّفْ وَلَا يُشْعِرَنَّ بِكُمْ أَحَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_19.png,و همان گونه [که با قدرت خود خوابشان کردیم، از خواب] بیدارشان نمودیم تا میان خود از یکدیگر [از حادثه اتفاق افتاده] بپرسند. گوینده ای از آنان گفت: چه مقدار [در خواب] مانده اید؟ [برخی] گفتند: یک روز یا پاره ای از روز را [در خواب] مانده ایم. [و برخی دیگر] گفتند: پروردگارتان به مقداری که [در خواب] مانده اید، داناتر است، پس یکی از خودتان را با این پولتان به شهر روانه کنید و او باید با تأمل بنگرد کدام یک [از مغازه داران شهر] غذایش پاکیزه تر است؟ پس غذایی از آن برایتان بیاورد، و او باید [در رفت، برگشت و داد و ستد] دقت و نرمی و لطف نشان دهد و احدی را از حال شما آگاه نکند.
,24,18,2160,20,إِنَّهُمْ إِن يَظْهَرُوا عَلَيْكُمْ يَرْجُمُوكُمْ أَوْ يُعِيدُوكُمْ فِي مِلَّتِهِمْ وَلَن تُفْلِحُوا إِذًا أَبَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_20.png,زیرا اگر بر شما دست یابند، سنگسارتان می  کنند یا شما را به آیین خود برمی  گردانند، و در آن صورت هرگز رستگار نخواهید شد.
,24,18,2161,21,وَكَذَٰلِكَ أَعْثَرْنَا عَلَيْهِمْ لِيَعْلَمُوا أَنَّ وَعْدَ اللَّهِ حَقٌّ وَأَنَّ السَّاعَةَ لَا رَيْبَ فِيهَا إِذْ يَتَنَازَعُونَ بَيْنَهُمْ أَمْرَهُمْ ۖ فَقَالُوا ابْنُوا عَلَيْهِم بُنْيَانًا ۖ رَّبُّهُمْ أَعْلَمُ بِهِمْ ۚ قَالَ الَّذِينَ غَلَبُوا عَلَىٰ أَمْرِهِمْ لَنَتَّخِذَنَّ عَلَيْهِم مَّسْجِدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_21.png,و این گونه [مردم آن شهر را به وسیله آن سکه قدیمی ] از حال آنان آگاه کردیم تا بدانند که وعده خدا [در برانگیختن مردگان در روز قیامت] حق است و در برپا شدن قیامت هیچ تردیدی نیست. هنگامی که [کاشفانِ غار] میان خودشان در کار آنان نزاع و ستیز داشتند، پس [یک گروه] گفتند: ساختمانی به روی [جایگاه] آنان بنا کنید [تا از دیده ها پنهان بمانند] البته پروردگارشان به آنان داناتر است. ولی آنان که بر کارشان [نسبت به اصحاب کهف] پیروز شدند، گفتند: به یقین مسجدی بر روی [جایگاه] آنان بنا خواهیم کرد.
,24,18,2162,22,سَيَقُولُونَ ثَلَاثَةٌ رَّابِعُهُمْ كَلْبُهُمْ وَيَقُولُونَ خَمْسَةٌ سَادِسُهُمْ كَلْبُهُمْ رَجْمًا بِالْغَيْبِ ۖ وَيَقُولُونَ سَبْعَةٌ وَثَامِنُهُمْ كَلْبُهُمْ ۚ قُل رَّبِّي أَعْلَمُ بِعِدَّتِهِم مَّا يَعْلَمُهُمْ إِلَّا قَلِيلٌ ۗ فَلَا تُمَارِ فِيهِمْ إِلَّا مِرَاءً ظَاهِرًا وَلَا تَسْتَفْتِ فِيهِم مِّنْهُمْ أَحَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_22.png,به زودی خواهند گفت: سه نفر بودند، چهارمین آنان سگشان بود. و می  گویند: پنج نفر بودند، و ششمین آنان سگشان بود، در حالی که [این اظهار نظرهای بی دلیل] تیر به تاریکی انداختن است. و می  گویند: هفت نفر بودند، هشتمین آنان سگشان بود. بگو: پروردگارم به شماره آنان آگاه تر است، جز اندکی کسی شماره آنان را نمی  داند. پس درباره آنان بحث و می ادله مکن مگر بحث و می ادله ای ظاهر، و در مورد آنان از هیچ کس نظر مخواه.
,24,18,2163,23,وَلَا تَقُولَنَّ لِشَيْءٍ إِنِّي فَاعِلٌ ذَٰلِكَ غَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_23.png,و هرگز درباره چیزی مگو که من فردا آن را انجام می  دهم،
,24,18,2164,24,إِلَّا أَن يَشَاءَ اللَّهُ ۚ وَاذْكُر رَّبَّكَ إِذَا نَسِيتَ وَقُلْ عَسَىٰ أَن يَهْدِيَنِ رَبِّي لِأَقْرَبَ مِنْ هَٰذَا رَشَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_24.png,مگر اینکه [بگویی: اگر] خدا بخواهد. و هرگاه [گفتن ان شاءالله را] از یاد بردی، پروردگات را یاد کن و بگو: امید است پروردگارم مرا به چیزی که از این به صواب و مصلحت نزدیک تر باشد، راهنمایی کند.
,24,18,2165,25,وَلَبِثُوا فِي كَهْفِهِمْ ثَلَاثَ مِائَةٍ سِنِينَ وَازْدَادُوا تِسْعًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_25.png,[اصحاب کهف] سیصد سال در غارشان ماندند و نُه سال به آن افزودند.
,24,18,2166,26,قُلِ اللَّهُ أَعْلَمُ بِمَا لَبِثُوا ۖ لَهُ غَيْبُ السَّمَاوَاتِ وَالْأَرْضِ ۖ أَبْصِرْ بِهِ وَأَسْمِعْ ۚ مَا لَهُم مِّن دُونِهِ مِن وَلِيٍّ وَلَا يُشْرِكُ فِي حُكْمِهِ أَحَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_26.png,بگو: خدا به مدتی که ماندند داناتر است، [برای اینکه] غیب آسمان ها و زمین ویژه اوست، چه بینا و چه شنواست، برای اهل آسمان ها و زمین سرپرست و یاوری جز او نیست و احدی را در فرمانروایی اش بر جهان هستی شریک نمی  گیرد.
,24,18,2167,27,وَاتْلُ مَا أُوحِيَ إِلَيْكَ مِن كِتَابِ رَبِّكَ ۖ لَا مُبَدِّلَ لِكَلِمَاتِهِ وَلَن تَجِدَ مِن دُونِهِ مُلْتَحَدًا,Al-Kahf—الكهف,The cave,public://sura_images/18.png,public://quran_images/18_27.png,و آنچه از کتاب پروردگارت به تو وحی شده است، بخوان. برای کلماتش تبدیل کننده ای نیست، و هرگز جز او ملجأ و پناهی نخواهی یافت.
